0,葱白 豉 干姜 麻黄 桂 芍药 ,195
1,当归尾 川芎 桂心 桃仁 红花 牛膝 枳壳 柴胡 桔梗 栝楼 薤白 ,10
1,当归尾 川芎 桂心 桃仁 红花 牛膝 枳壳 柴胡 桔梗 栝楼 薤白 ,10
1,当归 熟地黄 白芍药 元胡索 川芎 桃仁 红花 香附 青皮 泽兰 丹皮 ,14
1,红藤 牛膝 桃仁 红花 当归 玄胡 赤芍 香附 炮姜 桂枝 川楝 小茴香 柴胡 ,23
1,五灵脂 当归 川芎 桃仁 丹皮 赤芍 乌药 玄胡 甘草 香附 红花 枳壳 ,29
1,灵脂 当归 川芎 桃仁 丹皮 赤芍 乌药 玄胡 甘草 香附 红花 枳壳 ,30
1,归尾 泽兰 牛膝 红花 玄胡 桃仁 ,34
1,大黄 苏木 黑豆 红花 米醋 人参 当归 川芎 香附 玄胡 苍术 蒲黄 茯苓 桃仁 川牛膝 甘草 地榆 川羌活 广橘红 白芍 木瓜 青皮 乳香 没药 益母草 木香 白术 乌药 良姜 马鞭草 秋葵子 熟地 三棱 五灵脂 山萸肉 ,59
1,桃仁 大黄 水蛭 虻虫 银藤 生石膏 丹皮 连翘 栀子 黄芩 玄胡 赤芍 ,68
1,香附 苍术 益母草 泽兰叶 川芎 桃仁 牛膝 当归 玄胡 甘草 大黄 红花 苏木 黑豆 ,75
1,秦艽 川芎 桃仁 红花 甘草 羌活 没药 当归 灵脂 香附 牛膝 地龙 ,111
1,酒丹参 香附 牛膝 当归尾 桃仁 红花 泽兰 ,115
1,小茴香 干姜 玄胡 没药 当归 川芎 官桂 赤芍 蒲黄 五灵脂 ,119
1,丹参 牛膝 归尾 桃仁 红花 乳香 蕺莱 ,128
1,桃仁 当归 丹皮 郁金 泽兰叶 楂肉 红花 山栀 赤曲 赤芍 ,132
1,生地 枳壳 当归 赤芍 川芎 桔梗 柴胡 甘草 桃仁 红花 牛膝 丝瓜络 路路通 石菖蒲 ,137
1,当归 生地 桃仁 红花 枳壳 赤芍 柴胡 甘草 桔梗 川芎 牛膝 ,139
1,当归 川芎 红花 桃仁 丹参 鸡血藤 忍冬藤 络石藤 地龙 土鳖虫 伸筋草 牛膝 蜈蚣 茺蔚子 全蝎 威灵仙 僵蚕 木瓜 金钱白花蛇 ,156
0,天麻 人参 陈皮 白术 归身 茯神 荆芥 僵蚕 独活 远志 犀角 麦门冬 酸枣仁 辰砂 半夏 南星 石膏 甘草 白附子 川芎 郁金 牛黄 珍珠 生地黄 黄连 金箔 ,159
