1,白茅根 龙骨 牡蛎 三七 白芨 大黄 藕节炭 ,4
1,白茅根 龙骨 牡蛎 三七 白芨 大黄 藕节炭 ,4
1,槐花 柏叶 荆芥 枳壳 ,101
1,槐花 柏叶 荆芥 枳壳 ,105
1,槐花 地榆 仙鹤草 旱莲草 侧柏叶 枳壳 黄芩 胡麻仁 菜苋 ,138
1,归尾 生地 赤芍 黄连 枳壳 黄芩 槐角 地榆 荆芥 升麻 花粉 甘草 ,165
1,桑白皮 黄芩 山栀炭 白茅根 茜草 侧柏叶 紫草 当归 旱莲草 牛膝 ,176
1,黄芩 山栀 丹皮 生地 赤芍 侧柏叶 白茅根 水牛角 牛膝 甘草 ,178
1,蒲黄 旱莲草 藕节 丹参 丹皮 生地 郁金 荆芥 栀子 川芎 甘草 ,182
1,大蓟 小蓟 柏叶 荷叶 白茅根 茜根 大黄 山栀 丹皮 棕榈皮 ,191
1,大黄 黄芩 川连 山栀 黑栀 白茅根 桑叶 地榆 茜草 仙鹤草 银花 黄柏 元参 水牛角 甘草 ,194
1,黄连 黄芩 地黄 赤芍 当归 槐角 槐花 荆芥 地榆 阿胶 ,217
0,西黄 琥珀 辰砂 梅冰 雄精 羚角片 乳香 犀角片 ,226
0,天麻 人参 陈皮 白术 归身 茯神 荆芥 僵蚕 独活 远志 犀角 麦门冬 枣仁 辰砂 半夏 天南星 石膏 甘草 白附子 川芎 郁金 丹参 珍珠 地黄 黄连 金箔 ,227
0,茴香 藿香 丁香 地黄 肉桂 甘草 山药 当归 白术 白芷 干姜 川芎 黄蓍 木香 陈皮 芍药 ,228
0,山楂 天南星 半夏 麦芽 神曲 黄连 连翘 阿魏 栝楼 贝母 皮硝 石碱 萝卜子 黄连 ,229
0,艾叶 香附 茱萸 肉桂 当归 川芎 白芍 地黄 黄芪 续断 ,230
0,艾叶 赤石脂 茯苓 ,231
0,木香 槟榔 使君子肉 白芜荑仁 贯众 苦楝根白皮 虾蟆 夜明砂 ,232
0,当归 川芎 白芍 熟地 生地 白术 砂仁 陈皮 苏梗 杜仲 续断 阿胶 条芩 ,233
0,阿胶 人参 茯苓 川归 生地 川芎 甘草 小茴 人角茴 ,234
0,人参 白术 茯苓 山药 当归 陈皮 半夏 莲肉 甘草 ,235
0,人参 白术 茯神 当归 地黄 枣仁 麦门冬 半夏 枳实 黄连 竹茹 山栀 甘草 辰砂1.5 ,236
0,酒地 圆肉 当归 于术 川芎 菖蒲 茯神 远志 枣仁 黄耆 杭芍 党参 炙草 ,237
0,白豆蔻 苏子 藿香 胆南星 陈皮 ,238
0,桃仁 红花 山楂 归尾 益母草 ,239
0,鸱鸮 穿山甲 桂枝 白芷 木贼草 山萸 郁金 赤苓 赤芍 当归 云苓 红花 白芍 全蝎 麻黄 石斛 ,240
0,防风 细辛 桔梗 茺蔚子 黄芩 大黄 五味子 薄荷 石膏 黄柏 草决明 ,241
0,甘草 陈小麦 麦门冬 茯苓 于葛 灯心 木通 人参 ,242
0,当归 川芎 赤芍 黄柏 栀子 黄连 茵陈 葳蕤仁 苍术 防风 白芷 茯苓 薄荷 泽泻 草决明 甘草 ,243
0,当归 蝉退 僵蚕 天龙 大黄 石 老蜘蛛 ,244
0,陈皮 苎麻根 高良姜 粳米 ,245
0,陈皮 防己 茯苓 槟榔 木通 紫苏 木香 大腹皮 ,246
0,苍术 莲肉 五味子 茯苓 枸杞 地黄 ,247
0,三棱 莪术 宫桂 赤芍 香附 甘草 乌药 ,248
0,滑石 寒水石 甘草 辰砂 ,249
0,蒙花 羌活 菊花 白蒺藜 粉草 草决明 车前子 黄芩 龙胆草 ,250
0,车前子 决明子 黄连 蓝实 黄芩 玄参 沙参 瞿麦 地骨皮 秦艽 蕤仁 ,251
0,赤土 防风 芍药 地骨皮 何首乌 当归 栀子 甘草 ,252
0,茯苓 半夏 陈皮 桔梗 地黄 白术 川芎 人参 芍药 旋覆花 甘草 ,253
