1,芫花 大戟 甘遂 大黄 土狗 ,67
1,芫花 大戟 甘遂 大黄 土狗 ,67
1,杏仁 葶苈 大黄 牙皂 石榴皮 灵脂 芫花 甘遂 大戟 江子霜 淡豆豉 三棱 ,195
1,连翘 金银花 蒲公英 败酱草 冬瓜子 赤芍 丹皮 川军 赤小豆 甘草 贝母 犀黄丸 ,220
1,桑白皮 大戟 雄黄 茯苓 芫花 甘遂 商陆 泽泻 巴戟 葶苈 ,377
1,芫花 大戟 甘遂 大黄 土狗 ,67
0,西黄 琥珀 辰砂 梅冰 雄精 羚角片 乳香 犀角片 ,410
0,天麻 人参 陈皮 白术 归身 茯神 荆芥 僵蚕 独活 远志 犀角 麦门冬 枣仁 辰砂 半夏 天南星 石膏 甘草 白附子 川芎 郁金 丹参 珍珠 地黄 黄连 金箔 ,411
0,茴香 藿香 丁香 地黄 肉桂 甘草 山药 当归 白术 白芷 干姜 川芎 黄蓍 木香 陈皮 芍药 ,412
0,山楂 天南星 半夏 麦芽 神曲 黄连 连翘 阿魏 栝楼 贝母 皮硝 石碱 萝卜子 黄连 ,413
0,艾叶 香附 茱萸 肉桂 当归 川芎 白芍 地黄 黄芪 续断 ,414
0,艾叶 赤石脂 茯苓 ,415
0,木香 槟榔 使君子肉 白芜荑仁 贯众 苦楝根白皮 虾蟆 夜明砂 ,416
0,当归 川芎 白芍 熟地 生地 白术 砂仁 陈皮 苏梗 杜仲 续断 阿胶 条芩 ,417
0,阿胶 人参 茯苓 川归 生地 川芎 甘草 小茴 人角茴 ,418
0,人参 白术 茯苓 山药 当归 陈皮 半夏 莲肉 甘草 ,419
0,人参 白术 茯神 当归 地黄 枣仁 麦门冬 半夏 枳实 黄连 竹茹 山栀 甘草 辰砂1.5 ,420
0,酒地 圆肉 当归 于术 川芎 菖蒲 茯神 远志 枣仁 黄耆 杭芍 党参 炙草 ,421
0,白豆蔻 苏子 藿香 胆南星 陈皮 ,422
0,桃仁 红花 山楂 归尾 益母草 ,423
0,鸱鸮 穿山甲 桂枝 白芷 木贼草 山萸 郁金 赤苓 赤芍 当归 云苓 红花 白芍 全蝎 麻黄 石斛 ,424
0,防风 细辛 桔梗 茺蔚子 黄芩 大黄 五味子 薄荷 石膏 黄柏 草决明 ,425
0,甘草 陈小麦 麦门冬 茯苓 于葛 灯心 木通 人参 ,426
0,当归 川芎 赤芍 黄柏 栀子 黄连 茵陈 葳蕤仁 苍术 防风 白芷 茯苓 薄荷 泽泻 草决明 甘草 ,427
