1,甘草 小麦 枣仁 ,103
1,甘草 枣仁 小麦 ,1
1,丹参 全蝎 僵蚕 珍珠 麝香 朱砂 雄黄 天麻 钩藤 防风 琥珀 天南星 白附子 半夏 天竺黄 冰片 薄荷 甘草 ,2
1,茯苓 陈皮 瓜蒌 黄芩 远志 枣仁 半夏 贝母 甘草 ,5
1,人参 茯苓 茯神 柏子仁 琥珀 当归 枣仁 远志 乳香 朱砂 菖蒲 ,9
1,莲子肉 当归 金樱 芡实 茯神 龙骨 锁阳 牡蛎 肉桂 川连 远志 枣仁 莲须 生地 黄柏 知母 ,17
1,菖蒲 远志 人参 桔梗 牛膝 桂心 茯苓 黑附子 ,33
1,柏子仁 黄耆 茯苓 枣仁 川芎 当归 半夏 甘草 人参 肉桂 五味子 远志 ,44
1,柏子仁 党参 黄芪 川芎 当归 茯苓 远志 枣仁 肉桂 五味子 半夏 甘草 朱砂 ,45
1,麦门冬 远志 菖蒲 茯神 茯苓 白术 人参 丹参 ,53
1,人参 菖蒲 远志 茯苓 茯神 朱砂 白术 麦冬 ,73
1,丹砂 茯神 人参 天麻 白僵蚕 天竺黄 真珠末 琥珀 菖蒲 远志 铅霜 麝香 水银沙子 干蝎 丹参 ,82
1,菟丝子 肉苁蓉 天门冬 麦门冬 茯苓 枸杞 五味子 菖蒲 车前子 山萸 远志 柏子仁 覆盆子 地骨皮 牛膝 生地 熟地 山药 人参 . 木香 川椒 泽泻 杜仲 巴戟天 白酒 ,87
1,丹参 丹砂 远志 茯神 人参 菖蒲 地黄 天门冬 麦门冬 甘草 ,89
1,辰砂 菖蒲 人参 远志 茯神 茯苓 真铁粉 半夏 天南星 ,95
1,龙骨 干姜 细辛 白术 茯神 人参 远志 甘草 桂心 独活 枣仁 防风 ,96
1,茯神 防风 人参 远志 甘草 龙骨 桂心 独活 细辛 干姜 白术 枣仁 ,98
1,小麦 枣仁 甘草 ,102
1,甘草 小麦 枣仁 ,103
1,甘草 小麦 枣仁 ,104
1,党参 白术 黄芪 甘草 茯苓 远志 枣仁 龙眼肉 当归 木香 枣仁 ,109
1,螵蛸 菖蒲 远志 五味子 茱萸 龟版 五倍子 当归 茯苓 人参 ,113
1,丹参 旋覆花 杏仁 茯苓 茜草 干地龙 薤白 半夏 山楂 五灵脂 蒲黄 陈皮 菖蒲 远志 琥珀末 甘草 ,114
1,山药 牛膝 茱萸 茯苓 五味子 肉苁蓉 菖蒲 巴戟 远志 杜仲 楮实 茴香 枸杞 地黄 ,120
1,人参 白芍 煅磁石 琥珀 朱砂 远志 菖蒲 丹参 ,122
1,甘草 天竺黄 防风 天麻 茯苓 羌活 贝母 白附子 蝉退 胆南星 桔梗 全蝎 僵蚕 钩藤 人参 丹参 珍珠 琥珀 雄黄 朱砂 麝香 ,126
1,天南星 真琥珀 人乳 茯苓 人参 茯神 远志 大辰砂 菖蒲 ,127
1,人参 黑附子 龙骨 远志 沉香 安息香 琥珀 巴戟 防风 半夏 莲子心 紫石英 茯苓 菖蒲 地黄 茯神 柏子仁 乳香 麦门冬 牡蛎 辰砂 枣仁 ,131
1,雄黄 朱砂 天竺黄 胆南星 茯神 防风 全蝎 僵蚕 白附 丹参 真麝香 山药 蝉蜕 片脑 金箔 ,138
1,人中黄 乌梅肉 茯神 黄连 五味子 菖蒲 辰砂 雄黄 远志 皮硝 丹参 冰片 金箔 ,145
1,茯苓 茯神 芍药 远志 乳香 当归 枣仁 人参 没药 朱砂 菖蒲 ,148
1,丹参 益智仁 木通 当归 桔梗 生地 龙胆草 远志 天冬 枣仁 麦门冬 草豆蔻 川楝 乌药 茯苓 白芍 于术 神曲 阿胶 丹皮 木香 红花 枳壳 陈皮 熟地 香附 谷芽 延胡索 青皮 45克 ,150
1,丹参 丹皮 当归 生地 熟地 桔梗 生白芍 天冬 麦冬 延胡 木通 红花 生阿胶 枣仁 远志 川楝 陈皮 乌药 炒稻芽 泽兰 茯苓 莲子 胆草 木香 蝉蜕 草蔻 香附 枳壳 生于术 青皮 厚朴 炒益智仁 ,151
1,洋参 钩藤 僵蚕 全蝎 朱砂 天麻 胆南星 黄连 粉草 大黄 榔片 丹参 冰片 牵牛 琥珀 ,152
1,代赭石 丹参 玄参 远志 菖蒲 茯神 贝母 胆南星 陈皮 麦冬 钩藤 ,157
1,半夏 竹茹 枳实 陈皮 茯苓 甘草 枣仁 远志 五味子 人参 地黄 ,158
1,茯苓 人参 远志 菖蒲 黄连 枣仁 柏子仁 当归 地黄 木香 朱砂 ,160
1,生地 白芍 丹皮 枣仁 麦冬 茯神 远志 石斛 ,164
1,龙骨 琥珀 玄武板 生鳖甲 桂枝 煅磁石 芍药 远志 枣仁 牡蛎 菖蒲 ,174
1,大猪肚 黄连 蜜 生姜 先将猪肚净洗 复以葱 面 醋 椒等洗 控干 用药同水酒入银石器内煮半日 黄连 洗去蜜酒令尽 锉 研为细末 再用酒调成膏 入先洗猪肚内 缝定 入银石器内水熬烂 研为膏 搜下项药：人参 黄耆 五味子 山药 茱萸 杜仲 石斛 车前子 鳖甲 地黄 新莲肉 当归 槐角子 茯苓 磁石 川芎 沉香 麝香 菟丝子 ,178
1,当归 生地 川芎 甘草 人参 柏子仁 枣仁 远志 辰砂 胆南星 金箔 麝香 琥珀 菖蒲 茯神 ,183
1,枣仁 远志 黄耆 莲肉 罗参 当归 茯苓 茯神 陈皮 粉草 ,184
1,枣仁 车前子 茯苓 五味子 肉桂 麦门冬 茯神 天门冬 龙齿 地黄 山药 人参 朱砂 远志 甘草 ,188
1,人参 茯苓 茯神 枣仁 远志 益智 牡蛎 朱砂 ,196
1,天冬 麦冬 贝母 胆南星 陈皮 远志 菖蒲 连翘 茯苓 茯神 元参 钩藤 丹参 辰砂 ,203
1,白术 当归 山药 甘草 枣仁  干姜 莲肉 人参急者用30克 ,205
1,地黄 茯苓 茯神 人参 枣仁 柏子仁 紫石英 肉桂 阿胶 当归 黄耆 远志 辰砂 龙齿 ,210
1,铁粉 丹参 金箔 银箔 麝香 远志 马牙消 白僵蚕 丹参 茯神 升麻 白附子 ,213
1,人参 茯苓 玄参 丹参 桔梗 远志 当归 五味子 麦门冬 柏子仁 枣仁 地黄 ,216
1,人参 五味子 当归 天门冬 麦门冬 柏子仁 枣仁 玄参 茯神 丹参 桔梗 远志 黄连 地黄 菖蒲 ,217
1,丹参 当归 菖蒲 党参 茯苓 五味子 麦冬 天冬 地黄 玄参 远志 枣仁 柏子仁 桔梗 甘草 朱砂 ,218
1,半夏 麦门冬 茯苓 枣仁 甘草 桂心 远志 黄芩 萆薢 人参 ,220
1,玄参 丹皮 枣仁 丹参 柏子仁 莲子心 ,223
1,当归 黄连 地黄 麦门冬 枣仁 远志 茯苓 人参 黄耆 胆南星 淡竹叶 甘草 ,235
1,茯神 柏子仁 丹参 酒白芍 丹皮 当归 川芎 生地 柴胡 香附 栀子 酒条芩 陈皮 野于术 枳壳 枣仁 ,241
1,远志 当归 熟地 阿胶 柏子仁 枣仁 黄耆 茯神 龙齿 茯苓 紫石英 丹砂 ,242
0,西黄 琥珀 辰砂 梅冰 雄精 羚角片 乳香 犀角片 ,247
0,茴香 藿香 丁香 地黄 肉桂 甘草 山药 当归 白术 白芷 干姜 川芎 黄蓍 木香 陈皮 芍药 ,248
0,山楂 天南星 半夏 麦芽 神曲 黄连 连翘 阿魏 栝楼 贝母 皮硝 石碱 萝卜子 黄连 ,249
0,艾叶 香附 茱萸 肉桂 当归 川芎 白芍 地黄 黄芪 续断 ,250
0,艾叶 赤石脂 茯苓 ,251
0,木香 槟榔 使君子肉 白芜荑仁 贯众 苦楝根白皮 虾蟆 夜明砂 ,252
0,当归 川芎 白芍 熟地 生地 白术 砂仁 陈皮 苏梗 杜仲 续断 阿胶 条芩 ,253
0,阿胶 人参 茯苓 川归 生地 川芎 甘草 小茴 人角茴 ,254
0,人参 白术 茯苓 山药 当归 陈皮 半夏 莲肉 甘草 ,255
0,人参 白术 茯神 当归 地黄 枣仁 麦门冬 半夏 枳实 黄连 竹茹 山栀 甘草 辰砂1.5 ,256
0,白豆蔻 苏子 藿香 胆南星 陈皮 ,257
0,桃仁 红花 山楂 归尾 益母草 ,258
0,鸱鸮 穿山甲 桂枝 白芷 木贼草 山萸 郁金 赤苓 赤芍 当归 云苓 红花 白芍 全蝎 麻黄 石斛 ,259
0,防风 细辛 桔梗 茺蔚子 黄芩 大黄 五味子 薄荷 石膏 黄柏 草决明 ,260
0,甘草 陈小麦 麦门冬 茯苓 于葛 灯心 木通 人参 ,261
0,当归 川芎 赤芍 黄柏 栀子 黄连 茵陈 葳蕤仁 苍术 防风 白芷 茯苓 薄荷 泽泻 草决明 甘草 ,262
0,当归 蝉退 僵蚕 天龙 大黄 石 老蜘蛛 ,263
0,陈皮 苎麻根 高良姜 粳米 ,264
0,陈皮 防己 茯苓 槟榔 木通 紫苏 木香 大腹皮 ,265
0,苍术 莲肉 五味子 茯苓 枸杞 地黄 ,266
0,三棱 莪术 宫桂 赤芍 香附 甘草 乌药 ,267
0,滑石 寒水石 甘草 辰砂 ,268
0,蒙花 羌活 菊花 白蒺藜 粉草 草决明 车前子 黄芩 龙胆草 ,269
0,车前子 决明子 黄连 蓝实 黄芩 玄参 沙参 瞿麦 地骨皮 秦艽 蕤仁 ,270
0,赤土 防风 芍药 地骨皮 何首乌 当归 栀子 甘草 ,271
0,茯苓 半夏 陈皮 桔梗 地黄 白术 川芎 人参 芍药 旋覆花 甘草 ,272
0,茯苓 桂心 人参 陈皮 白术 蓬莪术 大黄 茱萸 厚朴 ,273
0,芍药 艾叶 黑附子 干姜 陈皮 当归 川芎 甘草 茱萸 ,274
0,赤石脂 禹余粮 ,275
0,赤石脂 龙骨 艾叶 黑附子 肉豆蔻 缩砂 高良姜 干姜 茱萸 厚朴 ,276
0,豉 竹茹 米 ,277
0,蟾酥 轻扮 枯矾 寒水石 铜绿 乳香 没药 胆矾 麝香 雄黄 蜗牛 朱砂 ,278
0,蟾头 皂荚 青黛 丹参 麝香 巴豆 ,279
0,蝉蜕 菊花 当归 地黄 玄参 赤芍 羌活 连翘 柴胡 木贼 石决明 草决明 白蒺藜 蔓荆子 青葙子 荆芥 防风 薄荷 升麻 黄连 黄芩 栀子 黄柏 枳壳 龙胆草 谷精草 夏枯草 桔梗 ,280
0,蚕茧 白术 信石 ,281
0,葱白 豉 干姜 麻黄 桂 芍药 ,282
0,葱白 阿胶 当归 续断 芎藭 银 ,283
0,当归 甘草 独活 白芷 葱头 ,284
0,椒 当归 姜 菖蒲 黑附子 ,285
0,川芎 香附 龙胆草 决明子 甘草 木贼 菊花 ,286
0,草豆蔻 人参 柴胡 白术 陈皮 甘草 ,287
0,草豆蔻 黑附子 茴香 厚朴 白术 桂心 干姜 陈皮 芎藭 川乌 木香 茱萸 ,288
0,厚朴 青皮 草果 藿香 甘草 丁皮 神曲 良姜 半夏 ,289
0,茺蔚 白蒺藜 羊桃 蒴藋根 漏芦蒿 盐 ,290
0,苍术 片芩 甘草 ,291
0,紫金皮 苍术 猪牙皂角 鸡脚风叶 骨碎补 ,292
0,肉苁蓉 茯苓 五味子 牛膝 五加皮 地骨皮 防风 黄耆 泽泻 桂 磁石 ,293
0,肉苁蓉 黄耆 桂 杜仲 牛膝 茱萸 韭子 ,294
