艾叶,香附,吴茱萸,肉桂,当归,川芎,白芍,地黄,黄芪,续断
当归,红花,%乙醇
当归,红花,丹参,月季花,米酒
当归,酒
熟地,茯苓,当归,黄芪,川芎,肉桂,白芍,苁蓉,白术,甘草
当归,白芍,地黄,炙黄芪,阿胶,丹皮,香附,茯苓,杜仲,白术
鸡蛋,当归
益母草,当归,白芍,柴胡,木香,川芎
酒炒菟丝子,酒炒白芍,酒洗当归,熟地,山药,茯苓,芥穗,柴胡
菟丝子,白芍,当归,熟地,山药,茯苓,芥穗,柴胡
当归,人参,黄毛鹿茸,藏红花,熟地,白术,三七,鸡血藤,白芍,枸杞子,阿胶,益母草,香附,元胡,柴胡,小胡麻,鹿角霜,五灵脂,甘草,茯苓,干姜,杜仲,川牛膝,砂仁,川芎,黄芩,肉桂,乌药,细辛
本品为人参,鹿茸,西红花,鸡血藤,三七,白芍,熟地,当归,白术,枸杞子,黄苓,香附,小胡麻,川芎,鹿角霜,阿胶,延胡索等药味经加工制成的大蜜丸
草果,砂仁,白豆蔻,广木香,公丁香,母丁香,肉桂,附片,蛇床子,甘草,龙骨,炒吴萸,茯苓皮,细辛,花椒,檀香,枯矾,当归,白芷,山奈,海螵蛸
吉林人参,熟地,香附,苏叶,生地,阿胶,当归,橘红,川牛膝,白术,沉香,川芎,台乌药,西砂仁,炒黄芩,西琥珀,茯苓,广木香,甘草,东白芍,益母草
人参,当归,白芍,赤芍,川芎,白芷,熟地,茯苓,肉桂,牛膝,丹皮,藁本,琥珀,朱砂,白薇,赤石脂,白石脂,乳香,没药,甘草,香附
益母草,熟地,当归,川芎,白芍,茯苓,白术,元胡,蜜甘草,人参,阿胶
人参,生地,香附,山楂肉,黄芪,黄芩,沉香,橘红,益母草,甘草,白芍,川羌活,阿胶,当归,丹参,大腹皮,杜仲,茯苓,山药,白术,菟丝子,川芎,血余炭,续断,枳亮,莲子,川厚朴,麦冬,砂仁,广木香,苏叶,琥珀,肉苁蓉,艾叶,川贝,沙苑子
益母草,白芍,当归,川羌,木香,柴胡
元胡,生黄耆,人参,生阿胶,白薇,生白芍,甘草,茯苓,制没药,当归,黄柏,生鹿角,制松香,乳香,杜仲炭,故纸,益母膏,锁阳,小茴香,菟丝子,血余炭,艾炭,红白鸡冠花,装入罐,或不生锈的桶内,将罐口封固,隔水蒸煮,生山药,川芎,丹皮,熟地,白芷,白术,藁本,黄芩,红花,陈皮,砂仁,广木香,续断,青蒿,肉桂,苏叶,益母草,煅赤石脂
当归,白芍,白术,柴胡,阿胶,蛇床子,吴茱萸,椿白皮,海螵蛸,艾炭,黄芩,益母草,威灵仙,藁本,秦艽,茯苓,牡蛎,木瓜,益智仁,香附,远志,黄芪,甘草,破故子,青皮,郁金,半夏,使君子,白芷,川羌,九菖蒲,川牛膝,川芎,杜仲炭,苍术,续断,何首乌,桂枝,元胡,党参,酸枣仁,丹皮,胡连,独活,黄连,绿七爪,白矾,赤石脂,豆蔻仁,砂仁,莲子
香附,川芎,当归,元胡,生白术,甘草,大枣,白芍,赤芍,熟地
益母草,五灵脂,香附,白芷,当归,薄官桂,陈皮,白薇,元胡,藁本,抚川芎,粉甘草,白芍,制没药,茯苓,鹿角胶,白术,西党参,熟地,西砂仁,丹皮,阿胶,黄芩
元胡,山药,熟地,黄芪,人参,白芍,甘草,茯苓,当归,鹿角,续断,阿胶,杜仲,小茴香,故纸,菟丝子,祁艾,血余炭,没药,乳香,红鸡冠花,白鸡冠花,赤石脂,黄柏,益母膏,罐内,兑黄酒,用火煮,天,川芎,丹皮,白术,白芷,黄芩,红花,陈皮,砂仁,木香
元胡,蒲黄,五灵脂,丹参
当归,香附,川芎,肉桂,木香,熟地,白芍,砂仁,山药,川贝,阿胶,茯苓,干姜,党参,黄芪,续断,白术,知母,甘草,地骨皮,艾叶炭,杜仲炭,柴胡
滇鸡血藤膏粉,川牛膝,续断,红花,黑豆,糯米,饴糖
益母草,槲寄生,风仙花全草,五味子,泽兰
益母草,泽兰,槲寄生
附子,脐心作窍,如皂角子大,入茱砂,湿纸包,牡蛎,泉,州所出者,童便涂遍厚纸,裹,米醋浸透,盐泥固济,候干以炭,肉桂,龙齿,当归,乌药,益智仁,杜仲,石菖蒲,山萸肉,茯神,牛膝,秦艽,细辛,桔梗,半夏,防风,白芍,干姜,辽参,花椒
香附,半醋浸,砂铫内煮干,半童便浸,当归
苍术,葛根,桔梗,当归,茯苓,白芷,枳壳,甘草,陈皮,白芍
艾叶,牡蛎,龙骨,当归,附子,赤石脂
红花,当归,怀牛膝,苏木,川芎,麸炒枳壳,莪术,赤芍,三棱,芫花
红花,当归,丹参,糯米
琥珀,南木香,血竭,元胡,川当归,川芎,肉桂,赤芍,芥穗,枳壳,生地
香附,用童便浸,用好醋浸,好艾,再加好醋,入砂锅内煮干为度,日中晒干,没药,当归,川芎,熟地,生地,白芍,琥珀
香附,好醋浸,好艾,再加好醋,入砂锅内煮干为度,日中晒干,没药,当归,川芎,熟地,另杵,生地,另杵,白芍,琥珀
当归,川芎,白芍,生地,陈皮,半夏,茯苓,甘草
滇鸡血藤膏粉,川牛膝,续断,红花,黑豆,熟糯米粉,饴糖
丹参,丹皮,当归,生地,熟地,桔梗,生白芍,天冬,麦冬,元胡,川木通,红花,生阿胶,酸枣仁,远志,川楝子,陈皮,乌药,炒稻芽,泽兰,茯苓,莲子,龙胆草,广木香,蝉蜕,草蔻,香附,枳壳,生于术,青皮,厚朴,炒益智仁
丹参,益智仁,川木通,当归,桔梗,生地,龙胆草,远志,天冬,酸枣仁,麦冬,草蔻,川楝子,乌药,茯苓,白芍,白术,建曲,阿胶,丹皮,青木香,藏红花,枳壳,陈皮,熟地,香附,谷芽,元胡,青皮
滇珍参,薏苡仁,咀片,再入姜,加米仁汁蒸,怀生地,酒,姜,味拌蒸,九晒,收,当归,白芍,川芎,米泔水浸洗,收干,丹参,小胡麻,香附,土,醋,盐,童便,甘草水,云白术,女贞子,车前水浸
香附米,醋浸,米泔浸,酒浸,童便浸,益母草,艾叶,阿胶,熟地,川芎,当归,白芍,陈皮,白术,半夏,姜汁浸,白茯,甘草,黄芩,丹皮,吴茱萸,元胡,小茴香,没药,续断,麦冬
益母草,香附米,醋炒,熟地,当归,白术,阿胶,生地,陈皮,茯苓,川芎,半夏,白芍,麦冬,黄芩,杜仲,丹皮,续断,元胡,没药,甘草,吴茱萸,小茴香
香附,乌药,去烟,川芎,生地,熟地,白芍,当归,甘草,白芷
当归,白芍,茯苓,白术,陈皮,知母,川贝,香附,柴胡,薄荷,地骨皮,甘草,麦冬
当归,白芍,茯苓,白术,陈皮,知母,川贝,香附,柴胡,薄荷,地骨皮,甘草,麦冬
川当归,酒润,川芎,熟地,白芍,香附
麦冬,人参,生山药,半夏,白芍,丹参,甘草,桃仁,大枣
香附米,酒浸,盐汤浸,童便浸,醋浸,当归,川芎,熟地,白芍,白术,陈皮,泽兰叶,黄柏,甘草
乌药,缩砂木香,元胡,香附,甘草
当归身,白茯神,玉竹,白芍,酸枣仁,丹参,远志,柏子仁,续断,橘红,杜仲,秦艽,女贞子,钩藤钩,郁金
益母草,当归,赤芍,木香
益母草,川芎,白芍,当归,熟地,广木香
当归,白芍,山药,枸杞子,甘草,丹皮,生地,知母,麦冬,西洋参,五味子
丹皮,丹参,桂枝,茯苓,干姜,何首乌,阿胶,甘草
栀子,防风,良姜,海风藤,威灵仙,牛膝,熟地,桃仁,柴胡,白鲜皮,全蝎,枳壳,白芷,甘草,黄连,细辛,白芍,玄参,猪苓,前胡,麻黄,桔梗,僵蚕,升麻,苦地丁,大黄,川木通,陈皮,川乌,生地,香附,金银花,知母,薄荷,当归,杜仲,白术,泽泻,青皮,黄柏,杏仁,黄芩,穿山甲,蒺藜,天麻,苦参,乌药,川羌,半夏,茵陈蒿,浙贝,五加皮,续断,山药,桑白皮,白芨,苍术,独活,荆芥,芫花,藁本,连翘,远志,草乌,益母草,五倍子,天南星,何首乌,大风子
干姜,葱白,韭白,蒜白,白凤仙花,根,槐枝,柳枝,桑枝,桃枝,侧柏枝,莱菔子,白芥子,山楂子,苏子,艾叶,花椒,石菖蒲,陈香橼,小磨麻油,樟丹,白术,大黄,苍术,生香附,香附,生灵脂,醋灵脂,生延胡,醋延胡,川芎,白芍,当归,柴胡,薄荷,川羌,独活,防风,白芷,杏仁,神曲,麦芽,陈皮,半夏,浙贝,胆南星,前胡,郁金,乌药,蒲黄,赤苓,泽泻,黄芩,黑山栀,川乌,草乌,桔梗,甘草,枳壳,枳实,瓜蒌,红大戟,皂角,肉桂,槟榔,黄柏,青皮,木香,威灵仙,砂仁,川楝子,赤芍,桃仁,红花,没药,乳香,三棱,莪术,藿香,良姜,小茴香,草果,连翘,僵蚕,全蝎,木鳖子,防己,穿山甲,川木通,车前子,明雄,白矾,降香,益智仁,吴茱萸,黄连,细辛,茵陈蒿,蓖麻子,厚朴,葛根,生巴仁,甘遂,芫花,黑丑,陈壁土,轻粉,葶苈子,肉桂,公丁香
熟地,当归,酒炒白芍,川芎
乳香,元胡,丹皮,白薇,甘草,白术,藁本,白芷,香附,没药,肉桂,赤石脂
熟地,桑寄生,当归,砂仁,党参,益母草,白芍,香附,川芎,吴茱萸,肉桂
香附,艾叶
香附,分作,每份,酒制,醋制,盐水制,童便制,小茴香,煎汁制,益智仁,煎汁制,栀子炒黑,煎汁制,莱菔子,煎汁制,白附子,石菖蒲,共煎制,汁俱春浸,夏浸,秋浸,冬浸,浸至日足,连渣同香附晒干,捡出香附,再将香附合,入砂锅内,用蕲艾,无灰陈酒同煮,酒干再添,再煮,须煮至香附黑色为度,取起晒干,香附末,当归,熟地,生地,白芍,川芎,白术,甘草,酸枣仁,人参,茯苓,天冬,益母草,山萸肉,真化皮,元胡,阿胶,黄芩,砂仁
当归,木香,元胡,藁本,白薇,赤石脂,黄柏,丹皮,阿胶,黄芪,人参,山药,川芎,白芍,甘草,熟地,没药,白芷,黄芩,砂仁,鹿角,白术,茯苓,血余炭,艾叶,小茴香,青蒿,乳香,杜仲,锁阳,菟丝子,红花,肉桂,续断,苏叶,破故子,松香脂,红鸡冠花,白鸡冠花,陈皮,益母草
白芍,川芎,生地,熟地,当归,黄芩,茯苓,乌药,橘红,阿胶,苏叶,砂仁,香附,白术,琥珀,人参,木香,沉香,川牛膝,甘草,益母草
白芍,香附,当归,白术,丹皮,茯苓,天花粉
鹿茸,五灵脂,石柱参,丹参,龟版胶,元胡,鹿角胶,黄芩,阿胶,续断,党参,川芎,炙黄耆,醋制香附,当归,甘草,熟地,广郁金,川贝,春砂仁,菟丝子,白芍,枸杞子,大黄,茯苓,陈皮,白术,上肉桂
当归,川芎,丹参,红花,香附,青皮,益母草
熟地,当归,甘草,干姜,或加肉桂
当归,黄连,栀子,香附,槐花,川芎,白芍,生地,灯心草
荆芥,硼砂,冰片,制没药,乳香,胭脂,黄芩,元胡,薄荷
茯苓,大枣,胡桃肉,白蜂蜜,入前三味调匀,再用微火熬膏倾入瓷坛内,又加南烧酒,糯米白酒,绵黄耆,人参,白术,当归,川芎,白芍,生地,熟地,小茴香,覆盆子,陈皮,沉香,木香,甘枸杞子,肉桂,砂仁,甘草,乳香,没药,北五味子
梅花鹿胎,祁艾,香附,川芎,当归,白芍,炮姜炭,红花,熟地,吴茱萸,肉桂,楠,黄芩,川牛膝,元胡,杜仲,续断,丹皮,丹参
鲜鹿胎,人参,白术,茯苓,甘草,当归,川芎,白芍,熟地
鹿胎,鹿茸,党参,琥珀,藏红花,柴胡,白芍,益母草,赤石脂,白蔹,川芎,益智仁,元胡,桂圆肉,薄荷,鳖甲,香附,牡蛎,当归,桃仁,甘草,菊花炭,川楝子,乌梅,鹿角霜,北沙参,沉香,肉桂,东参,黄芪,鸡血藤,蚕茧炭,白全参
当归,熟地,白芍,川芎,麻黄,桂枝,杏仁,甘草
大黄,红花,入好酒,同煮三五沸,去红花不用,黑豆,煮取汁,苏木,用河水,煎取汁
吉林人参,白芍,益母草,广木香,熟地,琥珀,香附,黄芩,生地,西砂仁,上沉香,苏叶,当归,阿胶,橘红,川牛膝,白术,甘草,川芎,乌药,茯苓
嫩黄耆,白术,酸枣仁,当归,香附,续断,黄芩,枸杞子,血余炭,阿胶,杜仲,茯苓,白芍,丹参,五味子,甘草,朱砂,生地
元胡,白术,肉桂,川芎白芍,茯苓,没药,丹参,熟地,鹿角霜,吴茱萸,阿胶,藁本,白芷,甘草,赤石脂,白薇,陈皮,当归,香附,人参,益母草,砂仁,党参
当归,白芍,川芎,熟地,党参,白术,茯苓,甘草,肉桂,益母草,丹皮,没药,元胡,藁本,白芷,黄芩,白薇,香附,砂仁,陈皮,赤石脂,鹿角霜,阿胶
香附,42,干克,生地,生白芍,当归,熟地,川芎,艾炭,白术,益母草,甘草,山萸肉,酸枣仁,茯苓,生阿胶,天冬,砂仁,人参,黄芩,元胡
党参,白术,当归,白芍,川芎,香附,木香,砂仁,小茴香,元胡,杜仲,续断,破故子,鸡冠花,青黛,樗白皮,牡蛎
芹菜,益母草,鸡蛋,油盐
熟地,川芎,当归,黄芩,白术,白芍
当归,川芎,白芍,生地,丹皮,桃仁,红花,木香,元胡,香附,甘草
当归身,熟地,香附,干山药,白术,枸杞子,人参,艾叶,筋,同香附用陈醋,老酒煮一时,川芎,白芍,丹皮,紫石英,泽兰,紫河车
当归,白芍,白术,柴胡,香附,郁金,黄芩,山栀仁,丹皮,甘草
香附,青皮,柴胡,郁金,丹参,川芎,红泽兰,元胡,金铃炭
雷丸,郁金,石见穿,百部,麦冬,槟榔,赤芍,桃仁,路路通,桂枝,细辛,丹皮,穿山甲,皂角刺
当归,川芎,白芍,熟地
白芍,当归,熟地,川芎
柴胡,当归,川芎,香附,元胡,桃仁,红花,赤芍,生地,青皮
香附米,酒浸,盐汤浸,童便浸,醋浸,三日,滤干,当归,川芎,熟地,白芍,白术,陈皮,泽兰叶,黄柏,甘草
当归,南芎,白芍,熟地,茯苓,白术,陈皮,黄芩,丹皮,元胡
鱼鳔,丹皮,白芍,沙菀蒺藜,续断,茯苓,熟地,黄苓,菟丝子,山萸肉,杜仲,萆薢,山药,当归,车前子,阿胶,益母草,酒拌,饭上蒸过,香附米
熟地,当归,白芍,丹皮,玄参,麦冬,陈皮,杜仲
鹿茸,淫羊藿,仙茅,续断,桑寄生,菟丝子,枸杞子,覆盆子,山药,莲子,茯苓,黄芪,白芍,酸枣仁,钩藤,丹参,赤芍,鸡血藤
熟地,当归,白芍,丹参,吴茱萸,白术,香附,川芎
当归,元胡,白术,香附,白芍,生地,川芎,陈皮,丹皮,甘草,益母草
当归,陈皮,白芷,牛膝,三棱,莪术,元胡,白术,川芎,枳壳,小茴香,熟地,香附,甘草
香附,阿胶,熟地,川芎,白术,陈皮,茯苓,当归,白芍,麦冬,半夏,续断,丹皮,元胡,没药,益母草,吴茱萸,小茴香,甘草,黄芩,艾叶
香附,苍术,赤苓,川芎,乌药,黄柏,泽兰,丹皮,当归
香附,酒,醋浸,杜仲,大川芎,白芍,当归,怀生地,陈皮,小茴香,元胡,肉苁蓉,旧青皮,台乌药,枯黄芩,乌贼鱼骨
熟地,当归身,阿胶,丹参,白芍,柴胡,陈皮,香附,炒杜仲,续断,桑寄生,甘草
当归,怀牛膝,香附,元胡,山楂,茯苓,陈皮
当归,川芎,白芍,熟地,陈皮,白术,香附,砂仁,丹参,黄芩,甘草
当归身,川芎,熟地,香附,白芍,茯苓,陈皮,吴茱萸,丹皮,元胡
当归,吴茱萸,川芎,香附,热地,白芍,茯苓,丹皮,元胡,陈皮
益母草末,月中采上半截白梗,肥壮者佳,当归身,真川芎,白术,白芍,怀熟地,黄芪,人参,茯苓,砂仁,粉甘草,广木香
当归,白芍,川芎,熟地,香附,木香,青皮,山楂,元胡,干姜,肉桂,丹参,小胡麻,红花,益母草,五灵脂
乌鸡,鹿角胶,鳖甲,牡蛎,桑螵蛸,人参,黄芪,当归,白芍,香附,天冬,甘草,地黄,熟地,川芎,银柴胡,丹参,山药,芡实,鹿角霜
乌药,大黄,人参,莪术,三棱,黄药子,黄芩,元胡,丹皮,阿胶,蒲黄,香附,乌豆衣,生地,川芎,寄奴,艾叶,白扁豆
柴胡,当归,白芍,白术,茯苓,甘草,薄荷
柴胡,当归,白芍,白术,茯苓,甘草,薄荷
当归,白芍,熟地,酸枣仁,茯神,远志,陈皮,甘草
川芎,阿胶,甘草,艾叶,当归,白芍,生地
白芍,当归,丹皮,栀子,白芥子,柴胡,香附,郁金,黄芩,生甘草
当归,元胡
元胡,当归,蒲黄,川芎,生干地黄,赤芍,泽兰,莪术,天麻,肉桂,滑石,地榆
当归,白芍,香附,青皮,柴胡,川芎,生地,甘草
人参,蜜炙白术,茯苓,蜜炙黄芪,熟地,当归,陈皮,白芍,肉桂,甘草,干姜,大枣
当归,茯神,枸杞子,川牛膝,杜仲,桂圆肉,核桃肉,葡萄干
鲜益母草汁,鲜生地黄汁,鲜藕汁,生姜汁,蜂蜜,粳米
益母草,鸡蛋
当归,川芎,白芍,熟地,黄芩,陈皮,香附,阿胶,益母草,白术,玄参,蒲黄,甘草
益母草,生地,当归,白芍,海螵蛸,泽兰叶,香附,醋,山栀水
杜仲,续断,熟地,当归,白芍,益母草,焦艾,巴戟天,乌药
柴胡,升麻,甘草,当归身,陈皮,人参,神曲,黄芪,白术,生黄芩
泽兰,柏子仁,当归,白芍,熟地,牛膝,小胡麻
泽兰,香附,续断,红花,当归,柏子仁,赤芍,牛膝,元胡
香附,先以醋同浸一宿,然后分开制之,酒,盐,童便制,阿胶,枳壳,怀生地,熟地,当归身,川芎,白芍
菊花,小茴香,香附,酒浸一宿,熟干地黄,当归,肉桂,牛膝,元胡,白芍,蒲黄,蓬茂
凌霄花,肉桂,赤芍,白芷,元胡,当归,刘寄奴,丹皮,红花
鹿茸,仙茅,淫羊藿,黄芪,茯苓,丹参,赤勺
黄芪,防己,白术,川芎,何首乌,泽泻,生山楂,丹参,茵陈蒿,水牛角,淫羊藿,大黄
紫草,重楼,丹参,川芎,浮萍草,刘寄奴,琥珀,地龙,丹皮,土元,威灵仙
小茴香,干姜,肉桂,元胡,没药,当归,川芎,赤芍,五灵脂,蒲黄
当归,炙黄芪,干姜,大枣,淫羊藿,菟丝子
白芷,川芎,甘草,香附,元胡,益母草,广木香,当归,炒五灵脂,白芍
甘草,炒乳香,炒没药,赤勺药,川芎,白竭,当归,五灵脂,砂炒马钱子,醋制生川乌
熟地,当归,党参,白术,陈皮,香附
丹参,丹皮,赤芍,桃仁,红花,花蕊石,炒蒲黄,香附,益母草,田三七末
当归,生艾叶,红糖
当归,川芎,赤芍,红花,生蒲黄,五灵脂,香附,制玄胡,生山楂
党参,黄芪,当归,生地,白芍,阿胶,续断,山萸肉,桑寄生,海螵蛸,炒蒲黄,荆芥
柴胡,白芍,当归,郁金,香附,丹参,甘草,枳实,荔枝核,川芎,元胡
生地榆,仙鹤草,益母草,茜草,白花蛇舌草
柴胡,当归,熟地,菟丝子,鹿角霜,山药,杜仲,欢,郁金,小胡麻,白芍
五味子,菟丝子,枸杞子,覆盆子,车前子,蒲黄,益母草,侧柏叶
附子,桂枝,益母草,川牛膝,茯苓,炒五灵脂
丹皮,栀子,当归,白芍,柴胡,茯苓,白术,甘草,薄荷,北沙参,淡竹叶,生地
黄芪,牡蛎,党参,白术,海螵蛸,龙骨,防风,乌梅,白芍,当归,青木香
熟地,当归,白芍,川芎
川芎,阿胶,甘草,艾叶,当归,白芍,生地
黄芪,牡蛎,党参,白术,海螵蛸,龙骨,防风,乌梅,白芍,当归,青木香
香附,广郁金,丹皮,女贞子,当归,白芍
当归,紫河车,阿胶,熟地,白芍
益母草,仙鹤草,当归,赤勺,丹参,川芎,桃仁,蒲黄,三七,荆芥,清炙甘草
桃仁,红花,炙香附,川芎,鸡血藤,泽兰,益母草,五灵脂,橘核,乌药,元胡
杜仲,续断,巴戟天,熟地,当归,白芍,焦艾叶,乌药,益母草
人参,鹿胎,鹿茸,红花,川芎,丹参,丹皮,牛膝,桃仁,三棱,元胡,沉香,香附,陈皮,砂仁,槟榔,青皮,吴茱萸,肉桂,附子,小茴香,莪术,白术,白芍,干漆,泽泻,茯苓,蒲黄,棕榈,银柴胡,木香,厚朴,荆芥,干姜,海螵蛸,紫豆蔻,杜仲,乳鹿,甘草,当归,阿胶,龟申,鳖甲,熟地,赤芍
滇鸡血藤膏粉,川牛膝,续断,红花,黑豆,糯米,饴糖
马鞭草,黄芩,丹参,赤芍,花蕊石,仙鹤草,生茜草
黄芪,益母草,紫草,蒲黄,川芎,干姜,枳实
柴胡,当归,郁金,橘核,山慈姑,香附,漏芦,夏枯草,茜草,赤芍,丝瓜络,甘草
柴胡,当归,白芍,白术,青皮,川芎,云茯苓,郁金,香附,丹参
当归,白芍,茯苓,白术,橘核,陈皮,香附,柴胡,莪术,王不留行,元胡,甘草
巴戟天,山萸肉,熟地,菟丝子,黄精,枸杞子,仙茅,淫羊藿,当归
柴胡,白芍,枳壳,车前子,麦芽,牛膝,甘草
当归,川芎,桃仁,红花,艾叶,元胡,山楂,益母草,生地,熟地,白芍,党参,丹参,香附,沉香,鸡血藤,茯苓,甘草
苍术,黄柏,薏苡仁,茯苓,藿香,充蔚子,红花,川芎,莪术,益母草,香附,蒲黄
桑白皮,黄芩,杏仁,麦冬,丹参,通草,栀子,知母,益母草,小胡麻,茵陈蒿,薏苡仁,车前草,甘草
当归,白芍,生地,川芎,阿胶,桃仁,蒲黄,益母草,党参,白术,砂仁,酸枣仁,甘草
鳖甲,龟板,生地,麦冬,白芍,旱莲草,女贞子,地骨皮,丹皮,益母草,桃仁,小胡麻
黄连,黄芩,半夏,干姜,党参,陈皮,木香,枳实,槟榔,柴胡,白芍,甘草,建曲
阿胶,当归,川芎,白芍,生地,益母草,蒲黄,桂枝,大枣,干姜,白头翁,黄连,甘草
当归,白芍,熟地,川芎,桂枝,益母草,蒲黄,五灵脂,桃仁,红花,香附,附片,甘草
当归,白芍,熟地,川芎,阿胶,艾叶炭,蒲黄,五灵脂,香附,仙鹤草,党参,甘草
丹皮,栀子,生地,白芍,川芎,益母草,槲寄生,柴胡,枳壳,蒲黄,元胡,川楝子,甘草
生地,白芍,川芎,当归,丹皮,栀子,香附,元胡,蒲黄,益母草,甘草
当归,丹皮,车前子,五灵脂
生地,白芍,川芎,丹皮,栀子,元胡,乳香,蒲黄,香附,乌药,甘草
