阿胶,1两,紫团参,1两,半夏,None,鳖甲,0.5两,甘草,0.5两
大半夏,1斤,滚水,7-8碗,入盆内,None,搅晾冷,None,澄清去滓,None,将半夏入盆内,None,手搅之,None,日晒夜露,None,日足,None,捞出,None,井花水洗净,None,每日换水,None,捞起控干,None,用白矾,8两,芒硝,1斤,滚水,7-8碗,将矾,None,硝共入盆内,None,搅晾温,None,将半夏入内浸,None,日晒夜露,None,日足取出,None,清水洗,None,每日换水,None,日足取出,None,甘草,4两,薄荷,4两,公丁香,5钱,白豆蔻,3钱,沉香,1钱,枳实,3钱,木香,3钱,川芎,3钱,陈皮,5钱,肉桂,3钱,枳壳,5钱,五味子,5钱,青皮,5钱,砂仁,5钱
半夏,250克,用酒浸一日,None,白矾,120克,丁香皮,90克,草蔻,75克
半夏,1斤,白矾,6两,硝石,4两
五味子,192克,甘草,1.44千克,橘红,192克,硼砂,180克,薄荷,96克,乌梅,276克
陈皮,2两,厚朴,2两,苍术,2两,郁金,2两,砂仁,2两,竹茹,1两5钱,石菖蒲,5钱
陈皮,None,净米泔水洗,None,略去白,None,锉片晒干,1斤,先用枳壳,4两,去瓤净,None,煎浓汁,2碗,拌橘皮,None,浸透,None,次日蒸透晒干,None,用甘草,3两,照前煎汤,None,浸蒸晒干,None,用款冬花,None,去芦梗净,4两,用水照前煎浸蒸晒,None,用桔梗,None,去芦净,4两,用水照上浸,None,浓汁煎,2碗,去滓,None,加白硼砂,4钱,玄明粉,4钱,大青盐,4钱,入汁化开,None,照前拌酒,None,蒸透晒干,None,用竹沥浸拌,None,照前蒸晒,None,用梨汁浸拌,None,照前蒸晒,None,用姜汁,None,萝卜汁浸拌,None,沉香,3钱,檀香,3钱,山楂米,1两,百药煎,1钱,细茶,1两,乌梅,1两,白硼砂,5钱,五味子,5钱,人参,1两,天花粉,1两,薄荷,1两,半夏,1两
天南星,2两,半夏,2两,白矾,2两,干姜,2两,煎沸取起,None,浸至次早,None,再煎透为度,None,味须,4两,瓜蒌仁,None,纸包,1两,白术,1两,黄连,1两,香附,1两,陈皮,1两,茯苓,1两,莱菔子,1两,山楂,1两,苏子,7钱,黄芩,7钱,枳实,5钱,甘草,5钱
半夏,4两,天南星,4两,白矾,4两,皂角,4两,干姜,4两,陈皮,2两,青皮,2两,苏子,2两,莱菔子,2两,杏仁,None,葛根,2两,神曲,2两,麦糱,2两,山楂子,2两,香附,2两
半夏,120克,天南星,120克,白矾,120克,皂角,120克,干姜,120克
杏仁,384两,百药煎,32两,甘草,256两,乌梅,64两,黑矾,3两
陈皮,3两,白术,3两,茯苓,3两,甘草,3两,半夏曲,3两,川贝,3两,枳壳,3两,神曲,3两,桔梗,3两,黄芩,3两,玄明粉,1两,香附,1两
陈皮,90克,白术,90克,茯苓,90克,甘草,90克,半夏曲,90克,川贝,90克,枳壳,90克,神曲,90克,桔梗,90克,黄芩,90克,玄明粉,30克,香附,30克
防风,3两,半夏,None,天麻,2两,芎?,0.5两,白芷,1两,独活,0.5两,人参,3分,茯苓,0.5两
玄参,1钱,前胡,8分,赤芍,8分,黄芩,8分,桔梗,8分,防风,8分,土贝母,8分,苍术,8分,白芷,8分,陈皮,8分,天花粉,8分
防风,8克,白芷,10克,前胡,10克,黄芩,10克,玄参,12克,天花粉,10克,陈皮,8克,赤芍,10克,浙贝,10克,桔梗,6克
防己,2钱,杏仁,3钱,木香,2钱
飞过枯矾,2两,绛矾尤佳,None,半夏,None,天南星,None,用皂角挪,None,水浸,None,来日就铫子熬,None,僵蚕,1两,米醋浸,0.5两
川贝,1两,百合,1两,陈皮,1两,半夏曲,1两,甘草,1两,橘红,5钱,杏仁,1两,桑叶,5钱,苏梗,1两,梨膏,1两,茯苓,6钱,北沙参,4两,川贝,4两,化橘红,3两,青黛,3钱,蛤壳,4两,白芥子,1两,半夏曲,6两,茯苓,3两,枳壳,3两,海浮石,4两,瓜蒌皮,4两,苏子,4两,百合,3两,为细粉,None,过罗,None,另兑龙涎香,1钱
黄芩,1两,郁金,4钱,丹皮,4钱,菊花炭,4钱,甘草,4钱,川贝,4钱,石膏,4钱,白芍,8钱,味共研为细粉,None,麦冬,4钱,解石斛,4钱,知母,4钱,竹茹,4钱,饴糖,4钱,生地,8钱,瓜蒌,8钱
党参,9克,黄芪,9克,白术,9克,茯苓,15克,猪苓,15克,薏苡仁,5克,陈皮,9克,白花蛇舌草,30克,鱼腥草,30克,铁树叶,30克
川贝,9g,桔梗,9g,化橘红,9g,葶苈子,6g,芦根,30g,薏苡仁,18g,金银花,24g,连翘,24g,旋覆花,6g,代赭石,12g,桃仁,9g,杏仁,9g,冬瓜子,30g
半夏,4两,白矾,3两,黑牵牛子,2两,轻粉,1两
天冬,1钱5分,麦冬,1钱5分,南沙参,4钱,北沙参,3钱,胡连,5分,石斛,3钱,玉竹,3钱,蛤壳,4钱,川贝,2钱,茯苓,3钱,陈皮,1钱,半夏,1钱5分
半夏,5钱,陈皮,2钱5分,茯苓,4钱,生甘草,1钱半
茯苓,12克,桂枝,9克,白术,6克,甘草,6克
茯神,1两,人参,1两,白鲜皮,1分,麦冬,3分,枳实,0.5两,羚羊角屑,0.5两,甘草,0.5两,龙齿,0.5两,防风,3分,黄芩,1分
茯神,1两,人参,1两,远志,1两,麦冬,1两,熟干地黄,1两,青皮,None,甘草,1两,五味子,1两,山药,1两,桔梗,None,枳壳,1两,槟榔,1两,白术,0.5两,肉桂,0.5两,白芍,0.5两
川厚朴,None,姜制,2两,半夏,None,草果,2两,附子,2两,陈皮,0.5两,白姜,0.5两,甘草,0.5两
附子,1两,干姜,1两,白术,1两,肉桂,0.5两,甘草,0.5两,良姜,7钱
麻黄浸膏,2.1g,川贝,25g,陈皮,94g,桔梗,94g,五味子,53g,甘草浸膏,15g,半夏,75g,远志,53g
黄药子,1.2kg,海藻,1.2kg,浙贝,900g,白酒,7000～8000ml
