1,糯米 山药 胡椒末 白糖 
1,人参 山药 半夏 白术 芡实 熟地 茯苓 薏仁 白芥子 肉桂 诃黎勒 益智 肉豆蔻 
1,人参 白术 大腹皮 砂仁未 茯苓皮 紫苏 天仙藤 冬葵子 
1,地黄 当归 白芍 白术 陈皮 条芩 续断 杜仲 麦冬 
1,人参 缩砂 香附 三棱 蓬术 青皮 陈皮 神曲 麦曲 枳壳 
1,茯苓 干葛 甘草 白术 
1,半夏 厚朴 藿香 陈皮 甘草 苍术 
1,槟榔 枳壳 术香 砂仁 半夏 丁香 肉豆蔻 全蝎 
1,青盐 黑豆 何首乌 茯苓 茯苓 归身 扁豆 芡实 薏米仁 天冬 麦冬 知母 枸杞 菟丝子 莲肉 牛膝 冬青子 黑脂麻 覆盆子 川巴戟 人参量加 
1,鹿茄茸 蚕蛾 鹿角胶 巨胜子 人参 哺退鸡蛋 枸杞 当归 肉苁蓉 楮实子 杜仲 牛膝 金樱子 巴戟 锁阳 葱子 韭子 故纸 熟地 鸽子蛋 何首乌 
1,天冬 麦冬 熟地 山药 牛膝 生地 杜仲 山萸 云苓 柏子仁 巴戟 木香 川椒 泽泻 菖蒲 远志 菟丝子 肉苁蓉 枸杞 覆盆子 地骨皮 
1,赤小豆 陈皮 辣椒 草果 活鲤鱼1尾 葱 姜 胡椒 盐 鸡汤 
1,芍药 当归 黑附子lt;炮裂 去皮 黄芩 白术 甘草 阿胶 地黄 
1,赤小豆 
1,草豆蔻 人参 柴胡 白术 陈皮 甘草 
1,草果仁 茯苓 缩砂仁 桔梗 甘草 生姜 
1,苍术 芍药 枳壳 茯苓 白芷 陈皮 川芎 半夏 升麻 甘草 
1,苍术 地榆 
1,云苓 芍药 甘草 川椒 茴香 厚朴 苍术 破故纸 
1,苍术 茯芩 
1,苍术 茯苓 
1,苍术 
1,肉苁蓉 精羊肉 粳米2茎 生姜 
1,肉苁蓉 精羊肉 
1,禹余粮 赤石脂 制附片 肉桂 干姜 诃子 肉豆蔻 米壳 破故纸 党参 白术 甘草 
1,苍术 白术炭 厚朴 通草 莲子 扁豆 山药 茯苓 诃子 肉豆蔻 党参 甘草 
1,人参 五味子 茯苓 白术 藿香 黄耆 陈皮 肉豆蔻 生姜 甘草 
1,使君子 
1,琥珀 杏仁 茯苓 泽泻 紫苏 沉香 葶苈 郁李仁 陈皮 防己 
1,香附 黑牵牛 苍术 青皮 陈皮 山药 枳壳 枳实 三棱 厚朴 白豆蔻 莪术 紫苏 木香 沉香 丁香 丁皮 干姜 茯苓 菖蒲 砂仁 良姜 天南星 半夏 人参 草果 槟榔 萝卜子 神曲 山楂 官桂 
1,沉香 木香 乳香 人参 丁香 石燕 海马 鹿茸 仙灵脾 穿山甲 韭子 茴香 木通 茴香 菊花 川楝 蛇床子 茯苓 黑附子 川椒 枸杞 麝香 葫芦巴 丁香 
1,白术 茯苓 泽泻 柴胡 猪苓 黄芩 
1,柴胡 芍药 葛根 
1,白术 白豆蔻 人参 陈皮 茯苓 山楂 石斛 甘草 
1,九肋鳖甲 山楂 麦冬 薏仁 茯苓 陈皮 知母 干葛 白芍 柴胡 贝母 淡竹叶 甘草 
1,鳖甲 大黄 槟榔 黑附子 麦糵 乌药 诃黎勒 木香 白术 桂 蓬莪术 京三棱 枳壳 茱萸 
1,黑附子 川椒 桂心 赤石脂 黄连 人参 干姜 茯苓 大麦芽 陈曲 石斛 当归 钟乳 
1,朱砂 硇砂 延胡素 木香 半夏 芫花 斑猫 川苦楝子 荆三棱 海蛤 蓬莪术 黑附子 茴香 青皮 肉豆蔻 槟榔 
1,五味子 白术 黄芪 茯苓 川芎 甘草 白芍 巴戟天 破故纸 山萸 天冬 苁蓉 牛膝 陈皮 黄柏 知母 杜仲 山药 生地 熟地 麦冬 人参 当归 枸杞 
1,白术 莲肉 人参 甘草 白芍 木香 山药 陈皮 干姜 
1,鹿角霜 紫石英 菟丝子 续断 白术 茯苓 当归 白芍 女贞子 乌贼骨 
1,菟丝子 覆盆子 杜仲 川断 寄生 熟地 白芍 阿胶 党参 陈皮 甘草 
1,菟丝子 续断 白术 鹿角霜 巴戟天 枸杞 熟地 砂仁 党参 阿胶 杜仲 当归 枣仁 
1,茯苓 白术 陈皮 人参 生地 枸杞 麦门冬 
1,茯苓 枸杞 生地 麦门冬 人参 陈皮 白术 
