1,荆芥 芎藭 防风 独活 甘草 麻黄 人参 
1,地黄 当归 芍药 川芎 藁本 前胡 防风 
1,天南星 川芎 白附子 半夏 天麻 白僵蚕 防风 石膏 白花蛇 蝎梢 
1,当归 川芎 红花 刘寄奴 姜黄 路通 羌活 白芷 威灵仙 桑枝 胆南星 白芥子 
1,乳香 没药 桃仁 红花 当归 地龙 牛膝 羌活 甘草 五灵脂 香附 
1,川楝 茴香 酒炒破故纸 青盐 煨三棱 山萸 煨莪术 通草 橘核 荔枝核 甘草 
1,黄耆 熟地 人参 当归 川芎 枸杞 通草 王不留行 
1,破故纸 75%酒精 
1,黄耆 归尾 赤芍 地龙 川芎 桃仁 红花 
1,当归 杜仲 黄芪 党参 川断 菟丝子 羌活 鹿角霜 枸杞 伸筋草 何首乌 城草 山楂 谷芽 
1,知母 甘草 石膏 粳米 桂枝 
1,冰片 麝香 樟丹 枯矾 龙骨 
1,山甲 蜈蚣 皂刺 乳香 没药 花粉 知母 
1,当归 桂枝 酒杭芍 北细辛 小木通 牛膝 香独活 木瓜 甘草 干地龙 全蝎 蜈蚣 防己 川断 
1,当归 芍药 甘草 通草 桂枝 细辛 生姜 茱萸 枣仁 
1,大豆 麻子仁 乌蛇 白酒 
1,地龙 乌芋 白酒 
1,地龙 苏木 桃仁 土鳖 麻黄 黄柏 元胡 乳没 当归 川断 乌药 甘草 
1,生地 熟地 白术 淡干姜 川乌 细辛 蜈蚣 甘草 
1,乳香 没药 无名异 地龙 木鳖子 丁香 丹皮 肉桂 自然铜 
1,杜仲 丹参 川芎 江米酒 
1,丹参 玄参 白芥子 山药 丝瓜络 橘核 生地 熟地 莪术 肉桂 金银花藤 鸡血藤 
1,苍术 黄柏 川断 鸡血藤 双花 板蓝根 大青叶 蒲公英 连翘 石斛 滑石 甘草 
1,党参 北沙参 黄芪 生地 丹皮 紫草 鸡血藤 络石藤 
1,珊瑚 珍珠 青金石 珍珠母 诃子 木香 红花 丁香 沉香 朱砂 龙骨 炉甘石 脑石 磁石 禹粮土 芝麻 葫芦 紫菀花 獐牙菜 菖蒲 草乌 打箭菊 甘草 红花 麝香 
1,川乌 草乌 红花 甘草 木瓜 乌梅 麻黄 
1,麻黄 石膏 独活 茯苓 茱萸 秦艽 细辛 桂心 人参 防风 芎劳 防己 甘草 干姜 白术 杏仁 黑附子 
1,防己 桂枝 甘草 
1,生耆 僵蚕 全蝎 钩藤 玄参 知柏 桔梗 蜈蚣 菊花 生地 川芎 赤芍 白芍 当归 丹参 白蒺藜 
1,金银花 连翘 赤小豆 当归 防己 鸡血藤 赤芍 牛膝 车前子 活血止痛散1／4瓶 云南白药1瓶 
1,柴胡 瓜蒌根 当归 红花 甘草 穿山甲 大黄 桃仁 
1,桂枝 威灵仙 防风 五加皮 细辛 荆芥 乳香 没药 
1,宽筋藤 钩藤 金银花藤 王不留行 刘寄奴 防风 大黄 荆芥 
1,白毛草 金银花 比茎藤 五月红 臭梧桐 鸡血藤 乌麻根 苏木子 三白草 白鱼鲄 白木槿 
1,桂枝 芍药 甘草 麻黄 生姜 白术 知母 防风 黑附子 
1,桂枝 枳壳 陈皮 红花 香附 生地 归尾 元胡索 防风 赤芍 独活 
1,桂枝 赤芍 甘草 生姜 枣仁 当归 
1,桂枝 赤芍 当归 甘草 生姜 枣仁 
1,桂心 地龙 白僵蚕 漏芦 威灵仙 芎藭 白芷 当归 木香 
1,丹参 旋覆花 杏仁 茯苓 茜草 干地龙 薤白 半夏 山楂 五灵脂 蒲黄 陈皮 菖蒲 远志 琥珀末 甘草 
1,丹参 赤芍 川芎 红花 降香 
1,黄耆 党参 白术 制附片 白芍 桂枝 生地 熟地 细辛 独活 寄生 十大功劳叶 牛膝 
1,赤节 白芍 桂枝 生地 熟地 细辛 当归 秦艽 片姜黄 独活 寄生 桑枝 防风 薏仁 
1,黄芪 当归 白芍 川芎 地黄 甘草 
1,黄丹 枯矾 明矾 五倍子 百部 雄黄 白芷 白鲜皮 丹参 朱砂 轻粉 蛇床子 白附子 白凤仙花 陈米醋 
1,当归 红花 花椒 肉桂 樟脑 细辛 干姜 
1,黄芪 山药 苍术 玄参 当归 赤芍 川芎 益母草 丹参 葛根 生地 熟地 木香 
1,川芎 当归 茺蔚子 红泽兰 桂枝 茯苓 干地龙 防风 木瓜 丹参 代赭石 甘草 
1,归尾 赤芍 片姜黄 伸筋草 松节 海桐皮 落得打 路路通 羌 活 防风 续断 甘草 
1,酒归尾 赤芍 丹皮 乳香 夏枯草 没药 木香 红花 
1,川羌 骨碎补 乳香 三七 归尾 续断 没药 牛膝 红花 马前子 血竭 防己 防风 透骨草 白芷 甘草 老葱胡 食盐 烧酒 
1,牵牛 独活 麻黄 蝉蜕 杜仲 大戟 白芷 木鳖子 桃仁 山甲 黄连 巴豆 川芎 五倍子 枳壳 大麻子 诃子 防风 甘遂 全蝎 天南星 当归 官桂 细辛 青皮 羌活 皂角 黄柏 射干 三棱 莪术 芫花 川乌 黑附子 厚朴 香附 地龙 生地 大黄 槟榔 玄参 川断 申姜 陀僧 马钱子 蛇退 蜈蚣 
1,红花 没药 白芷 当归 白附子 钩藤 紫草 栀子 黄药子 甘草 刘寄奴 丹皮 梅片 生地 乳香 露蜂房 大黄 白药子 
1,当归 丹参 乳香 没药 
1,当归 丹参 乳香 没药 
1,天南星 川乌 地龙 乳香 没药 草乌 
1,酒归尾 赤芍 丹皮 防风 红花 木香 
1,生地 赤芍 当归 川芎 苏木 血竭 刘寄奴 枳壳 
1,骨碎补 苏木 寄生 伸筋草 威灵仙 桃仁 续断 当归 桑枝 川芎 红花 
1,透骨草 伸筋草 茜草 木通 松节 紫草根 地榆 昆布 刘寄奴 香油 
1,菊花 白术 细辛 茯苓 牡蛎 桔梗 防风 人参 矾石 黄芩 当归 干姜 芎藭 桂枝 
1,桃仁 当归 赤芍 生地 元参 甘草 桔梗 柴胡 枳壳 枣仁 蝉蜕 
1,槟榔 陈皮 木瓜 茱萸 桔梗 生姜 紫苏 
1,金铃子 香附 元胡 枳实 大腹皮 黄连 吴萸 白芍 柴胡 良姜 香缘皮 煅瓦楞 
1,栀子 防风 良姜 海风藤 威灵仙 牛膝 熟地 桃仁 柴胡 白鲜皮 全虫 枳壳 白芷 甘草 黄连 细辛 白芍 玄参 猪苓 前胡 麻黄 桔梗 僵蚕 升麻 地丁 大黄 木通 陈皮 川乌 生地 香附 双花 知母 薄荷 当归 杜仲 白术 泽泻 青皮 黄柏 杏仁 黄芩 穿山甲 白蒺藜 天麻 苦参 乌药 羌活 半夏 茵陈 贝母 加皮 续断 山药 桑白皮 白及 苍术 独活 荆芥 芫花 藁本 连翘 远志 草乌 坤草 五倍子 天南星 何首乌 大风子 
1,香附 僵蚕 菖蒲 苏梗 白芥子 橘络 当归 青皮 芍药 丹参 片姜黄 桑枝 透骨草 鸡血藤膏 
1,黑附子 防风 天麻 枣仁 羚羊角 官桂 甘草 羌活 
