1,麦冬 桔梗 甘草 花粉 陈皮 元参 百部 
1,黄芩 桑白皮 贝母 花粉 杏仁 知母 天冬 沙参 枇杷叶 
1,米壳 甘草 杏仁 紫菀 桔梗 五味子 葶苈 人参 半夏 桑白皮 紫苏 陈皮 
1,桔梗 半夏 陈皮 前胡 千葛 茯苓 紫苏 麻黄 杏仁 桑白皮 甘草 
1,麦冬 五味子 天冬 生地 桑白皮 款冬花 紫菀 桔梗 甘草 牛膝 
1,南沙参 桑叶 杏仁 茯苓 贝母 姜夏 前胡 薄荷 苏子 陈皮 米仁 炙草 
1,陈皮 桔梗 枳实 川芎 芍药 半夏 茯苓 甘草 黄连 黄芩 苍术 神曲 山楂 贝母 
1,白矾 辰砂 天南星 半夏 
1,辰砂 天南星 白矾 半夏 
1,车前子 青粱米 
1,车前子 粳米 
1,豆豉 桔梗 滑石 厚朴 苏梗 连翘 杏仁 甘草 
1,柴胡 陈皮 半夏 甘草 生姜 
1,柴胡 甘草 
1,柴胡 紫菀 茯苓 雄黄 人参 黄芩 牛膝 丹砂 马兜铃 
1,梨清膏 贝母 麦冬 百合 款冬花 
1,贝母 麻黄 桑白皮 葶苈 蜂蜜 
1,贝母 枇杷叶 桔梗 白糖 柠檬酸5厘 薄荷5厘 苯甲酸 尼泊金 杏仁 杨梅香精 
1,贝母 桔梗 枇杷叶 薄荷 
1,贝母 杏仁 蜂蜜 
1,米汤 贝母 冰糖 
1,木香膏 木香 悬钩子茎 木藤蓼 野姜 诃子 余甘子 诃子 块根糙苏 
1,木香膏 木香 悬钩子茎 土藤蓼 野姜 诃子 余甘子 诃子 块根糙苏 
1,侧耳根 女贞子 矮茶风 破故纸 墨旱莲 五味子 
1,贝母 羚羊角 猪脱氧胆酸 麝香 沉香 人工竺黄 青礞石 硼砂 
1,贝母 粳米 冰糖 
1,粳米 砂糖 贝母 
1,贝母 紫菀 五味子 百部 杏仁 甘草 
1,贝母 五味子 甘草 款冬花 知母 杏仁 
1,贝母 桔梗 甘草 紫菀 杏仁 
1,贝母 
1,黄芪 桔梗 沙参 杏仁 紫菀 茯苓 百合 半夏 甘草 
1,百部 白酒 
1,百部 麻黄 杏仁 
1,鲜百合 杏仁 粳米 白糖 
1,百合 地黄 地黄 麦冬 玄参 贝母 当归 白芍 桔梗 甘草 
1,花粉 河南真绿豆粉 薄荷 白檀香 白石英 白硼砂 白豆蔻 玄明粉 石膏 柿霜 白粉霜 
1,白及 冰糖 
1,瓜蒌子 半夏 
1,半夏 郁李仁 陈皮 木香 槟榔 
1,北杏 雪梨 白砂糖 
1,南天烛子 冰糖 
1,檀香 石膏 红花 甘草 丁香 北沙参 拳参 白葡萄干 
1,檀香 石膏 红花 甘草 丁香 北沙参 拳参 白葡萄干 
1,川芎 当归 生地 白芍 麦冬 天冬 贝母 茯苓 桔梗 五味子 骨皮 甘草 
1,连翘 甘草 麦门冬 党参 百部 元参 乌梅 黄耆 云故纸 诃子 僵蚕 桔梗 花粉 蟾酥 冰片 薄荷 薄荷 白糖 
1,葶苈 苏子 杏仁 旋覆花 代赭石 麻黄 僵蚕 枇杷叶 射干 陈皮 贝母 黛蛤散 
1,麻黄 杏仁 五味子 甘草 杏仁 蔗糖 香精 苯甲酸钠 
1,木香 石膏 陈皮 桔梗 麻黄 五味子 
1,赭石 麦冬 杭菊 石斛 白蒺藜 白蒺藜 沙参 桑叶 陈皮 贝母 杏仁 旋复花 
1,阿胶 鼠粘子 甘草 马兜铃 杏仁 糯米 
1,紫菀 百部 前胡 枇杷叶 甘草 杏仁 桔梗 麻黄 大青叶 
1,半夏 茯苓 广皮 甘草 苍术 厚朴 
1,知母 贝母 半夏 茯苓 陈皮 甘草 
1,天冬 麦冬 瓜蒌仁 陈皮 百部 天竺黄 竹茹 
1,麦冬 天门冬 知母 贝母 
1,白皮大萝卜 蜂蜜 
1,五味子 甘草 陈皮 硼砂 薄荷 乌梅 
1,半夏 
1,开金锁 生干蟾 鱼腥草 百部 穿心莲 
1,矮地茶 铁包金 金樱子 岗梅 沙参 
1,松塔 杏仁 黄豆 蒲公英 冰片 
1,麻黄浸膏 贝母 陈皮 桔梗 五味子 甘草 半夏 远志 
1,干日红 鼠曲草 平地木 四季青 
1,人参 茯苓 远志 牛膝 杜仲 黄耆 菖蒲 当归 苍术 菊花 地骨皮 天麻 半夏 地黄 地黄 益智 萆薢 羌活 
1,橄榄 萝卜 
1,桂枝 龙骨 白芍 生姜 枣仁 甘草 牡蛎 黄连 半夏 瓜蒌皮 杏仁 
1,拣桂 干生姜 茯苓 半夏 白术 红皮 泽泻 
1,拣桂 干生姜 茯苓 半夏 白术 红皮 泽泻 
1,诃子 杏仁 通草 
1,诃子 桔梗 甘草6.6厘米 
1,蛤蚧 成炼钟乳 款冬花 肉桂 白矾 甘草 
1,莲肉 前胡 花粉 半夏 条参 白及 瓜仁 天冬 寸冬 贝母 白前 桔梗 赖氏红 杏仁 桑白皮 苏子 白芥子 莱菔 云苓 山药 薏仁 扁豆 百合 生耆 党参 生草 蛤蚧 
1,蛤蚧 诃子 阿胶 地黄 麦门冬 细辛 甘草 
1,菊花 白糖 
1,皂角 枯白矾 
1,旋复花25公斤 紫菀25公斤 杏仁30公斤 菊花30公斤 鹅不食草12.5公斤 细辛12.5公斤 五倍子12.5公斤 黄芩35公斤 花椒5公斤 明矾10公斤 麦冬20公斤 猪牙皂角7.5公斤 甘草7.5公斤 
1,紫苏 麻黄 杏仁 陈皮 桑白皮 茯苓 甘草 
1,紫苏 麻黄 杏仁 陈皮 甘草 桑白皮 茯苓 
1,蒌仁 天南星 清夏 枳壳 青皮 元芩 花粉 陈皮 陈皮 大黄 沉香 海浮石 
1,天南星 白矾 半夏 朱砂 人参 山药 腻粉 金箔 
1,紫苏 前胡 葛根 杏仁 桔梗 半夏 陈皮 贝母 花粉 枳壳 茯苓 木香 玄参 甘草 
1,紫苏 前胡 葛根 杏仁 桔梗 半夏 陈皮 贝母 花粉 枳壳 茯苓 木香 玄参 甘草 
1,鸭跖草 小蓟 虎杖 蒲公英 平地木 黄芩 鱼腥草 败酱草 
1,橘饼 
1,陈皮 贝母 半夏 杏仁 远志 桔梗 甘草 花粉 木香 肉桂 枇把叶 款冬花 紫菀 前胡 苏子 麻黄 
1,陈皮 生草 贝母 马兜铃 杏仁 白矾 五味子 半夏 紫菀 
1,陈皮 陈皮 半夏 茯苓 甘草 桔梗 杏仁 紫苏 紫菀 款冬花 瓜蒌皮 贝母 地黄 麦冬 石膏 
1,陈皮 粳米 
1,陈皮 桂心 干姜 人参 甘草 白术 
1,桔梗 甘草 黄耆 人参 麦冬 青皮 
1,鱼腥草 金荞麦 四季青 麻黄 紫菀 前胡 枳壳 甘草 
1,款冬花 生姜 陈皮 百部 苏子 桔梗 
1,米仁 百合 杏仁 人参 天门冬 麦门冬 知母 五味子 
1,麻黄 1 杏仁 石膏 甘草 栝楼 半夏 广皮红 小枳实 
1,人参 白术 干姜 甘草 半夏 茯苓 陈皮 细辛 五味子 
1,人参 五味子 天冬 麦冬 款冬花 贝母 桑白皮 阿胶 黄芩 黄连 甘草 桔梗 当归 
1,三仙饮 炙桑白皮 
1,百部 白及 黄精 玉竹 穿心莲 葎草 
1,石灰华 红花 丹参 红景天 榜嘎 甘草 高山辣根菜 檀香 洪连 
1,石灰华 红花 丹参 红景天 榜嘎 甘草 高山辣根菜 檀香 洪连 
1,款冬花 知母 桑叶 半夏 甘草 麻黄 阿胶 杏仁 贝母 
1,半夏 五味子 鹿角胶 茯苓 白术 沉香 款冬花 川芎 紫菀 石斛 山药 人参 
1,苏子 枇杷叶 杜耳风 五皮半 鹿衔草 蛇衔草 瓜子草 铜钱草 肺筋草 淫羊藿 黄连 
1,麻黄 杏仁 石膏 甘草 细辛 紫苏 白芥子 牛蒡 瓜萎皮 射干 青黛 蛤壳 花粉 桅子 丹参 
1,款冬花 紫菀 甘草 五味子 桑白皮 桔梗 杏仁 紫苏 
1,花生仁 粳米 
1,落花生 粳米 冰糖 
1,新鲜萝卜约 粳米 
1,新鲜白萝卜 
1,羚羊 贝母 花粉 银花 生地 黄芩 桔梗 玄参 丹皮 薄荷 石斛 天冬 陈皮 大青叶 板兰根 杏仁 桑白皮 前胡 金果榄 甘草 熟军 枇杷叶 栀子 麦冬 
1,罗汉果 柿饼 
1,桑白皮 清夏 川芎 紫苏 白及 陈皮 蒌仁 杏仁 麻黄4分 甘草 米壳 4分 
1,陈皮 半夏 茯苓 甘草 杏仁  
1,麻黄 大梨 
1,麻黄 杏仁 甘草 石膏 
1,麻黄 甘草 半夏 杏仁 豆腐1小块 
1,干百合 蜂蜜 
1,杏仁 白蜜200毫升 牛酥400毫升 
1,枇杷叶不拘多少 
1,枇杷叶 
1,枇杷叶 粳米 冰糖 
1,枇杷叶 粳米 冰糖 
1,陈皮 半夏 茯苓 桔梗 枳壳 贝母 前胡 杏仁 黄芩 石膏 瓜蒌仁 甘草 
1,天门冬 百合 前胡 贝母 半夏 桔梗 桑白皮 防己 紫菀 茯苓 地黄 杏仁 
1,麻黄 石膏 地龙 牛蒡 葶苈 丹参 杏仁 羚羊角 
1,黄芩 栀子 知母 贝母 黄柏 苦参 桔梗 前胡 花粉 大黄 
1,板蓝根 黄芩 贝母 陈皮 天竺黄 元参 杏仁 白前 鱼腥草 芦根 紫菀 甘草 
1,麻黄 细辛 射干 石膏 五味子 甘草 半夏 
1,蛇胆汁 贝母 
1,苏子 粳米 红糖 
1,苏子 白蜜 生姜汁 地黄汁 杏仁 
1,苏梗 防风 干葛 枳壳 前胡 桔梗 桑白皮 杏仁 半夏 茯苓 陈皮 贝母 羌活 黄芩 甘草 
1,大蒜 红糖 生姜 
1,五味子 生姜 紫菀 半夏 茱萸 款冬花 细辛 黑附子 茯苓 甘草 桂心 
1,杏仁 连翘 薄荷 桑叶 菊花 苦梗 甘草 苇根 
1,桑白皮 
1,桑叶 杏仁 沙参 贝母 香豉 栀皮 梨皮 
1,桑叶 丹皮 桑白皮 地骨 牛蒡 前胡 杏仁 贝母 甘草 
1,射干 麻黄 生姜 紫菀 款冬花 五味子 枣仁 半夏 
1,白果仁 杏仁 胡桃仁 花生仁 鸡蛋 
1,沉香 木香 檀香 紫檀香 红花 肉豆蔻 高山辣根菜 悬钩子茎 木藤蓼 野姜 石灰华 枣仁 诃子 诃子 余甘子 
1,甘草 麻黄 杏仁 
1,皂角 黑牵牛 半夏 大黄 杏仁 巴豆 
1,葶苈 贝母 杏仁 紫菀 茯苓 五味子 人参 桑白皮 
1,葶苈 牛蒡 苏子 杏仁 莱菔 贝母 陈皮 枣仁 
1,苏子 半夏 前胡 炙草 当归 陈皮 沉香 栝楼 胆南星 枳实 香附 浮石 
1,天门冬 紫菀 饴糖 白酒 
1,甘草 黄芩 桑白皮 防风 杏仁 麦门冬 茯神 
1,沙棘膏 木香 白葡萄干 甘草 栀子 
1,乌梅 粳米 冰糖 
1,玄参 丹参 沙参 茯神 柏仁 麦冬 桔梗 贝母 杏仁 夜合花 淡竹叶 灯心100厘米 
1,桔梗 枳壳 半夏 陈皮 前胡 干葛 茯苓 苏叶 杏仁 桑白皮 甘草 
1,地骨皮 桑白皮 甘草 
1,苏叶 半夏 茯苓 前胡 桔梗 枳壳 甘草 生姜 枣仁 陈皮 杏仁 
1,人参 半夏 茯苓 细辛 干姜 芍药 甘草 官桂 五味子 
1,杏仁 百部 远志 陈皮流浸膏 桔梗 甘草 
1,麻黄 桂枝 白芍 干姜 细辛 甘草 半夏 五味子 
1,麻黄 芍药 细辛 干姜 甘草 桂枝 五味子 半夏 
1,麻黄 桂枝 白芍 干姜 细辛 甘草 半夏 五味子 
1,钩藤 僵蚕 天南星 天竺黄 桔梗 木香 砂仁 陈皮 苍术 茯苓 山楂 神曲 麦芽 薄荷 滑石 甘草 朱砂 丹参 
