1,黄连 石膏 黄芩 薄荷 莲子心 白芷 桔梗 菊花 川芎 赤芍 当归 黄柏 荆芥 栀子 大黄 甘草 连翘 朱砂 雄黄 丹参 冰片 
1,牛蒡 粳米 白糖 
1,绿豆粉 乳香 
1,黄连 芍药 当归 槟榔 木香 黄芩 栀子 薄荷 桔梗 甘草 连翘 
1,鲜仙人掌 羌活 杏仁 白酒 
1,大黄 黄芩 黄连 黄柏 地龙 乳香 
1,艾曲 干姜 细辛 椒目 黑附子 桂 
1,活鲤鱼 苎麻根 糯米 葱 姜 油 盐 
1,香油 白蜡 生地 黄柏 川椒 防风 甘草 大黄 当归 生马钱子 以上8味药料 用香油炸枯去滓滤净 将白蜡兑入溶化 待温浓时再兑：冰片面 铜绿面 轻粉面 红粉面 青黛面 煅蛤粉 
1,槟榔 甘遂 威灵仙 芍药 泽泻 葶苈 乳香 没药 黑牵牛 大戟 陈皮 
1,丛枝蓼 白花败酱草 辅料 
1,车前子 青粱米 
1,车前子 粳米 
1,赤小豆 陈皮 辣椒 草果 活鲤鱼1尾 葱 姜 胡椒 盐 鸡汤 
1,茯苓 大腹子 五味子 桑白皮 紫苏 人参 陈皮 甘草 
1,蟾酥 腰黄 铜绿 炒绿矾 轻粉 乳香 没药 枯矾 干蜗牛 麝香 血竭 朱砂 煅炉甘石 煅寒水石 硼砂 灯草灰 
1,蟾酥 轻扮 枯矾 寒水石 铜绿 乳香 没药 胆矾 麝香 雄黄 蜗牛 朱砂 
1,黄连 菊花 花椒 防风 青盐 李仁 当归 杏仁 铜绿 蕤仁 白矾 皮硝 
1,菖蒲 当归 秦艽 茱萸 
1,茶叶 粳米 白糖 
1,乳香 没药 赤芍 花粉 川军 元连 甘草 绿豆面 白芷 贝母 冰片 雄黄 
1,琥珀 杏仁 茯苓 泽泻 紫苏 沉香 葶苈 郁李仁 陈皮 防己 
1,沉香 茯苓 桑白皮 人参 槟榔 
1,黑牵牛 白牵牛 青皮 陈皮 槟榔 沉香 全蝎 荜澄茄 丁香 胡椒 续随子 萝卜子 甘遂 
1,板蓝根 葛根 白花蛇舌草 柴胡 连翘 贝母 射干 荆芥 
1,白胶香 蓖麻子仁 
1,川楝 茴香 酒炒破故纸 青盐 煨三棱 山萸 煨莪术 通草 橘核 荔枝核 甘草 
1,胭脂 龙衣 麝香5厘 陈皮 枯矾 冰片 
1,飞青黛 西丹参 老式大泥冰 西瓜霜 西月石 濂珠 
1,瓜制枪消 枣仁 关犀黄 真熊胆 大梅片 珍珠 
1,炒僵蚕 西月石 玄明粉 飞辰砂 梅冰 
1,青黛 山豆根 皮硝 冰片 硼砂 明矾丹参 
1,丹参 贝母 人中白 琥珀 青鱼胆 珍珠 梅片5厘 人指甲 马勃 硼砂 
1,瓜制枪消 明雄精 白玄明粉 明硼砂 直僵蚕 珍珠 真熊胆 大梅片 
1,紫荆皮 独活 赤豆 白芷 菖蒲 
1,川紫荆皮 独活 芍药 白芷 木蜡 
1,苍耳子 白芷 辛夷 冰片粉 薄荷 麻油 液状石腊 
1,桃仁 栀子 侧柏 生地 红花 归尾 大黄 毛麝香 黄连 黄柏 黄芩 骨碎补 薄荷 防风 丹皮 忍冬藤 透骨草 甘草 三七 蒲公英 石斛 鸡骨香 赤芍 自然铜 土鳖虫 
1,续断 当归 乳香 没药 骨碎补 自然铜 五加皮 红花 威灵仙 苏木 川芎 五倍子 无名异 赤芍 
1,甘草 苍术 北细辛 乳香 
1,鲜败酱草 
1,蓖麻子 
1,黑丑 香附 五灵脂 
1,白矾 铅丹 龙骨 麝香 
1,鲫鱼 巴豆 
1,朱砂 雄黄 水银 硼砂 火消 食盐 白矾 皂矾 
1,蓖麻子 
1,柳白皮 白蜡 黄丹 胡粉 油 油 商陆根 
1,铅粉 密陀僧 黄蜡 乳香 没药 象皮 白蜡 轻粉 
1,官粉 轻粉 樟脑 乳香 白蜡 冰片 
1,樟脑 轻粉 石膏 红粉 冰片 
1,珍珠 麝香 熊胆 冰片 硇砂 炉甘石 石决明 螵蛸 
1,可铁刺 阿飞勇 李子树胶 白锡粉 
1,槟榔 紫苏 木瓜 香附 陈皮 大腹皮 木香 羌活 
1,乳香 没药 孩儿茶 雄黄 轻粉 官粉 黄蜡 
1,板蓝根 淀粉 糖粉 菠萝香精油 
1,石膏 甘草 黄蘖 寒水石 
1,白蜡 乳香 黄蜡 没药 铜绿 百草霜 松香 麻油 
1,山栀 木鳖子 象皮 穿山甲 血竭 巴豆 儿茶 乳香 没药 硼砂 香油 
1,白蔹 苍术 连翘 黄芩 白芷 木鳖子 穿山甲 蜈蚣 蓖麻子 赤芍 栀子 大黄 金银花 生地 当归 黄柏 黄连 乳香 没药 血竭 儿茶 轻粉 樟脑 红粉 
