1,木香 乳香 沉香 藿香 肉桂 陈皮 枳实 茱萸 京三棱 蓬莪茂 黑牵牛 麝香 陈皮 
1,乳香 没药 白莴苣子 乌梅 白粟米 
1,蓖麻仁 杏仁 铜绿 片松香 
1,羌活 踯躅花 薄荷 川芎 防风 蔓荆子 细辛 荆芥 白芷 皮硝 石膏 青黛 黄连 鹅不食草 
1,藿香 艾绒 蓖麻子 草乌 荆芥 乌药 桂枝 蜂房 藁本 秦艽 全蝎 枳壳 威灵仙 桃仁 黄芩 玄参 木香 独活 杏仁 肉桂 麻黄 白鲜皮 天南星 归尾 檀香 僵蚕 黑附子 牙皂 香附 莱菔 生地 苍术 羌活 紫荆皮 贝母 牛膝 白蔹 骨碎补 防风 赤芍 清风藤 苏木 细辛 五加皮 川芎 蝉退 良姜 大风子 连翘 丁香 甘草 栀子 鳖甲 白及 续断 红花 紫丁皮 半夏 白芷 苦参 生血余 大黄 蜈蚣 蛇退 槐枝 桃枝 柳枝 桑枝 榆枝 松香 百草霜 
1,芙蓉叶 大黄 黄柏 五倍子 赤芍 甘草 白芷 贝母 赤小豆 
1,香附 蒲黄 白及 赤芍 陈皮 五灵脂 三七 木香 大黄 玄胡 续断 乌药 三棱 莪术 红花 川芎 郁金 枳实 丹皮 青皮 防风 威灵仙 归尾 
1,丁公藤 桂枝 麻黄 羌活 当归 川芎 白芷 破故纸 乳香 猪牙皂 陈皮 苍术 厚朴 香附 木香 枳壳 白术 山药 黄精 菟丝子 茴香 杏仁 泽泻 五灵脂 蚕砂 
1,当归 白芍 川芎 地黄 栀子 黄连 石韦 海金沙 甘草 关木通 滑石 
1,丁公藤 桂枝 麻黄 羌活 当归 川芎 白芷 破故纸 乳香 猪牙皂 陈皮 苍术 厚朴 香附 木香 枳壳 白术 山药 黄精 菟丝子 茴香 杏仁 泽泻 五灵脂 蚕砂 丹皮 没药 
1,川乌 草乌 细辛 白芷 当归 萆薢 红花 
1,地黄 骨碎补 炙马钱子 鸡血藤 肉苁蓉 三七 乳香 没药 川芎 
1,川乌 草乌 细辛 白芷 当归 萆薢 红花 
