1,苦楝皮 雄黄 槐皮 
1,牛蒡 蝉蜕 黄酒 
1,白茅根 木通 地肤子 荆芥 甘草 
1,苍术 白术 地骨皮 白鲜皮 白附子 五加皮 僵蚕 秦艽 连翘 白芷 羌活 防风 蝉蜕 生草 
1,威灵仙 猪苓 栀仁 黄芩 黄连 连翘 归尾 泽泻 紫草 茜草 赤苓皮 白鲜皮 丹皮 生地 
1,威灵仙 猪苓 栀仁 黄芩 黄连 连翘 归尾 泽泻 紫草 茜草 赤苓皮 白鲜皮 丹皮 生地 
1,芜荑 大风子仁 枯矾 蛇床子 川椒 雄黄 丹参 核桃仁 
1,栀子 雄黄 朱砂 轻粉 
1,硼砂 自然铜 
1,破故纸 75%酒精 
1,密陀僧末 白及末 轻粉 枯矾 凡土林 
1,百部 苦参 蛇床子 雄黄 狼毒 
1,白蔹面 祛湿药膏 
1,苍术 白附子 桂枝 当归 西秦艽 草乌 追地风 千年健 威灵仙 川芎 钩藤 菟丝子 牛膝 何首乌 川乌 知母 栀子 红花 白花蛇 苦参 白蒺藜 防风 小胡麻 苍耳子 黄柏 桃仁 紫草 全虫 丹皮 荆芥 白鲜皮 
1,珍珠 麝香 熊胆 冰片 硇砂 炉甘石 石决明 螵蛸 
1,蛇床子 苦参 槿皮 薄荷 
1,侧柏叶 苏叶 白蒺藜 
1,全虫 斑蝥 皮硝 乌梅肉 米醋 
1,槿皮 蛇床子 百部 斑蝥 丹参 樟脑 白信 轻粉 
1,槿皮 海桐皮 大黄 百药煎 巴豆 斑蝥 雄黄 轻粉 
1,槿皮 海桐皮 大黄 百药煎 巴豆 斑蝥 雄黄 轻粉 
1,炉甘石 梅片 硼砂 珠子 丹参 琥珀 麝香 
1,青黛 黄柏 冰片 
1,白降丹 巴豆 青黛面 羊毛脂 凡士林 
1,芥菜花1味 
1,白花蛇 
1,地黄 地黄 何首乌 当归 丹皮 黑参 白蒺藜 僵蚕 红花 甘草 
1,地榆 大黄粉 麻油50毫升 
1,石膏 黄柏 薄荷 
1,土荆皮 蛇床子 大风子仁 百部 防风 当归 凤仙透骨草 侧柏叶 茱萸 花椒 蝉蜕 斑蝥 
1,大枫子肉 花椒 皂荚 槿皮 地骨皮 藿香 白矾 鲜凤仙花 米醋 
1,枯矾 黄丹 龙骨 麝香7厘 
1,丹参 雄黄 
1,铜青 枯矾 
1,白矾 雄黄 
1,槿皮 千金子 斑蝥 
1,米醋 百部 蛇床子 丹参 槿皮 白砒 斑蝥 白国樟 轻粉 或加水杨酸 冰醋酸 醋酸铝 
1,生地 玄参 丹参 当归 白芍 茜草 红花 黄芩 苦参 苍耳子 白鲜皮 地肤子 甘草 
1,轻粉 东丹 朱砂 
1,防风如克 蒴翟 羊桃根 石南 秦艽 升麻 苦参 茵芋 白蒺藜 蛇床子 白矾 枳壳 
1,樟丹 五倍子 枯矾 上官粉 轻粉 
1,冰片 薄荷 甘石粉 滑石 黄柏 
1,轻粉 东丹 飞辰砂 
1,马齿苋 蒲公英 如意草 白矾 
1,五倍子末 雄黄 枯矾末?克 
1,新米糠 
1,藁本 蛇床子 黄柏 丹参 白矾 轻粉 
1,炉甘石 梅片 硼砂 丹参 琥珀 珍珠 熊胆 麝香 黄连 
1,胡椒 
1,橄榄核 
1,黑豆馏油 羊毛脂 凡士林 
1,5%黑豆油 15%氧化锌 
1,白蔹 
1,黑豆油 京红粉 利马锥 羊毛脂 凡士林 
1,老黑醋 五倍子 蜈蚣 蜂蜜 
1,黑醋 五倍子末 蜈蚣 蜂蜜 
1,黄柏 蛤粉 轻粉 
1,黄丹 枯矾 明矾 五倍子 百部 雄黄 白芷 白鲜皮 丹参 朱砂 轻扮 蛇床子 白附子 白风仙花 陈米醋 
1,黄丹 枯矾 明矾 五倍子 百部 雄黄 白芷 白鲜皮 丹参 朱砂 轻粉 蛇床子 白附子 白凤仙花 陈米醋 
1,藿香 黄精 大黄 皂矾 醋 
1,藿香 黄精 大黄 皂矾 醋 
1,薄荷 胡麻子 菊花 白蒺藜 威灵仙 苦参 白芷 荆齐穗 川芎 防风 黄芩 牛蒡 
1,当归 红花 赤芍 白及 防风 
1,红信 棉子油 黄蜡 
1,枯白矾 干胭脂粉 麝香 片脑 熟炉甘石 
1,当归 丹参 赤芍 红花 荆芥 威灵仙 白蒺藜 苦参 
1,槐角 地榆 当归 防风 黄芩 枳壳 
1,大风子 红矾 胡桃 丹参 枣仁 水银 
1,五倍子 松香 官粉 樟丹 冰片 
1,雄黄 枯矾 川椒 桃仁 蛇床子 五倍子 乌梅 
1,金钱草 扁蓄 楮桃叶 
1,京红粉 轻粉 元明粉 
