艾曲,干姜,细辛,椒目,附子,肉桂
当归,白芍,柴胡,厚朴,枳壳,槟榔,芒消,丹皮,黄芩,黄连,蒲公英,没药,阿胶,三仙
西瓜霜,硼砂,黄柏,黄连,山豆根,射干,浙贝,青黛,冰片,无患子果,大黄,黄芩,甘草,薄荷脑
防己,商陆,麻黄,赤苓,桑根白皮,葶苈子,蛤蚧,尾全者,涂酥,杏仁
当归尾,赤芍,桃仁,红花,黑山栀,浙贝,天花粉,丝瓜络,川木通,炙甲片,炙乳香,炙没药
龙胆草,柴胡,川木通,甘草节,当归,金银花,皂角刺,赤芍,防风,黄连,吴茱萸
松香,樟脑,白芷,浙贝,轻粉,银朱,蜈蚣,冰片
当归,红花,赤芍,白芨,防风
天花粉,白芷,赤芍,郁金
天花粉,姜黄,白芷,赤芍
天花粉,姜黄,白芷,赤芍
葫芦壳,冬瓜皮,西瓜皮,大枣
琥珀,人参,白术,茯苓,桂枝,附子,干姜,砂仁,陈皮,破故子,桑白皮
金银花,白鲜皮,土茯苓,薏苡仁,防风,川木通,木瓜,皂角,当归,红花,大黄
三棱,五灵脂,甘遂,葶苈子,皂角,青皮,神曲,乌梅,陈皮,枳壳,木香,淡豆豉,大黄,芫花,巴豆,红大戟,石榴
杏仁,葶苈子,大黄,皂角,石榴皮,五灵脂,芫花,甘遂,红大戟,江子霜,淡豆豉,三棱
化毒散,没药,川贝,黄连,赤芍,天花粉,大黄,甘草,珍珠,牛黄,冰片,祛湿药膏,薄荷,白芷,防风,芥穗,连翘,苍术,大黄,鹤虱草,威灵仙,白鲜皮,五倍子,大风子,青黛面,蜂蜡
黄连,升麻,黄芩,黄柏,生栀子,金银花,防风,牛蒡子,当归,大黄,赤芍,甘草
黄连,升麻,葛根,柴胡,赤芍,川芎,当归,连翘,桔梗,黄芩,川羌,防风,金银花,甘草节
黄连,大黄,白蔹,马牙消,黄柏,大青盐,血竭,赤小豆半合,杏仁
黄连,黄芩,大黄,赤芍,生栀子,川芎,当归,连翘,菊花,天花粉,甘草,黄柏,玄参,桔梗,芥穗,薄荷,金银花,石膏
冬瓜皮,茯苓皮,黄芪,姜皮,大枣,白糖
黄芪,零陵香,赤芍,芎?,天麻,防风,生干地黄,蜂蜡,清油
黄芪,甘遂,青皮,麦芽,红大戟,陈皮,神曲
小茴香,大茴香,橘核,荔枝核,破故子,肉桂,川楝子,元胡,莪术,木香,香附,青皮,昆布,槟榔,乳香,桃仁,穿山甲
金钱草,车前子,茯苓皮,炮甲,泽兰,大腹皮,丹参,山药,泽泻,黄芪
熟地,山萸肉,丹皮,山药,茯苓,泽泻,肉桂,附子,牛膝,车前子
鲫鱼,冬瓜皮
露蜂房,杏仁,清油,穿山甲,当归,木鳖子,白胶香,虢丹,蛇蜕皮,乳香,没药,男子乱发,挪却鸡子大,加玄参,黄芪
半夏,当归,昆布,海藻,僵蚕,川木通,陈皮,白术,茯苓,苦参,黄连,甘草
板兰根,马勃,薄荷,蒲公英,瓜蒌,玄参,桔梗,生地,赤芍,重楼,郁金,露蜂房
红大戟,芫花,甘遂,葶苈子,巴豆,黑牵牛,白芥子
附子,茯苓,泽泻,山萸肉,山药,车前子,丹皮,肉桂,川牛膝,熟地
附子,茯苓,泽泻,山萸肉,山药,车前子,丹皮,肉桂,川牛膝,熟地
僵蚕,白果,白茅根,桑白皮,地肤子,黄芪,当归,熟地,阿胶,肉桂
当归,川芎,川牛膝,独活,茯苓,泽泻,乌药,红花,穿山甲,陈皮,枳壳,甘草
柴胡,白芍,当归,茯苓,白术,甘草,黄芩,半夏,白芷,陈皮,桔梗
薄荷,野菊花,土贝母半握,白茅根
牛膝,硇砂,细辛,丹参,白术,郁李仁
白芍,故纸,自然铜,没药,羊胫骨灰,茯苓,骨碎补,川乌,木鳖子,虎骨随多少
连翘,金银花,蒲公英,败酱草,冬瓜子,赤芍,丹皮,大黄,赤小豆,甘草节,土贝母,犀黄丸
金银花,连翘,天花粉,白芷,薏苡仁,赤芍,甘草
金银花,黄芩,连翘,蒲公英,天花粉,赤芍,薄荷
大黄,蒲公英,红藤,厚朴
川羌,独活,柴胡,前胡,枳壳,茯苓,防风,荆芥,桔梗,川芎,甘草
乳香,没药,马钱子,麻黄,土元,自然铜
马钱子粉,麻黄,乳香,没药
干姜,大蒜头,槐枝,葱白,花椒,樟丹
川楝子,小茴香,乌药,元胡,肉桂,芦巴子,干姜,吴茱萸,良姜,橘核,广木香,大黄
红大戟,芫花,沉香,檀香,南木香,槟榔,莪术,大腹皮,桑白皮,黑白牵牛,巴豆
桑白皮,红大戟,雄黄,茯苓,芫花,甘遂,商陆,泽泻,巴戟天,葶苈子
瓜蒌,牛蒡子,天花粉,黄芩,生栀子,连翘,皂角刺,金银花,甘草,陈皮,青皮,柴胡
瓜蒌,急用则烂研,当归,甘草,通明没药,乳香
瓜蒌,干姜,甘草,金银花,牛蒡子
枳壳,厚朴,大腹皮,白芥子,莱菔子,泽泻,陈皮
三棱,莪术,赤芍,黄柏,大茴香,元胡,槟榔,紫苏,陈皮,青皮,川羌,大腹皮,荆芥,桔梗,半夏,黄连,芒消,大黄,防风,柴胡,千斤拔,姜
大黄,枳壳,生地,刘寄奴,赤芍,桃仁
鲤鱼头,冬瓜皮
葶苈子,川贝,杏仁,赤苓,紫菀,五味子,人参,桑白皮
制茅术,姜川朴,带皮苓,冬瓜皮,车前子,急性子,大腹皮,通草,泽泻,蝼蛄虫,肉桂
连翘,防风,白芷,黄连,苦参,薄荷,当归,芥穗,天花粉,甘草,黄芩,赤芍,柴胡,麻黄,川羌,黄柏,苦地丁,大黄,金银花
连翘,黄连,当归,甘草,柴胡,黄柏,金银花,防风,苦参,芥穗,黄芩,麻黄,苦地丁,白芷,薄荷,天花粉,赤芍,川羌,大黄
金银花,川贝,蒲公英,夏枯草,红藤,连翘
连翘,前胡,人参,赤芍,荠苨,桔梗,玄参,桑根白皮,黄芩,甘草,防风,赤苓,黄芪
蓖麻子,当归,木鳖子,郁金,白芷,草乌,甘草,大黄,赤芍,自然铜,醋淬,僵蚕,苏枋木,白芨,白蔹,樟丹,乳香,没药,麻黄,天南星,沥青,铅粉,葱白,麻油
露蜂房,蛇蜕皮,玄参,黄芪,蛇床人,杏仁,乱发,樟丹,蜂蜡
昆布,海浮石,川贝,牡蛎,天葵子
麻黄,甘草,附子
牡蛎,泽泻,蜀漆,葶苈子,商陆根,海藻,天花粉
木香,陈皮,甘草,三棱,莪术,车前子,大腹皮,赤小豆,砂仁,苍术,川木通,山楂,川萆解,姜皮
黄连,石膏,黄芩,薄荷,莲心,白芷,桔梗,菊花,川芎,赤芍,当归,黄柏,芥穗,栀子,大黄,甘草,连翘,朱砂,明雄黄,牛黄,冰片
何首乌,当归,川芎,生地,续断,茯苓,白芍,白芷,半夏曲,藿香叶,紫草茸,甘草
蒲公英,粳米
黄芩,连翘,黄连,黄柏,赤芍,甘草
橄榄,金银花,黄芩,蝙蝠葛根,麦冬,玄参,白芍,桔梗
白术,赤苓,木猪苓,舶上茴香,泽泻,赤芍,苏叶,葫芦巴,枳实,槟榔,桃仁,地肤子
金银花,当归,地榆,麦冬,玄参,生甘草,薏苡仁,黄芩
芙蓉叶,桑叶,白蔹,白芨,大黄,黄连,黄柏,紫车前,白芷,雄黄,芒消,赤小豆
连翘,金银花,蒲公英,紫花地丁,黄芩,车前子,丹皮,地骨皮,瞿麦,匾蓄,赤芍,冬瓜子
连翘,蒲公英,金银花,野菊花,黄芩,瓜蒌,生地,甘草
黄连,石膏,桔梗,甘草,知母,玄参,地黄,丹皮,天花粉,连翘,栀子,黄柏,黄芩,赤芍
黄连,石膏,桔梗,甘草,知母,玄参,地黄,丹皮,天花粉,连翘,栀子,黄柏,黄芩,赤芍
连翘,栀子,牛蒡子,黄芩,薄荷,防风,荆芥,玄明粉,金银花,玄参,大黄,桔梗,黄连
甘草,玄参,前胡,薄荷,牛蒡子,栀子,黄连,石膏,连翘,荆芥,防风,桔梗
川羌,薄荷,防风,牛蒡子,金银花,连翘,栀子,莲心,当归,赤芍,川芎,甘草
血竭,儿茶,乳香,没药,元胡,赤小豆,花椒,麝香,地龙,冰片
柴胡,香附,青皮,赤芍,丹参,王不留行,鸡血藤,牡蛎,海藻,昆布,淫羊藿,菟丝子
桑白皮,赤苓,防己,木香,苏子,郁李仁,川木通,大腹皮,槟榔,青皮
赤芍,丹皮,炙僵蚕,牛蒡子,山豆根,挂金灯,菊花,金银花,黄芩,知母,桔梗,生甘草,射干
穿山甲,甘草,防风,没药,赤芍,白芷,归梢,乳香,川贝,天花粉,角刺,金银花,陈皮
蛤壳,捶碎洗净,本草云,红大戟,山慈菇,千金子,纸裹压出油,麝香
人参,没药,当归尾,甘草,瓜蒌
人参,木香,防己,茯苓,槟榔,川木通,葶苈子
牛黄,浙贝,冰片,大珍珠,马勃,大梅片,琥珀,硼砂,人指甲,如一时难觅,即用煅龙骨,青鱼胆,阴干收用,如无青鱼胆,即用干青果核
厚朴,姜制,白术,木瓜,木香,草果,槟榔,附子,茯苓,干姜,甘草,干姜,大枣
芥穗,防风,蝉蜕,生薏仁,生枳,生白术,车前子,车前草,菊花
牛蒡子,桔梗,青皮,升麻,黄芩,天花粉,甘草,玄参,桅子,黄连,连翘,葛根,白术,防风,生地
陈皮,川贝,香附,乌药,当归,白术,茯神,黄芪,酸枣仁,远志,人参,木香,甘草
白樟柳根,赤小豆,陈皮,木香
灯心草,研末入水澄之,浮者为灯心草,取出又晒干,入药用,赤白茯苓,茯神,滑石,猪苓,泽泻
没药,琥珀,肉桂,赤芍,当归,细辛,麝香
当归,桂枝,赤芍,麝香,琥珀,没药,甘草,细辛
生川乌,生草乌,半夏,白芨,赤小豆,芙蓉叶,五倍子
葶苈子,茯苓,猪苓,白术,木香,泽泻,川木通,甘草,辣桂,滑石
葶苈子,川贝,杏仁,紫菀,茯苓,五味子,人参,桑白皮
陈皮,青皮,冬瓜皮,茯苓皮,当归,厚朴,枳壳,砂仁,泽泻,车前子,鲜姜皮
水牛角,连翘,青黛,黄连,牛蒡子,玄参,地黄,桔梗,芒硝,赤芍,甘草
姜皮,桑白皮,陈皮,大腹皮,茯苓皮
金银花,野菊花,蒲公英,紫花地丁,天葵子
朱砂,乳香,硼砂,赤芍,当归,雄黄,麝香,黄连
橘红,赤苓,大黄,连翘,黄芩,栀子,半夏,玄参,牡蛎,天花粉,桔梗,瓜蒌,僵蚕
知母,连翘,金银花,穿山甲,瓜蒌,丹参,生明乳香,生明没药
当归,麻黄,川芎,细辛,雄黄,川羌,防风,苍术,甘草,天南星,地龙,生川乌,荆芥油
金银花,当归,生甘草,蒲公英,牛蒡子,芙蓉叶,用桔梗,天花粉
木瓜,栀子,大黄,蒲公英,地鳖虫,乳香,没药
芙蓉叶,紫荆皮,白芷,当归,骨碎补,独活,何首乌,天南星,橙橘叶,赤芍,石菖蒲,肉桂
黄柏,苍术,姜黄,大黄,透骨草,散血草,陈皮,香附,甘草
猪苓,泽泻,川木通,车前子,葶苈子,地骨皮,五加皮,姜皮,海金砂,枳壳
滑石,川木通,白术,黑牵牛,通草,茯苓,茯神,半夏,陈皮,木香,瞿麦穗,公丁香
牛黄,珍珠,雄黄,大黄,黄连,甘草,天花粉,川贝,赤芍,乳香,没药,冰片
玄参,升麻,22,大黄,犀角,甘草
鲜牛蒡草,鲜凤仙透骨草,生川乌,桂枝,大黄,当归,生草乌,生附子,地龙,僵蚕,赤芍,白芷,白蔹,白芨,川芎,续断,防风,荆芥,五灵脂,木香,香橼,陈皮,肉桂,乳香,没药,苏合香,麝香
黄芪,党参,白术,山药,甘草,茯苓,石韦,野山楂,丹参,制萸肉
薏苡仁,附子,败酱草
薏苡仁,瓜蒌仁,丹皮,桃仁,白芍
金银花,山豆根,重楼,天花粉,浙贝,白芷,防风,赤芍,乳香,制没药,甘草
瓜蒌,蜂蜡,白芷,麻油,麝香,松香,零香,藿香,杏仁,升麻黄蓍,赤芍,白芨,白蔹,甘草
北芪,白术,防风,苍耳子,辛荑花,白芷,菊花,川木通,五味子,桑螵蛸
麻黄,石膏,干姜,甘草,大枣
九龙川,木香,海风藤,土元,豆豉姜,皂角,香加皮,莪术,买麻藤,托盘根,樟木,徐长卿,降香,两面针,碎骨木,羊耳菊,虎杖,蝉翼藤,千斤拔,朱砂根,横经席,穿壁风,鹰不扑,草乌薄荷脑,樟脑
公丁香,木香,瓜儿血竭,儿茶,熟大黄红花,当归头,莲子,茯苓,白芍,丹皮,甘草
蒲公英,黄柏,赤芍,丹皮,桃仁,土茯苓,白芷
川羌,独活,青皮,防风,黄连,赤芍,细辛,甘草节,蝉蜕,僵蚕,金线重楼,泽兰,金银花
紫花地丁,当归,赤芍,大黄,黄芪,金银花,甘草节
山慈姑,红大戟,千金子霜,五倍子,麝香,朱砂,雄黄
紫菀,去苗,麻黄,川贝,大腹皮,杏仁,双仁,赤苓,桑根白皮,猪苓,槟榔
金银花,当归尾,赤芍,乳香,没药,陈皮,白芷,防风,穿山甲,皂角刺,天花粉,川贝,甘草,酒
苍术,黄柏,土茯苓,大黄,五倍子
龙胆草,王不留行,地龙,蛇蜕,虎杖,鱼腥草,败酱草,泽兰,穿山甲
炙山甲,炒皂刺,当归尾,浙贝,天花粉,乳香,没药,白芷,防风,金银花,陈皮,生甘草
活鲤鱼,赤小豆,花生米,大蒜,茶叶一小撮
防己,苍术,薏苡仁,知母,连翘,蒲公英,萆薢,金钱草,秦艽,川芎,生甘草
金樱子,菟丝子,女贞子,枸杞子,车前子,丹参,党参,蒲公英,赤小豆,萆薢
蒲公英,香附,青皮,陈皮,远志,连翘,益母草
全瓜篓,蒲公英,陈皮,赤芍,丝瓜络,甘草
桂枝,白芍,甘草,干姜,大枣,白芷,大黄
苍术,细棉,茵陈蒿,当归,赤芍,泽泻,连皮茯苓,郁金,猪苓
桑叶,金银花,女贞子,旱莲草,赤勺,白芍,车前子,太子参,白扁豆,茯苓,川楝子,丹皮
忍冬藤,蒲公英,雄黄
麻黄,干姜,肉桂,半夏,橘红,浙贝,白芥子,茯苓,鹿角胶,生甘草,熟地
夏枯草,丹参,半夏,海藻,昆布,茯苓,陈皮,枳壳,川芎
防己,茯苓,泽泻,猪苓,生黄芪,桂枝,白术,党参,甘草
枳壳,郁金,当归,葶苈子,桑白皮,大腹皮,丹参,茯苓,白术,泽泻,猪苓
藤梨根,柴胡,川芎,红花,丹参,赤芍,枳壳,生地,当归,甘草
大黄,黄柏,苍术,蒲公英,芒硝,五倍子,白矾,当归,赤芍,泽兰,细辛
刘寄奴,虎杖,天南星,半枝莲,地肤子,地鳖虫,黄柏,红花
黄芪,防己,白术,川芎,何首乌,泽泻,生山楂,丹参,茵陈蒿,水牛角,淫羊藿,大黄
益母草,紫草,紫花地丁,赤芍,丹皮,生甘草
桂枝,白芍,玄参,甘草,大枣,干姜,桃仁,红花,葛根,牡蛎
石膏,柴胡,黄芩,党参,制半夏,干姜,大枣,板蓝根,海藻,橘核,生甘草
蝉蜕,僵蚕,姜黄,大黄,桔梗,甘草,山豆根,玄参,黄芩,蒲黄
王不留行,夏枯草,牡蛎,苏子
姜制半夏,桂枝,射干,甘草
红藤,赤芍,连翘,橘核,王不留行,龙胆草,生甘草
菊花,黄芩,桂枝,红花,白芍,葛根,川芎,麻黄,大黄,革草
蒲黄,野菊花,黄芩,大黄,鱼腥草,芒硝,蒲公英,忍冬藤
夏枯草,连翘,柴胡,黄芩,浙贝,大青叶,僵蚕,桔梗,板兰根,石膏,甘草
龙胆草,当归,黄芩,柴胡,栀子,僵蚕,茯苓皮,生甘草,泽泻,川木通,滑石,车前子
续断,当归,赤芍,川芎,红花,枳壳,大黄,姜黄,香附,五加皮,伸盘草,艾叶
生川乌,生草乌,片姜黄,威灵仙,天花粉,麻黄,桂枝,赤芍,甘草
金银花,连翘,玄参,牛蒡子,板兰根,桔梗,山豆根,黄芩,葛根,甘草
山桔根,金扁柏,马兰根,半边莲,黄花远志,马鞭草,生黄芪,丹参,大腹皮,鸡内金
升麻,当归,丹皮,旱莲草,女贞子,生地,地骨皮,山萸肉,忍冬藤,骨碎补,露蜂房,细辛
白术,茯苓,猪苓,泽泻,桂枝,鲜茅根
金银花,野菊花,紫花地丁,蒲公英,玄参,紫背天癸,黄连,乳没,皂角刺,穿山甲,柴胡
党参,石膏,生黄芪,当归,大黄,夏枯草,连翘,金银花,浙贝,白芷,土茯苓,甘草
夏枯草,桑白皮,香附,甘草
玄参,牡蛎,浙贝,夏枯草,百部,海藻,昆布,香附,青皮,桃仁,柴胡
金银花,蒲公英,紫花地丁,当归,赤芍,白矾,甘草
建曲,蒲公英
赤芍,桃仁,红花,川芎,三七粉,土元,泽兰,当归,甘草
金银花,蒲公英,苦地丁,天花粉,浙贝,薄荷,牛蒡子,锦灯笼,玄参,生地
当归,川芎,赤芍,桃仁,炮穿山甲,红花,川牛膝,乳香,地龙,枳壳,大黄
乌药,香附,甘松,丹参,红花,苏木,泽兰,土茯苓,薏苡仁,车前子,忍冬藤,大丁黄
柴胡,黄芩,人参,甘草,半夏,干姜,大枣,射干,夏枯草
海藻,昆布,夏枯草,浙贝,香附,半夏,水蛭,土元,三棱,莪术,连翘,白花蛇舌草
五倍子,白芨,白头翁,白鲜皮,白术,白芍,甘草
百合,乌药,白芨,蒲公英,白约,陈皮,枳壳,甘草
金银花,当归,穿山甲,乳香,没药,防风,白芷陈皮,赤芍,天花粉,浙贝,皂角刺,甘草
五味子,附子,茯苓,白芍,白术,柴胡,乌梅,干姜,蝉蜕,浮萍草
川乌,生黄柏,大黄,细辛,虎仗,天南星,露蜂房,公丁香,肉桂,薄荷脑
浙贝,黄柏,独活,蒲黄,樟脑,冰片,黄芩
生黄芪,白术,茯苓,党参,金银花,白芷,皂角刺,川芎,当归,白芍,甘草
黄芪,党参,白术,茯苓,猪苓,泽泻,桂枝,干姜,白芍,甘草
女贞子,墨旱莲,何首乌,知母,黄柏,金银花,菊花,甘草,白花蛇舌草,丹参,山楂,薏苡仁
猪苓,白术,泽泻,桂枝,丹参
鳖甲,黄芪,茯苓,猪苓,大腹皮,泽兰,制附子,甘遂
骨碎朴,赤芍,红花,续断,木贼,泽兰,川牛膝,白芷,三七,当归,大黄,茜草
金银花,连翘,蒲公英,紫花地丁,玄参,丹参,赤芍,败酱草,当归,蜈蚣,甘草
鬼箭羽,丹参,秦花,泽兰,泽泻,穿山甲
牛蒡子,淫羊藿,黄芪,丹参,益母草,熟地,山萸肉,茯苓,地龙,白茅根,黄连
金银花,连翘,玄参,石膏,山豆根,黄连,桔梗,牛蒡子,大黄,黄芩,甘草
丹皮,金银花,净连翘,赤芍,苦参,川芎,板蓝根,黄芩,紫草,当归尾
白芥子,王不留行,重楼,八角金盘,薏苡仁,瓜蒌,香附,淫羊藿,仙鹤草,穿山甲,黄芪,当归
土茯苓,鱼腥草,益母草,车前草,白茅根,茜草,生槐花,黄芪
猫爪草,淫羊藿,菟丝子,元胡,郁金,莪术,浙贝,甘草,炮穿山甲
柴胡,赤芍,香附,川芎,枳壳,红花,橘红,甘草,厚朴,大黄,丹参,桔梗
金银花,连翘,紫花地丁,天葵子,玄参,牛蒡子,穿山甲,马勃
蒲公英,皂角刺,柴胡,天花粉,连翘,玄参,瓜蒌,浙贝,王不留行,生甘草
当归,白芍,川芎,白术,泽泻,茯苓,黄芪,防己,干姜,大枣
知母,黄柏,熟地,泽泻,茯苓,丹皮,玄参,麦冬,桔梗,白芍,肉桂,生甘草
党参,白术,茯苓,白扁豆,山药,百合,薏苡仁,甘草
金银花,连翘,蝉蜕,紫草,生地,丹皮,赤芍,白花蛇舌草,茯苓,甘草
黄柏,乳香,没药,木鳖子,桑白皮,鹿角霜,山慈菇,赤芍
桃仁,当归,赤芍,川芎,大黄,黄柏,苍术,土亢,泽泻,车前子
板蓝根,葛根,白花蛇舌草,柴胡,连翘,浙贝,射干,荆芥
半边莲,白矾,地骨皮,陈皮,青蒿,天麻,雄黄,丹皮,蛇床子,白芷,血蝎,白芨
木黄连,半边莲,穿心莲,金莲花,半枝莲,马齿苋,木香,炒砂仁,甜石莲子,罂粟壳
金银花,蝉蜕,重楼,鱼腥草,白花蛇舌草,半枝莲,车前子,白茅根,丹参,益母草
苍术,黄柏,土茯苓,赤芍,秦艽,牛膝,萆薢,防己,威灵仙,甘草
薏苡仁,附子,败酱草
穿山甲,皂角刺,当归,赤芍,浙贝,白芷,丹皮,生地,黄芩,金银花,生甘草
神曲,猪牙皂荚
红大戟,甘遂,大腹皮,车前子,泽泻,猪苓,木香,芫花,沉香,厚朴,神曲半块麝香
生地,玄参,丹皮,薄荷,白芍,黄芩,蝉蜕,牛蒡子,板蓝根,山豆根,麦冬,肉桂
鹿角片,狗肾,骨碎补,核桃仁,元胡,续断,香附,当归,桃仁,丹参,苏木,地龙
黄芪,防己,薏苡仁,茯苓,土茯苓,益母草,当归,红花,川芎,赤芍,桃仁,地龙
丹参,玄参,当归,红花,水蛭,元胡,黄芪,苍术,黄柏,川牛膝
雄黄,天南星,生麻黄,水蛭,生栀仁,大黄,川红花
熟地,山萸肉,石菖蒲,草决明,山药,茯苓,泽泻,胥葙子,菟丝子,丹皮
蒲公英,酒精
白花蛇舌草,穿破石,入地金牛,半枝莲,大凤艾,透骨消,三棱,莪术
芡实,白术,茯苓,山药,菟丝子,金樱子,黄精,百合,枇杷叶
金银花,连翘,黄芩,黄连,牛膝,山豆根,射干,赤勺,玄参,六神丸
连翘,黄芩,薄荷,牛蒡子,柴胡,玄参,射干,川贝,甘草,荆芥
棕衣,土茯苓
黑丑,黑丑,红糖,干姜,大枣
麻黄,连翘,杏仁,甘草,白梓皮,赤小豆,野菊花,白茅根
冬瓜子,芦根,薏苡仁,败酱草,桔梗,丹皮,赤芍,甘草
大黄,紫花地丁,蒲公英,皂角刺
炙乳香,炙没药,儿茶,血竭,巴豆,桑白皮,广木香,麝香
鲜苍耳子,野菊花,薄荷,川羌,独活,生锦文,天南星,白芷,生地,赤芍,栀子,黄芩
五灵脂,威灵仙,蒲公英
当归,黄芪,香附,地壁虫,甘松,山奈,落得打,细辛,血竭,乳香,制没药
青皮,白芷,当归,柴胡,浙贝,天花粉,金银花,僵蚕,甘草,糖栝楼,生甘草,当归
山羊角,经霜土楝子,头尖,露蜂房
蒲公英,忍冬藤,丹皮,赤芍,丹参,生甘草,醋延胡,参三七粉
