白头翁,甘草,阿胶,黄连,黄柏,陈皮
白芍,生地,菊花,蒺藜,白芷,葛根,石膏,代赭石
薄荷,防风,杭菊花,生山栀,龙胆草,金银花,僵蚕,木瓜,重楼,天麻,川芎
熟地,山萸肉,麦冬,五味子,人参,白芍
干姜,葱白,韭白,蒜白,白凤仙花,根,槐枝,柳枝,桑枝,桃枝,侧柏枝,莱菔子,白芥子,山楂子,苏子,艾叶,花椒,石菖蒲,陈香橼,小磨麻油,樟丹,白术,大黄,苍术,生香附,香附,生灵脂,醋灵脂,生延胡,醋延胡,川芎,白芍,当归,柴胡,薄荷,川羌,独活,防风,白芷,杏仁,神曲,麦芽,陈皮,半夏,浙贝,胆南星,前胡,郁金,乌药,蒲黄,赤苓,泽泻,黄芩,黑山栀,川乌,草乌,桔梗,甘草,枳壳,枳实,瓜蒌,红大戟,皂角,肉桂,槟榔,黄柏,青皮,木香,威灵仙,砂仁,川楝子,赤芍,桃仁,红花,没药,乳香,三棱,莪术,藿香,良姜,小茴香,草果,连翘,僵蚕,全蝎,木鳖子,防己,穿山甲,川木通,车前子,明雄,白矾,降香,益智仁,吴茱萸,黄连,细辛,茵陈蒿,蓖麻子,厚朴,葛根,生巴仁,甘遂,芫花,黑丑,陈壁土,轻粉,葶苈子,肉桂,公丁香
菊花瓣,猪瘦肉,鸡蛋,鸡汤,食盐,白砂糖,绍酒,胡椒粉
菊花,赤白芍,蒺藜,丹皮,钩藤,天麻,夜交藤,生地,桑椹子
菊花,生山楂片,草决明子
莲须,桑椹子,女贞子,旱莲草,山药,牛膝,龟板,牡蛎
龙胆草,黄芩,栀子,丹皮,生地,白茅根,大黄,牛膝
羚角片,霜桑叶,川贝,竹茹,鲜生地,双钩藤,菊花,茯神,生白芍,生甘草
羚羊粉,菊花,草决明,五味子
羚羊角粉,生石决明,石膏,龙胆草,僵蚕,全蝎,钩藤
望月砂,夜明砂,女贞子,马料豆,黑脂麻,大枣
龙胆草,黄芩,生地,羚羊粉,茯神,丹参,车前子
夏枯草,香附,当归,白芍,川芎,熟地,钩藤,珍珠母,泽泻,车前草,乌梅,槟榔,荷叶,菊花,甘草,琥珀
霜桑叶,菊花
磁石,代赭石,珍珠母,半夏,酒曲,酒曲,牛膝,薄荷脑,冰片,猪胆汁
白术,柴胡,茯苓,山药,神曲,山楂,枳壳,两头尖,厚朴,鳖甲,白薇,何首乌,白芍,白芥子
桑寄生,玉米须,龙骨,磁石,何首乌,川芎,淫羊藿,杜仲
赤芍,川芎,当归,丹参,郁金,牛膝,小胡麻,蒺藜,蝉蜕,神曲,焦山楂,甘草
羚羊角粉,天麻,嫩钩藤,蒺藜,桑叶,天竺黄,京赤芍
柴胡,青皮,陈皮,佛手,乌药,香附,木香,檀香,公丁香,沉香,广藿香,砂仁,豆蔻,厚朴,枳壳,川羌,白芷,铁丝威灵仙,细辛,木瓜,防风,钩藤,僵蚕,胆南星,天竺黄,桑寄生,何首乌,牛膝,川芎,熟地,龟板,元胡,乳香,没药,白芨,人参,白术,茯苓,肉桂,黄连,冰片,朱砂,羚羊角粉
川芎,川牛膝,地骨皮,菊花,地龙,夏枯草,玉米须
黄芩,夏枯草,槐米,磁石,牛膝,当归,地黄,丹参,水蛭,钩藤,草决明,地龙,珍珠母
珍珠母,石决明,何首乌,白菊花,钩藤
石膏,葛根,赤芍,钩藤,苍耳子,柴胡,蔓荆子,黄芩,荆芥,薄荷,甘草,全蝎,蜈蚣
生地,当归,川芎,赤芍,白芍,桃仁,红花,蒺藜,天麻,石决明,牛子,升麻,地骨皮,白芥子,细辛,白芷,甘草,止痉散
桑叶,丹皮,菊花,炒枸杞子,煨天麻,焦山栀,生地,钩藤,橘红
石斛,肉苁蓉,麦冬,茯苓,五味子,人参,熟地,菟丝子,草决明,杏仁,山药,蒺藜,川芎,青葙子,甘草,牛膝,黄连,生地,天冬,防风,枳壳,菊花,枸杞子,生磁石,石膏
天麻,珍珠母,生白芍,生甘草,葛根,丹参,钩藤,忍冬藤,桑枝,秦艽,僵蚕,片姜黄
天麻,钩藤,石决明,栀子,黄芩,川牛膝,杜仲,益母草,桑寄生,夜交藤,茯神
党参,山萸肉,山药,五味子,茯苓,益智仁,破故子,宽,大枣,川芎,菊花
石膏,甘菊花,防风,芥穗,川羌活,羚羊粉,川芎,大豆卷,当归,白芷,甘草
玄参,生地,白芍,麦冬,夏枯草,钩藤,菊花,丹参,泽泻,生山楂,木香
北沙参,当归,石斛,白术,鸡内金,黄连,陈皮,枳壳,麦冬,山药,焦三仙,川牛膝,白豆蔻,半夏,白芍,甘草
天冬,麦冬,生地,熟地,新罗参,茯苓,干山药,枸杞子,牛膝,石斛,草决明,杏仁,菊花,菟丝子,羚羊粉,肉苁蓉,五味子,防风,甘草,沙苑子,黄连,枳壳,川芎,生乌犀,青葙子
珍珠母,当归,熟干地黄,九蒸九曝,人参,酸枣仁,柏子仁,犀角,茯神,沉香,龙齿
钩藤,菊花,半夏,茯苓,竹茹,白术,夏枯草,生地,车前子,怀牛膝,珍珠母,枸杞子
生地,白芍,丹皮,麦冬,石斛,天麻,菊花,石决明,柴胡,桑叶,薄荷,磁石
珍珠母,菊花,北沙参,白芍,枸杞子,山萸肉
磁石,代赭石,紫？？,生石决明,生白芍,紫草
生地,当归,羚羊骨,珍珠母,龙齿,钩藤,独活,白芍,菊花,桑寄生,薄荷,沉香
钩藤,白芍,甘草,地龙,僵蚕,木瓜
钩藤,墨旱莲,白芍,枳实,党参,木香,莪术,白术,甘草
蒺藜,黄菊花,黄芩,夏枯草,女贞子,肉桂
代赭石,夏枯草,半夏,猪苓,钩藤
天麻,牡蛎,珍珠母,草决明,葛根,酸枣仁,川芎,半夏,藁本,丹参,夏枯草,菊花,蒺藜
茯苓,白术,半夏,龙骨,牡蛎,干姜,陈皮,甘草,枳实,天麻,竹茹
桑寄生,杜仲,夜交藤,白芍,代赭,钩藤,酸刺仁,淫羊藿,牛膝
川芎,牛膝,小胡麻,香附,菊花,桂枝,生甘草,钩藤
仙鹤草,生地,天麻,白术,代赭石,白芍,龙骨,牡蛎,菊花,干姜
泽泻,天麻,丹参,磁石,白术,代赭石
丹参,泽泻,黄芩,半夏,天麻
天麻,川芎,赤芍,连翘,茯苓,半夏,胆南星,天竺黄,实,贝母粉,珍珠,石菖蒲
石决明,川芎,白芷,细辛
生地,何首乌,尤齿,珍珠母,赤芍,白芍,柏子仁,丹皮,茯苓,菊花,观皮,秦艽,蝉蜕
全蝎,地龙,甘草,川芎,丹参,赤芍,绿茶
天麻,钩藤,僵蚕,蜈蚣,全蝎,白芍,甘草
白介子,生地,丹皮,黄芪,麦冬,夜交藤,龙胆草
龙骨,牡蛎,珍珠母,夏枯草,白芍,何首乌,草决明,菊花,钩藤,川牛膝
葛根,钩藤,白薇,黄芩,小胡麻,蒺藜,桑寄生,磁石,牛膝,泽泻,川芎,野菊花
磁石,珍珠母,钩藤,藿香,半夏,白术,枳壳,茯苓,菊花,苏梗,竹茹
泽泻,白术,天麻,代赭石,法夏,茯苓,丹参
白芍,牡蛎,丹参,甘草,醋延胡索,苏木
生石决明,石膏,磁石,代赭石,新鲜猪胆汁
天麻,钩藤,牛膝,川芎,赤芍,红花,丹参,益母草,当归,桃仁
龙胆草,黄芩,柴胡,生地,车前子,泽泻,当归,甘草,不通
川芎,牛膝,白芍,细辛,僵蚕
柴胡,郁金,元胡,玄参,钩藤,决明,珍珠母,天麻,夏枯草
桑叶,川贝,生地,钩藤,菊花,茯神,生白芍,竹茹,羚角粉,生甘草,[方源]古方化裁
天麻,钩藤,半夏,代赭石,车前草,泽泻,丹参
旋覆花,天麻,川芎,代赭石,牛膝,半夏,白术,陈皮,茯苓,赤芍
天麻,钩藤,白芍,川芎,白芷,藁木,全蝎,夜交藤,甘草
菟丝子,枸杞子,太子参,麦冬,五味子,浮小麦,炙何首乌,白芍,菊花,牡蛎,龙骨
川芎,当归,红花,钩藤,白芷,赤芍,蜈蚣,全蝎,甘草,决明,白芍
板蓝根,土贝母,薏苡仁,苍术,夏枯草,木贼,香附
天麻,半夏,陈皮,茯苓,白术,甘草
柴胡,龙骨,牡蛎,葛根,白芍,生地,黄芩,半夏,枸杞子,茯苓,菊花,甘草
霜桑叶,菊花,天麻,枸杞子,蒺藜,钩藤,锻石决明,?豆衣,何首乌,女贞子,旱莲
天麻,生水蛭,天南星,干地龙,上元,川牛膝,石菖蒲,益草,苦参,甘松,草决明,夏枯草
地龙,生地,生山楂,草决明,玉竹
炙黄芪,地龙,赤芍,桃仁,红花,天麻,川芎,丹参
菝葜,牡蛎,马齿苋,磁石,三棱,莪术,青皮,陈皮,生薏米仁,生甘草,乌梅
女贞子,桑葚子,山萸肉,泽泻,白术,炒蒲黄,川芎,天麻,白菊花,柴胡,山楂,夜交藤
胆南星,天麻,乳香,全蝎,代赭石,麝香,白附子,冰片,僵蚕,金箔,为衣
菊花,地龙,牛膝,白芍,钩藤,生石决明,全蝎,甘草
何首乌,黑芝麻,女贞子,菟丝子,蔓荆子,蝉蜕,天冬,荷叶顶,蜈蚣,钩藤,龙骨
生山药,龙骨,牡蛎,生地,生白芍,牛膝,代赭石,柏子仁,火麻仁,大黄,天麻
龟板,鳖甲,牡蛎,生地,熟地,阿胶,麦冬,五味子,何首乌,桑叶,菊花,川芎
羚羊骨,决明,毛冬青,全蝎,芜活,川芎,天麻,僵蚕,钩藤,蜈蚣
夏枯草,地龙,黄芩,菊花,丹参,天麻,钩藤,枸杞子,泽泻,甘草
石菖蒲,泽泻,茯苓,菊花,蝉蜕,陈皮,天南星,白芍,决明
猪苓,茯苓,白术,桂枝,菊花,钩藤
菝葜,紫草,青皮,陈皮,三棱,莪术,薏苡仁,甘草,牡蛎,马齿苋
桑寄生,何首乌,郁金,葛根,三七,生槐末,赤芍,黄柏,钩藤
鲜生地,丹皮炭,焦山栀,荆芥,牛膝炭,黄芩,珍珠母,生甘草
金银花,连翘,黑山栀,夏枯草,天麻
大黄,厚朴,枳实,黄连,钩藤,僵蚕,板蓝根,大青叶,石膏,白芍
羚羊角片,椴龙齿,决明,天麻,天竺黄,香白薇,川贝,桑寄生,钩藤,鲜石菖蒲,沉香
枸杞子,菊花,山萸肉,山药肉,丹皮,泽泻,熟地,茯苓
羚羊角粉,决明,炒黄芩,栀子,胆南星,天麻,化橘红,茯苓
赤芍,丹皮,丹参,钩藤,女贞子,沙苑子,川芎,葛根,泽泻,益母草,酸枣仁,琥珀
生石决明,草决明
生地,熟地,山萸肉,枸杞子,白芍,酸枣仁,茯神,远志,龙骨,牡蛎,知母,丹皮
白芍,木瓜,钩藤,丹参,甘草,淫羊藿
青礞石,生川军,沉香片,黄芩,玄明粉,竹沥,半夏,旋覆花,代赭石,决明,夏枯草,菊花
茯苓,桂枝,白术,甘草,泽泻,夏枯草
葛根,蝉蜕,珍珠母,磁石,锻龙齿,柴胡,苦丁茶,甘草,白芍,黄芪,当归,丹参
石膏,龙胆草,紫花地丁,-蒲公英,钩藤,制大黄,羚羊粉
紫石英,白藜芦,天麻,生地,熟地,广砂仁,当归,菊花,贡阿胶,芒果,菊花,桑叶
何首乌,熟地,菟丝子,枸杞子,菊花,桑叶
银柴胡,炒黄芩,制半夏,荆芥,防风,夏枯草,香附,甘草
川芎,当归,菊花,蒺藜,今虫粉,天麻,夜交藤,决明
木贼,香附,紫草,板蓝根,生地,生苡米,赤芍,磁石,茵陈蒿
天麻,钩藤,生石决明,杜仲,怀牛膝,白芍,代赭石,桑寄生,酸枣仁,石菖蒲,郁金,远志
半夏,白术,陈皮,天麻,茯苓,甘草
女贞子,旱莲草,白芍,天冬,怀牛膝,代赭石,菊花,陈皮,牡蛎,半夏,钩藤,竹茹
川羌,野菊花,金银花,栀子,板蓝根,黄芩,连翘,草决明,荆芥,防风,大青叶
钩藤,桑寄生,牛膝,夏枯草,黄芩,连翘,白芍,决明,桑枝
天麻,干地龙,酸枣仁,生杭芍
全蝎,蜈蚣,黄连,黄芩,天竺黄,远志,广木香,淡竹叶,栀子,菊花,钩藤,川贝,酸枣仁
珍珠母,僵蚕,天麻,蝉蜕,金虫,胆南星,朱砂
炙全蝎,钩藤,紫河车
连翘,山慈菇,夏枯草,蒲公英,苦地丁,牡蛎,海浮石,苦参,柴胡
龙胆草,大青叶,连翘,栀子,黄芩,黄连,丹皮,生地,玄参,天麻,钩藤
生地,苦参,蝉蜕,枸杞子,荆芥,蒺藜,乌梅,枳壳,防己,大黄,生甘草
牡蛎,磁石,丹皮,夏枯草,菊花,泽泻,茵陈蒿,黄芩,生地,怀牛膝
泽泻,白术,钩藤
半夏,白术,天麻,茯苓,全蝎,地龙,炙僵蚕,陈皮
大黄,黄芩,栀子,代赭石,钩藤,地榆,侧柏叶,茜草,牛膝,甘草
龟板,决明,菊花,钩藤,牛膝
牛黄,天麻,磁石,青黛,栀子,郁金,天竺黄
党参,吴茱萸,半夏,柴胡,黄芩,牡蛎,代赭石,大枣,干姜,甘草
天竺黄,人工牛黄,麝香,冰片,石菖蒲,远志,天南星,决明,天麻,钩藤
赤勺,丹皮,丹参,钩藤,女贞子,沙苑子,川芎,葛根,泽泻,益母草,酸枣仁,琥珀
石决明,草决明
白术,泽泻,枸杞子,半夏,茯苓,菊花,天麻,钩藤,丹参,磁石,甘草
黄精,川芎,赤勺,黄芩,元胡,柏子仁,夏枯草,珍珠母
泽泻,白术,丹参,茯苓,半夏,钩藤,天麻,陈皮,干姜,竹茹
全蝎,地龙,炮穿山甲,黄芪,水蛭,地鳖虫,红花,丹参,葛根,北沙参,川芎,钩藤,天麻,茯苓,白芍,桂枝,石菖蒲,当归,甘草
水牛角,生地,赤芍,丹皮,地龙,钩藤,天麻,黄芩,栀子,川牛膝,怀牛膝,葛根,丹参,川芎,白芍,胆南星,代赭石,全蝎,蜈蚣,僵蚕,甘草
川药,牛膝,琥珀,蔓荆子,僵蚕,生石决明
泽泻,牡蛎,天麻,陈皮,党参,茯苓,甘草,半夏,石菖蒲,白术,钩藤
生地,天麻,杭菊花,决明,夏枯草,沙苑子,牛膝,钩藤,甘草
白术,茯苓,山药,僵蚕,钩藤,菊花,天麻,白芍,甘草
川芎,山楂,黄芩,槐米,桑寄生,夏枯草,菊花,白芍,丹参,洋地黄
天麻,钩腾,代赭石,决明,菊花,半夏,泽泻,当归,白芍,川芎,全蝎,僵蚕,龙胆草,蜈蚣
天南星,天麻,川芎,白术,大黄,磁石,泽泻,牡蛎
天麻,半夏,代赭石,白芍,钩藤,白术,茯苓,泽泻
川芎,白芷,僵蚕,制半夏,柴胡,决明
泽泻,白术,天麻,半夏,云茯苓,陈皮,白芍,葛根,川芎
天麻,何首乌,防己,莲心,菊花,杜仲,吴茱萸,石菖蒲,山楂,泽泻,当归,白果,川芎,丹参,三七,枸杞子,淫羊藿,夏枯草
薄荷,柴胡,当归,白芍,白术,茯苓,甘草,丹皮,栀子,甘菊花
蔓荆子,菊花,钩藤,薄荷,川芎,白芷,细辛,甘草
珍珠母,甘菊花,女贞子,丹参,旱莲草,山栀子,半夏,生黄芪,天麻,枸杞子
密蒙花,菊花,夏枯草,川芎,决明,天麻,钩藤,牛膝,桑寄生,黄芩,甘草
磁石,稀莶草,玄参,车前草,小蓟,夏枯草,益母草
防风,柴胡,桑叶,菊花,草决明,蝉蜕,甘草
天麻,全蝎,构腾,洋金条,蜈蚣
天麻,钩藤,丹参,磁石,菊花,远志,泽泻,陈皮,白术,茯苓,栀子,甘草
丹参,桃仁,红花,川芎,菊花,天麻,僵蚕,蔓荆子,半夏,枳实,远志,酸枣仁
当归,生地,白芍,僵蚕,天麻,枸杞子
百合,牡蛎,代赭石,夜交藤,生地,酸枣仁,知母,白芍
大黄,丹参,泽泻,钩藤,水蛭,人参,半夏,石菖蒲
天麻,丹参,钩藤,牛膝,黄芩,陈皮,半夏,茯苓,竹茹,生甘草,石菖蒲,地龙,全蝎,豨签草
生黄芪,生地,桑叶,夏枯草,菊花,当归身,丹皮,乌药,沉香
川芎,白芍,钩,菊花,小胡麻,甘草,葛根,生地,地龙,炙山甲
夏枯草,蚕虫壳,车前草,制女贞,珍珠母,荠菜花
烯莶草,夏枯草,龙胆草
黄芪,栀子,怀牛膝,菊花,钩藤,决明
丹皮,夏枯草,茜草,赤勺
旋覆花,钩藤,泽泻,代赭石,半夏,茯苓,白芍,甘草,干姜,大枣
天麻,地龙,僵蚕,地鳖虫,枳实,全蝎,蜈蚣
当归,生地,赤芍,黄芩,木贼,生栀子,蝉蜕,甘菊花,蒺藜,紫草,甘草
天麻,钩藤,羚羊粉,黄芩,全蝎,栀子,生地,泽泻,车前子,夏枯草,决明,益母草
天麻,钩藤,茯苓,僵蚕,丹参,夜交藤,白糖
钩藤,夏枯草,小胡麻,草决明,黄芩,茶叶
龙胆草,大黄,川羌,防风,当归,川芎,琥珀,生龙齿
生地,白芍,北沙参,枸,麦冬,知母,钩藤,牡蛎,桑白皮,夏枯草,川芎,百合
黄连,黄芩,制大黄,吴茱萸,木香,半夏,紫苏,蛤壳,枳壳,白芍,甘草
柴胡,白芍,枳壳,川芎,牡蛎,郁金,丹参,茯苓,草决明,栀子,薄荷,代赭石,半夏,甘草
柴胡,白芍,枳壳,川芎,郁金,丹参,赤芍,草决明,栀子,牡蛎,代赭石,薄荷,川羌,甘草
柴胡,白芍,枳壳,川芎,牡蛎,丹参,茯苓,半夏,南沙参,当归,佛手,甘草
白芍,生地,牡蛎,五味子,麦冬,当归,杏仁,桔梗,百部,甘草
白芍,生地,牡蛎,五味子,麦冬,杏仁,桔梗,款冬花,百合,金银花,连翘,甘草
柴胡,白芍,枳壳,川芎,牡蛎,丹参,茯苓,半夏,陈皮,南沙参,防风,佛手,甘草
柴胡,白芍,枳壳,川芎,牡蛎,白术,半夏,党参,防风,佛手,天麻,元胡,甘草
柴胡,白芍,枳壳,佛手,薄荷,半夏,檀香,丹参,藿香,明参,牡蛎
防风,白芍,白术,木香,黄连,陈皮,槟榔,厚朴,柴胡,甘草
天麻,钩藤,生地,白芍,石决明,川牛膝,夏枯草,泽泻,丹参,薄荷
白芍,生地,牡蛎,刺力,桑叶,川芎,当归,蜈蚣,天麻,甘草
白芍,生地,川芎,牡蛎,龙骨,桑叶,菊花,钩藤,川羌,元胡,蜈蚣,甘草
天麻,石决明,栀子,黄芩,竹茹,钩藤,川牛膝,赤芍,丹参,郁金,茯神,夜交藤
黄连,吴茱萸,白芍,元胡,檀香,丹参,白芨,鸡内金,甘草
川牛膝,龙骨,牡蛎,当归,白芍,代赭石,玄参,麦冬,青蒿,麦芽,川楝子,甘草,车前草,五味子
当归,柴胡,白芍,枳壳,乌药,川楝子,元胡,牡蛎,龙骨,麦冬,五味子,钩藤,甘草
瓜蒌,杏仁,桔梗,连翘,芦根,半夏,陈皮,浙贝,川芎,姜黄,葛根,天麻,甘草
酸枣仁,茯神,川芎,知母,白芍,龙骨,牡蛎,五味子,太子参,黄连,益母草
川芎,白芷,川羌,荆芥,防风,细辛,薄荷,甘草,石膏,菊花,生地,白芍,地龙
钩藤,牡蛎,桃仁
阿胶,当归,川芎,生地,白芍,蒲黄,海螵蛸,胡连,龙骨,牡蛎,酸枣仁,陈皮,益母草
生地,北沙参,枸杞子,麦冬,龙骨,牡蛎,丹参,白芍,酸枣仁,五味子,石菖蒲,三七,甘草
白芍,柴胡,枳壳,夏枯草,钩藤,龙骨,牡蛎,当归,川芎,半夏,厚朴,陈皮,麦冬,五味子
生地,白芍,天冬,麦冬,百合,草决明,牡蛎,龙骨,钩藤,夏枯草,丹皮,天麻,夜交藤
吴茱萸,黄连,半夏,黄芩,白术,白芍,柴胡,枳壳,代赭石,陈皮,元胡,党参,麦芽
吴茱萸,黄连,黄芩,半夏,陈皮,枳实,白芍,柴胡,檀香,砂仁,党参,麦芽
吴茱萸,黄连,黄柏,木香,白芍,当归,秦皮,槟榔,鱼腥草,陈皮,党参
钩藤,天麻,白芍,石决明,丹参,生地,当归,川芎,川羌,夏枯草,桑叶,甘草
黄连,黄芩,竹茹,半夏,茯苓,陈皮,枳壳,党参,干姜,建曲,山楂,甘草
当归,川芎,白芍,生地,桃仁,牡蛎,龙骨,刺力,蝉蜕,蜈蚣,荆芥,甘草
钩藤,桑叶,竹茹,白芍,石决明,丹参,竹叶,川牛膝,夏枯草
天麻,钩藤,生石决明,栀子,黄芩,川芎,赤芍,生地,益母草
龙骨,牡蛎,白芍,生地,川芎,桑叶,菊花,钩藤,刺力,天麻,甘草
龙骨,牡蛎,生龟板,代赭石,玄参,天冬,青蒿,白芍,川楝子,茵陈蒿,怀牛膝,夏枯草,草决明,五味子
酸枣仁,川芎,知母,白芍,赤芍,丹参,生地,郁金,合欢皮,龙骨,琥珀,甘草
白芍,生地,川芎,郁金,北沙参,牡蛎,栀子,茵陈蒿,金钱草,薏苡仁,青蒿
白芍,生地,当归,枸杞子,五味子,柴胡,枳壳,牡蛎,南沙参,竹茹
川芎,石膏,薄荷,钩藤,石决明
干姜,枳壳,黄连,乌梅,建曲,山楂
当归,白芍,川芎,熟地,柴胡,牡蛎,龙骨,天麻,刺力,蜈蚣,酸枣仁,桂枝
柴胡,白芍,枳壳,牡蛎,川芎,桂枝,元胡,川楝子,郁金,川羌,半夏,紫苏,甘草
山萸肉,生地,山药,丹皮,茯苓,白芍,牡蛎,赤芍,桃仁,川牛膝
山萸肉,生地,山药,丹皮,枸杞子,菊花,白芍,川芎,槲寄生,秦艽,桑枝,牡蛎
生地,赤芍,当归,丹皮,石膏,紫草,金银花,连翘,钩藤,薄荷,石决明
桑叶,菊花,刺力,枳壳,牡蛎,丹皮,白芍,钩藤,合欢皮,远志,酸枣仁
熟地,桂枝,生地,丹皮
柴胡,白芍,枳壳,川芎,生地,丹皮,桑叶,川楝子,刺力,薄荷,五味子,牡蛎
当归,川芎,白芍,生地,黄柏,钩藤,牡蛎,刺力,葛根
酸枣仁,茯神,川芎,知母,五味子,白芍,生地,钩藤,川牛膝,丹皮,丹参,琥珀
桑叶,菊花,桔梗,通草,连翘,薄荷,瓜萎,桑白皮,麦冬,白芍,五味子,牡蛎,甘草
夏枯草,钩藤,石决明,白芍,赤芍,丹皮,丹参,川芎,葛根,泽泻,益母草
白芍,川芎,生地,丹参,酸枣仁,合欢皮,牡蛎,知母,天麻
桂枝,赤芍,桃仁,当归,柴胡,益母草,红花,莪术,生地,白芍,地骨皮,牡蛎,浮小麦
川牛膝,代赭石,龙骨,牡蛎,白芍,麦冬,川楝子,麦芽,甘草,五味子,人参,丹参,茵陈蒿
白芍,当归,川芎,元胡,丹参,刺力,川羌,藁本,薄荷,牡蛎,地龙,甘草
钩藤,石决明,白芍,丹皮,地骨皮,丹参,麦冬,北沙参,五味子,葛根
柴胡,枳壳,牛膝,白芍,当归,川芎,生地,桃仁,红花,藁本,葛根,牡蛎,炙草.
北沙参,麦冬,生地,白芍,女贞子,旱莲草,牡蛎,栀子,薄荷,酸枣仁,甘草
白芍,川芎,生地,丹皮,郁金,桑叶,菊花,钩藤,夏枯草,牡蛎,地龙
生地,白芍,赤芍,川芎,丹皮,元胡,桑叶,菊花,薄荷,酸枣仁,竹茹,刺力,牡蛎
牛膝,白芍,生地,当归,钩藤,槲寄生,杜仲,丹皮,泽泻,天麻
