0,西黄 琥珀 辰砂 梅冰 雄精 羚角片 乳香 犀角片
1,木香 乳香 沉香 藿香 肉桂 陈皮 枳实 茱萸 京三棱 蓬莪茂 黑牵牛 麝香 陈皮
1,乳香 没药 白莴苣子 乌梅 白粟米 
1,蓖麻仁 杏仁 铜绿 片松香 
1,羌活 踯躅花 薄荷 川芎 防风 蔓荆子 细辛 荆芥 白芷 皮硝 石膏 青黛 黄连 鹅不食草 
1,藿香 艾绒 蓖麻子 草乌 荆芥 乌药 桂枝 蜂房 藁本 秦艽 全蝎 枳壳 威灵仙 桃仁 黄芩 玄参 木香 独活 杏仁 肉桂 麻黄 白鲜皮 天南星 归尾 檀香 僵蚕 黑附子 牙皂 香附 莱菔 生地 苍术 羌活 紫荆皮 贝母 牛膝 白蔹 骨碎补 防风 赤芍 清风藤 苏木 细辛 五加皮 川芎 蝉退 良姜 大风子 连翘 丁香 甘草 栀子 鳖甲 白及 续断 红花 紫丁皮 半夏 白芷 苦参 生血余 大黄 蜈蚣 蛇退 槐枝 桃枝 柳枝 桑枝 榆枝 松香 百草霜 
1,芙蓉叶 大黄 黄柏 五倍子 赤芍 甘草 白芷 贝母 赤小豆 
1,香附 蒲黄 白及 赤芍 陈皮 五灵脂 三七 木香 大黄 玄胡 续断 乌药 三棱 莪术 红花 川芎 郁金 枳实 丹皮 青皮 防风 威灵仙 归尾 
1,丁公藤 桂枝 麻黄 羌活 当归 川芎 白芷 破故纸 乳香 猪牙皂 陈皮 苍术 厚朴 香附 木香 枳壳 白术 山药 黄精 菟丝子 茴香 杏仁 泽泻 五灵脂 蚕砂 
1,当归 白芍 川芎 地黄 栀子 黄连 石韦 海金沙 甘草 关木通 滑石 
1,丁公藤 桂枝 麻黄 羌活 当归 川芎 白芷 破故纸 乳香 猪牙皂 陈皮 苍术 厚朴 香附 木香 枳壳 白术 山药 黄精 菟丝子 茴香 杏仁 泽泻 五灵脂 蚕砂 丹皮 没药 
1,川乌 草乌 细辛 白芷 当归 萆薢 红花 
1,地黄 骨碎补 炙马钱子 鸡血藤 肉苁蓉 三七 乳香 没药 川芎 
1,川乌 草乌 细辛 白芷 当归 萆薢 红花 
1,川乌 草乌 羌活 独活 青风藤 香加皮 防风 铁丝威灵仙 苍术 蛇床子 麻黄 高良姜 茴香 官桂 当归 赤芍 木瓜 苏木 大黄 油松节 续断 川芎 白芷 乳香 没药 冰片 樟脑 丁香 肉桂 
1,桂心 地龙 白僵蚕 漏芦 威灵仙 芎藭 白芷 当归 木香 
1,三七 白芷 土鳖虫 川芎 当归 红花 冰片 樟脑 水杨酸甲酯 薄荷 颠茄流浸膏 硫酸软骨素 盐酸苯海拉明 
1,乳香 没药 菖蒲 蜈蚣 雄黄 黄米 
1,归身 生地 青皮 门冬 羌活 川断 红花 苏木 陈皮 防风 枳实 甘草 川芎 白芍 加皮 乳香 没药 
1,辣椒 干羌 川乌 独活 甘松 樟脑 冰片 丁香 
1,川羌 骨碎补 乳香 三七 归尾 续断 没药 牛膝 红花 马前子 血竭 防己 防风 透骨草 白芷 甘草 老葱胡 食盐 烧酒 
1,当归 苏木末 落得打 川芎 红花 乳香 没药 三七 芍药 陈皮 紫荆藤 地鳖虫 
1,当归 羌活 独活 荆芥 川芎 桃仁 木通 乌药 川断 陈皮 五加皮 红花 防风 苏木 乳香 没药 甘草 
1,乳香 没药 赤芍 白芷 川芎 当归 地黄 丹皮 甘草 
1,当归 赤芍 生地 寸冬 知母 黄柏 白蒺藜 香附 红花 夏枯草 黄连 甘草 三七 
1,芍药 
1,槐花 槐角 生地 黄连 银花 黄柏 滑石 当归 升麻 柴胡 枳壳 黄芩 甘草 
1,草乌 天南星 军姜 白芷 芍药 肉桂 
1,土鳖虫 血竭 当归 自然铜 乳香 
1,赤芍 归尾 川芎 苏木 陈皮 乳香 桃仁 续断 乌药 没药 木通 甘草 
1,川乌 草乌 天南星 半夏 当归 红花 羌活 独活 大黄 桃仁 山甲 白芷 肉桂 麻油 葱汁150毫升 姜汁150毫升 松香 陀僧 丹参 
1,金铃子 玄胡 
1,银花 玄参 当归 丹参 红花 蒲公英 地丁 乳香 没药 甘草 
1,麻黄 桂枝 威灵仙 白芍 穿山龙 红花 甘草 生姜 枣仁 
1,白芍 栀子 甘草 柴胡 贯众 乳香 没药 苍术 
1,乳香 没药 洋樟 炉甘石 当归 轻粉 白占 黄占 猪油 
1,当归 川芎 枳壳 陈皮 香附 厚朴 木香 苏木末 刘寄奴 落得打 三七 乳香 没药 萹蓄 
1,马钱子 麻黄 乳香 没药 
1,当归 川芎 防风 透骨草 铁屑 
1,老鹳草 
1,羚羊角 菊花 川芎 车前 防风 羌活 薄荷 赤芍 大黄 朴消 血竭 没药 丹皮 红花 
1,当归 天麻 何首乌 荆芥 防风 麻黄 石斛 甘草 羌活 独活 苍术 白芷 川乌 草乌 川芎 
1,黑木耳 当归 白芍 川芎 木瓜 杜仲 续断 牛膝 苍术 茴香 木香 丁香 丁香 乳香 茯苓 茯苓 龟甲 
1,轻粉 冰片 乳香 没药 
1,黄芪 螵蛸 白芍 白芨 甘松 鹿角胶 元胡 甘草 
1,当归 闹羊花 红花 白芷 蒲黄 
1,珠子沥青 白黄蜡 乳香 
1,川楝 牵牛子 乌药 茴香 陈皮 防风 乳香 草乌 五灵脂 威灵仙 
