0,艾叶 赤石脂 白茯苓
1,牛黄 雄黄 石膏 大黄 黄芩 桔梗 冰片 甘草
1,黄连 黄芩 山栀仁 郁金 辰砂 牛黄 
1,全蝎 僵蚕 牛黄 朱砂 冰片 黄连 胆南星 天麻 甘草 
1,牛蒡根 蝉蜕 黄酒 
1,绿豆粉 乳香 
1,黄连 芍药 当归 槟榔 木香 黄芩 山栀子 薄荷 桔梗 甘草 连翘 
1,鲜仙人掌 羌活 炒杏仁 白酒 
1,川大黄 黄芩 黄连 黄柏 地龙 乳香 
1,牛黄 水牛角浓缩粉 麝香 珍珠 朱砂 雄黄 黄连 黄芩 栀子 郁金 冰片 
1,牛黄 水牛角浓缩粉 麝香 珍珠 朱砂 雄黄 黄连 黄芩 栀子 郁金 冰片 
1,牛黄 郁金 犀角 黄连 朱砂 梅片 麝香 真珠 山栀 雄黄 黄芩 
1,苡仁 大青叶 板蓝根 败酱草 牡蛎粉 夏枯草 赤芍 
1,白鲜皮 大豆黄卷 生苡米 土茯苓 山栀子 丹皮 金银花 连翘 地丁 木通 滑石块 甘草 
1,软石膏 胡黄连 辰砂 冰片 
1,蟾酥 轻扮 枯矾 寒水石 铜绿 乳香 没药 胆矾 麝香 雄黄 蜗牛 朱砂 
1,白芷 独活 大黄 地丁草 天花粉 川乌 南星 苍术 松节油 
1,板蓝根 葛根 白花蛇舌草 柴胡 连翘 浙贝 射干 荆芥 
1,柴胡 天花粉 干葛 黄芩 桔梗 连翘 牛蒡子 石膏 甘草 升麻 
1,柴胡 夏枯草 紫地丁 三颗针 黄芩 白芍 芒消 野菊花 郁金 大黄 法半夏 甘草 
1,飞青黛 西牛黄 老式大泥冰 西瓜霜 西月石 濂珠 
1,青黛 山豆根 芒消 冰片 硼砂 明矾牛黄 
1,侧耳根 女贞子 矮茶风 破故纸 墨旱莲 五味子 
1,苍耳子 辛夷 防风 连翘 野菊花 五味子 桔梗 白芷 知母 荆芥 甘草 黄柏 麻黄 细辛 
1,柴胡 薄荷 菊花 蔓荆子 防风 芥穗 黄芩 桔梗 川芎 白芷 枳壳 牛角 细辛 龙胆草 辛荑 
1,南薄荷 香白芷 川大黄 贯众 大青叶 珠兰茶 降香 明雄黄 上朱砂 上梅冰片 
1,连翘 防风 荆芥 黄连 牛蒡子 桔梗 陈枳壳 前胡 紫草茸 小川芎 升麻 木通 蝉蜕 如有闰月 麦门冬 甘草 
1,金银花 连翘 生地 牛蒡子 知母 鲜竹叶 薄荷 绿豆衣 
1,芒消 青黛 石膏 寒水石 朴消 消石 甘草 马牙消 
1,鲜马齿苋 白蜜 
1,生石膏 木通 贝母 桑叶 连翘 牛蒡子 板蓝根 金银花 蝉蜕 麦冬 生地 黄芩 
1,石膏 知母 浙贝母 板蓝根 山豆根 紫花地丁 金银花 生地 玄参 连翘 麦冬 白芍 丹皮 薄荷 甘草 鲜橄榄 
1,白英 野菊花 臭牡丹 三颗针 苦参 白头翁 七叶一枝花 白花蛇舌草 
1,白英 龙葵 蛇莓 半枝莲 猕猴桃根 
1,土茯苓 忍冬藤 甘草 板蓝根 威灵仙 山豆根 草河车 白鲜皮 
1,白头翁 黄柏 黄连 秦皮 
1,乌嘴白雄鸭 玄参 生地 蜗牛 地龙 古文钱 白盐梅 枇杷叶 
1,槟榔 芍药 枳实 厚朴 大黄 
1,板蓝根 淀粉 糖粉 菠萝香精油 
1,板槛根 夏枯草 白糖 
1,白及 白蔹 南星 牙皂 花粉 射干 白芷 全蝎 雄黄 山甲 蟾酥 血竭 冰片 麝香 细辛 生军 木通 川连 山栀 二宝花 防风 泽泻 草梢 白梅花 乳香 没药 江米 
1,九里明 一点红 射干 甘草 
