#15#,糯米,30克,山药,15克,胡椒末,None,白糖,None
#11300#,白术,5两,茯苓,3两,半夏,3两,山楂,3两,神曲,3两,陈皮,2两,连翘,2两,萝卜子,2两,苍术,1两,枳实,1两,香附,1两,厚朴,1两,黄芩,1两,黄连,1两
#11427#,厚朴,1两半,川白姜,1两半,肉豆蔻,1两半,1两半,白术,1两半,黑附子,1两,肉桂,1两,丁香,1两,荜茇,7钱半
#11555#,削术,1斤,甘草,6两,白盐,6两,椒子,120粒
#11640#,肉豆蔻,30克,面粉,100克,生姜,120克,红糖,100克
#11653#,草豆蔻,1两,白术,1两,茯苓,1两,高良姜,2两,白豆蔻,半两,人参,半两,甘草,半两,丁香,1分,陈皮,1分,木香,1分
#11763#,大豆,None,枳实,None,白术,None,茯苓,None,白蔻仁,None,厚朴,None,姜滓,None,大腹皮,None,陈皮白,None,木香,None
#11812#,白术,7钱,茯苓,7钱,白芍,5钱,神曲,5钱,炙草,3钱,香附,3钱,厚朴,3钱,木香,3钱,砂仁,5钱,莲子,5钱,诃子,5钱,薏仁,5钱,楂肉,5钱,豆蔻,5钱,陈皮,4钱
#12436#,蜂王浆,None
#12630#,橘子,500克,甘草,120克,生姜,120克,盐,120克
#12721#,人参,30克,山药,15克,芡实,15克,麦冬,15克,五味子,3克
#13024#,当归,9克,芍药,18克,茯苓,12克,白术,12克,泽泻,12克,川芎,9克
#13025#,当归,3两,芍药,1斤,茯苓,4两,白术,4两,泽泻,半斤,芎?,半斤
#13255#,当归,210克,黄芩,210克,芍药,210克,芎藭,210克,白术,105克
#13721#,木香,15克,白术,15克,桑白皮,15克,陈皮,15克,茯苓,30克
#13786#,厚朴,二两,苍术,二两,甘草,二两,陈皮,半斤
#13788#,苍术,30克,厚朴,10克,陈皮,30克,甘草,20克,桑白皮,30克
#13791#,厚朴,2两,苍术,2两,甘草,2两,陈皮,半斤
#14733#,羊肉1脚子,None,草果,5个,良姜,2钱
#14963#,人参,None,芍药,None,川芎,None,甘草,None,茯苓,None,白术,None,木通,None,陈皮,None,黄耆,None,糯米,None
#15032#,茯神,2两,远志,2两,人参,5钱,白术,4两,茯苓,2两,陈皮,1两5钱,贝母,1两5钱,甘草,3钱,紫菀,1两,阿胶,1两,五味子,5钱,当归,3两,地黄,1两5钱,芍药,2两,地黄,1两5钱,天门冬,1两5钱,麦门冬,1两5钱,菟丝子,2两,枸杞,3两,黄柏,2两,茱萸,2两,知母,1两
#15468#,枣仁,5枚,陈皮,5克,竹叶,5克
#15484#,枣仁,20枚,木香,6克
#15620#,人参,2钱,茯苓,2钱,白术,2钱,枳实,1钱半,当归,1钱半,山楂,1钱半,谷芽,1钱半,陈皮,1钱,豆蔻,1钱,青皮,7分,木香,7分,姜连,7分
#15622#,肉桂,1两,厚朴,1两,干姜,1两,甘草,1两,肉豆蔻,半两,黑附子,半两,丁香,半两,胡椒,半两,木香,半两,萆茇,半两,神曲,半两,茯苓,半两,白术,半两,麦糵,半两,人参,半两,白豆蔻,半两,诃子,2钱半
#15802#,丁香,1两,良姜,1两,藿香,1两半,甘草,1两半
#15803#,人参,半两,川姜,半两,桂,半两,山药,半两,白术,1两,茯苓,1两,缩砂仁,1两,胡椒,1两,扁豆,1两,神曲,1两,麦糵,1两
#15821#,人参,60克,白术,90克,枳实,30克,陈皮,60克,青皮,30克,茯苓,60克,半夏,30克,谷芽,48克,山楂,30克,黄连,48克,木香,15克,白豆蔻,15克
#15822#,人参,2两,白术,3两,枳实,1两,陈皮,2两,广青皮,1两,茯苓,2两,半夏,1两,谷芽,1两6钱,山楂,1两,黄连,1两6钱,木香,半两,白蔻仁,半两
#15880#,地骨皮,9克,五加皮,9克,桑白皮,15克,干姜皮,6克,大腹皮,9克,白鲜皮,15克,丹皮,9克,赤苓皮,15克,冬瓜皮,15克,扁豆,15克,槿皮,9克
#15881#,地骨皮,9克,五加皮,9克,丹皮,9克,大腹皮,9克,槿皮,9克,桑白皮,15克,白藓皮,15克,茯苓,15克,冬瓜皮,15克,扁豆,15克,干姜皮,6克
#16604#,肉苁蓉,35g,黑附子,35g,木鳖子,50g,天南星,30g,白附子,30g,覆盆子,30g,菟丝子,30g,赤小豆,30g,骨碎补,30g,何首乌,30g,川乌,10g,甘草,10g,川椒,35g,地龙,50g,防风,30g,羊膝,35g,草薢,30g,羌活,30g,狗脊,30g,人参,20g,黄芪,20g,白术,10g,茯苓,10g,白酒,3000ml
#16657#,冬麻子,1合,薏仁,1合,粳米,2合
#16737#,党参,480两,黄耆,320两,升麻,40两,桂圆肉,80两,生地,160两,熟地,160两,当归,160两,紫河车,10具
#16790#,白术,1钱5分,麦门冬,1钱
#16816#,党参,None,绵黄耆,None,于潜术,None,桂园肉,None
#16994#,柴胡,10克,当归,10克,白芍,10克,白术,10克,茯苓,12克,甘草,6克,薄荷,3克,生姜,6克,丹皮,10克,栀子,10克,龙胆草,10克
#16996#,丹皮,None,山栀,None
#17731#,党参,None,黄芪,None,白术,None,茯苓,None,山药,None,薏仁,None,麦冬,None,何首乌,None,枣仁,None,山楂,None,炒麦芽,None,桑枝,None
#17859#,半夏,5两,陈皮,5两,茯苓,3两,甘草,1两半
#17915#,陈皮,120克,甘草,30克
#18165#,苍术,12克,白术,12克,茯苓皮,20克,薏仁,30克,金银花,30克,牛膝,15克
#18174#,苍术,1两,白术,2两,破故纸,1两5钱,茱萸,5钱,厚朴,1两,广皮,1两,神曲,2两
#18333#,人参,1.5g,元参,9g,熟地,9g,当归,9g,酒白芍,9g,旱莲草,9g,麦门冬,9g,车前子,9g
#18482#,飞廉草,50克,匾蓄,30克,凤尾草,15克,茯苓,15克,菟丝子,15克,熟地,15克
#18654#,黑附子,100g,党参,200g,白术,150g,干姜,100g,甘草,100g
#18944#,栗子,None,枣仁,None,胡桃,None,柿饼,None
#19005#,麻黄,8分,防风,1钱,苍术,2钱,白术,3钱
#19418#,防己,30克,甘草,15克,白术,22.5克,黄耆,37.5克
#19429#,防己,9克,黄耆,9克,桂枝,9克,茯苓,18克,甘草,6克
#19642#,茯苓细粉,None,米粉,None,白糖等份,None
#19667#,茯苓粉,30克,车前子,30克,粳米,60克,白糖,None
#19691#,茯苓粉,30克,粳米,100克,枣仁,20枚
#19692#,茯苓,半两,粳米,2合
#19717#,鸡肝,30克,茯苓,10克
#19735#,茯苓,15克,白术,15克
#19861#,茯苓,12克,桂枝,9克,白术,6克,甘草,6克
#19918#,茯苓,半斤,白术,2两,戎盐,1枚
#19930#,茯苓粉,30克,粳米,60克,枣仁,10克,白糖,None
#20179#,香附,2两,槟榔,2两,乌药,2两,白芷,2两,茯苓,2两,桔梗,2两,玄胡,2两,枳壳,2两,五灵脂,2两,苏子,2两,山楂,2两,郁金,2两,车前,2两,黄芩,2两,菊花,2两,木通,2两,莱菔,2两,赤苓,2两,泽泻,2两,陈皮,2两,柴胡,2两,扁豆,2两,砂仁,2两,枳实,2两,大麦芽,2两,防风,2两,干葛,2两,苍术,2两,木香,2两,薄荷,2两,白术,2两,栀子,2两,赤小豆,2两,丁香,2钱,肉豆蔻,4钱,羌活,6钱,沉香,6钱,小麦,1斤
#20183#,藿香,9g,佩兰,9g,苍术,9g,陈皮,9g,茯苓,9g,泽泻,9g,白鲜皮,9g,地肤子,9g
#20277#,莲肉,4两,风栗,4两,茯苓,4两,山药,4两,白术,4两,麦芽,4两,黄精,4两,茱萸,4两,天冬,4两,枣仁,4两,福橘,4两,京柿,4两
#20278#,山药,11两1钱,芡实,11两1钱,莲子,11两1钱,党参,11两1钱,苡米,11两1钱,扁豆,11两1钱,山楂,11两1钱,白术,5两5钱,麦芽,8两4钱,茯苓,8两4钱,白糖,2672两,苯甲酸钠,9两6钱,蛋白干,1两3钱
#20282#,苦楝根皮,30g,雷丸,15g,鹤虱,12g,使君子肉,30g,槟榔,15g,百部,12g,花椒,10g,乌梅肉,12g,胡连,10g,大黄,12g,神曲,10g,鸡内金,15g
#20285#,党参,3两,白术,2两,陈皮,1两5钱,茯苓,6两,山药,6两,建莲肉,6两,薏仁,6两,扁豆,6两,芡实,6两,糯米,5升,粳米,5升
#20287#,神曲,30克,黄连,30克,肉豆蔻,None,使君子,None,麦蘖,150克,槟榔,2个
#20288#,人参,12克,白术,9克,茯苓,9克,黄连,12克,黄连,15克,使君子,12克,神曲,12克,麦芽,12克,山植肉,12克,甘草,6克,芦荟,12克
#20294#,白术,1两,茯苓,8钱,厚朴,4钱,麦冬,4钱,扁豆,5钱,芡实,8钱,枳实,4钱,麦芽,6钱,神曲,6钱,莲肉,8钱,胡连,2钱,山楂,8钱,鸡内金,4钱,黄连,1钱,陈皮,8钱,黄耆,5钱,蓼实,1两,甘草,3钱,丹皮,3钱
#20296#,肉豆蔻,5钱,使君子仁,5钱,麦芽,5钱,黄连,5钱,神曲,5钱,槟榔,5钱,木香,2钱,白术,5钱,山楂,2钱,枳实,2钱
#20297#,炒冬术,1两,使君子肉,3钱,山楂,5钱,山药,5钱,芡实,5钱,陈皮,3钱,黄连,2钱,焦麦芽,5钱,茯苓,5钱,炒米仁,1两,泽泻,3钱,神曲,7钱,扁豆,7钱,藿香,2钱
#20298#,炒青蒿,2两,芜荑,1两5钱,焦楂,3两,青皮,3两,百部,3两,炒白芍,3两,白术,4两,胡连,1两5钱,木香,8钱,炒麦芽,3两,槟榔,2两,石斛,2两,生草,2两,洋榧肉,3两
#20303#,黄连,1两,神曲,1两,使君子仁,半两,肉豆蔻,半两,麦糵,半两,木香,2钱,槟榔,2个
#20309#,陈皮,1斤,甘草,4两,蓬术,6两,厚朴,8两,枳实,8两,连翘,6两,香附,1斤,山楂,6两,神曲,6两,卜子,8两,龙胆草,6两,青皮子,8两,黄连,8两,白术,8两,槟榔,8两
#20319#,人参,5钱,白术,5钱,陈皮,5钱,茯苓,4钱,甘草,2钱,青皮,3钱,缩砂仁,3钱5分,木香,2钱5分,山药,5钱,莲肉,5钱,使君子,3钱,山楂,3钱,神曲,3钱
#20401#,人参,2两,枣仁,1两,枸杞,1两,熟地,2两,干姜,1两,白术,1两,生黄耆,1两,当归,5钱,山萸,5钱,故纸,1两,核桃仁,5钱,生白芍,1两,肉桂,5钱
#20590#,天南星,2两,半夏,2两,瓜蒌仁,1两,白术,1两,黄连,1两,香附,1两,陈皮,1两,茯苓,1两,莱菔,1两,糖球子,1两,紫苏,7钱,黄芩,7钱,枳实,5钱,甘草,5钱
#20595#,陈皮,2两,厚朴,2两,苍术,2两,郁金,2两,缩砂,2两,竹茹,1两5钱,菖蒲,5钱
#20614#,半夏,8两,晋州绛矾,4两,丁皮,3两,草豆蔻,2两,生姜,5两
#20697#,干姜,4.5克,拣参,3克,草豆蔻,3克,甘草,3克,官桂,3克,芍药,3克,陈皮,None,白术,5克,黑附子,6克,益智仁,1.5克
#20705#,人参,3克,当归,3克,白芍,3克,紫菀,6克,黄耆,6克,麦门冬,1.5克,五味子,1.5克,甘草,1.5克
#20727#,巨胜子,1斤,枸杞,1斤,何首乌,1斤,冬青,8两,破故纸,8两,山萸,1斤,巴戟,4两,桑叶,10斤,柏子仁,1斤,蛇床子,1斤,川椒,半斤
#20738#,党参,1两,白术,1两,茯苓,1两,白芍,8钱,归身,1两,地骨皮,1两,丹皮,6钱,砂仁,4钱,银柴,3钱,薄荷,2钱,鹿角胶,5钱,香附,6钱
#20784#,当归,40两,杭芍,40两,白术,40两,柴胡,40两,阿胶,24两,蛇床子,24两,吴萸,20两,椿根皮,16两,螵蛸,16两,艾炭,16两,黄芩,12两,益母草,16两,威灵仙,16两,藁本,20两,秦艽,22两,茯苓,16两,牡蛎,8两,木瓜,16两,益智仁,16两,香附,32两,远志,12两,黄耆,16两,甘草,8两,破故纸,16两,青皮,12两,郁金,16两,半夏,12两,使君子,16两,白芷,8两,羌活,8两,菖蒲,24两,牛膝,8两,川芎,16两,杜仲炭,24两,苍术,12两,续断,16两,何首乌,16两,桂枝,4两,玄胡,16两,党参,48两,枣仁,16两,丹皮,8两,胡连,8两,独活,8两,黄连,8两,绿七爪,8两,白矾,16两,赤石脂,10两,豆蔻,1两6钱,砂仁,1两6钱,莲子肉,160两
#20893#,蓍草,300g,七叶一枝花,180g,高良姜,180g,枯矾,210g,木香,180g,肉桂,120g
#20896#,胎盘粉,1.6kg,麦芽,100g,党参,400g,陈皮,100g,黄耆,400g
#20917#,扶芳藤,None,黄芪,None,红参,None
#20932#,苍术,9克,白术,9克,赤芍,9克,猪苓,9克,泽泻,9克,陈皮,9克,山药,9克,扁豆,9克,薏仁,9克,匾蓄,9克,萆,9克,六一散,9克
#20933#,苍术,9g,白术,9g,赤苓,9g,猪苓,9g,泽泻,9g,陈皮,9g,山药,9g,扁豆,9g,薏仁,9g,匾蓄,9g,萆薢,9g,六一散,9g
#20934#,五加皮,9g,党参,9g,太子参,9g,茯苓,9g,泽泻,9g,车前子,12g,猪苓,12g
#21188#,佛手柑,15g
#21512#,枳壳,4.5克,青皮,4.5克,厚朴,3克,干姜,1.5克,谷芽,6克,当归,6克,茯苓,6克,白术,3克,木香,1.5克,白蔻,1.8克,橘饼,9克
#21554#,锅焦,3斤,神曲,4两,山楂,4两,莲肉,4两,砂仁,2两,鸡肫皮,1两
#21680#,人参,None,缩砂,None,香附,None,三棱,None,莪术,None,青皮,None,陈皮,None,神曲,None,麦芽,None,枳壳,None
#21768#,莲花青皮,0.9克,木香,1.5克,陈皮,4.5克,人参,4.5克,猪苓,4.5克,茯苓,4.5克,神曲,6克,泽泻,6克,干生姜,6克,白术,6克,白豆蔻,15克,葛花,15克,砂仁,15克
#21769#,白豆蔻,5钱,缩砂仁,5钱,葛花,5钱,干生姜,2钱,神曲,2钱,泽泻,2钱,白术,2钱,陈皮,1钱5分,猪苓,1钱5分,人参,1钱5分,茯苓,1钱5分,木香,5分,莲花青皮,3分
#22028#,生地,24克,熟地,24克,白芍,12克,茯苓,12克,乌贼骨,12克,杞子,10克,菊花,10克,防风,10克,柏子仁,10克,细辛,2克,柴胡,6克,甘草,6克,山药,15克
#22049#,藿香,10克,佩兰,10克,苍术,10克,厚朴,6克,陈皮,5克,枳壳,10克,大腹皮,10克,木香,6克,茵陈,15克,焦三仙,10克
#22088#,厚朴,1两,陈皮,8钱,甘草,7钱,真芦荟,7钱,芜荑,5钱,青黛,3钱,百草霜,2钱,旋覆花,1钱半
#22696#,高良姜,30克,草豆蔻,30克,甘草,30克,白术,30克,砂仁,30克,厚朴,30克,陈皮,15克,诃子,15克,肉桂,7.5克,生姜,30克,枣仁,30克
#22715#,党参,15克,白术,10克,猪苓,10克,茯苓,10克,黑附子,10克,肉桂,3克,丹参,15克,鸡血藤,20克,当归,10克,车前子,10克,泽泻,10克,地胆草,15克
#22716#,人参,9克,白术,9克,炒干姜,9克,肉桂,9克,黑附子,9克,甘草,4.5克
#22719#,肉桂,30g,附片,30g,党参,90g,白术,90g,干姜,90g,甘草,90g
#22747#,香附,5钱,厚朴,5钱,陈皮,5钱,甘草,5钱,苍术,5钱,桂心,5钱,三棱,5钱,阿魏,5钱,肉豆蔻,1个
#22769#,拣桂,0.3克,干生姜,0.3克,茯苓,30克,半夏,30克,白术,15克,红皮,15克,泽泻,15克
#23033#,人参,1两,荜茇,1两,白术,1两,干姜,1两,高良姜,1两,缩砂仁,1两,肉豆蔻,1两,陈皮,1两,桂枝,1两,甘草,半两,丁香,半两,神曲3块,None
#23586#,黄芪,4.5克,白术,3克,苍术,3克,当归,3克,白芍,3克,陈皮,3克,熟地,15克,生地,9克,甘草,9克,柴胡,6克
#23590#,白术,10克,黄芪,15克,党参,12克,甘草,10克,当归,15克,丹参,15克,龙眼肉,10克,木香,6克,鸡血藤,15克
#23591#,白术,30克,茯神,30克,黄耆,30克,龙眼肉,30克,枣仁,30克,人参,15克,木香,15克,甘草,7.5克
#23592#,白术,3克,当归,3克,茯苓,3克,黄耆,3克,龙眼肉,3克,远志,3克,枣仁,3克,木香,1.5克,甘草,0.9克,人参,3克
#23600#,党参,80g,白术,160g,黄芪,80g,甘草,40g,茯苓,160g,远志,160g,枣仁,80g,龙眼肉,160g,当归,160g,木香,40g,枣仁,40g
#23677#,人参,None,黄耆,None,白术,None,芡实,None,五味子,None,甘草,None,熟地,None,枣仁,None,茯神,None,当归,None,山药,None
