阿胶,熟地,牛膝,肉桂,白芍,五味子,黄芪,茯苓,当归,人参,丹皮,有白术
荜茇,白芍,当归,牛乳
三棱,陈皮,莪术,枳实,槟榔,黑牵牛
萆薢,牛膝,杜仲,炙微黄,酸枣仁,当归,防风,丹参,赤芍,肉桂,石斛,槟榔,郁李仁
鳖甲,乌扇,黄芩,柴胡,鼠妇,干姜,大黄,白芍,桂枝,葶苈子,石韦,厚朴,牡丹,瞿麦,凌霄花,半夏,人参,土元,阿胶,蜂窠,赤消,蜣螂,桃仁
鳖甲,乌扇,黄芩,柴胡,鼠妇,干姜,大黄,白芍,桂枝,葶苈子,石韦,厚朴,牡丹,瞿麦,凌霄花,半夏,人参,阿胶,蜂窠,赤消,蜣螂,桃仁
槟榔,大黄,青皮,黑牵牛,木香
槟榔,枳壳,防风,大黄,川羌,当归,肉桂,赤芍,火麻仁,芎?,木香,郁李仁,赤苓,川木通,羚羊角屑
槟榔,独活,赤苓,枳壳,羚羊角屑,沉香,大黄,芎?,甘草
槟榔,枳实,山楂,木香,砂仁,厚朴,陈皮,香附,黑丑,大黄,麦芽,青皮,芒消,黄芩
槟榔,大黄,黑丑,皂角,香附,五灵脂
槟榔,大腹皮,白术,五味子,枳壳,黄芪,桑根白皮,陈皮,防己,川木通,厚朴,肉桂,木香,大黄,人参
黑牵牛,炒令香起方得,重洗,杵为末,槟榔,木香,陈皮,干姜
槟榔,朱砂,阿魏,代赭,乳香,木香,五灵脂,麝香,肉豆蔻,蟾头,巴豆
槟榔,莱菔子,鲜橘皮,白糖
槟榔,木香,丁香皮,厚朴,元胡,荆三棱,莪术,雷丸,青皮,枳壳,陈皮,当归,黑丑,罗卜子
槟榔,白芍,枳实,厚朴,大黄
槟榔,紫苏,木瓜,香附,陈皮,大腹皮,木香,川羌
苍术,香附,苏叶,陈皮,木瓜,槟榔,川羌,牛膝,甘草
紫苏,香附,陈皮,甘草,槟榔,木瓜
人参,黄芪,白术,甘草,干姜,白豆蔻,苍术,陈皮
白术,一肉蔻,二五味子,三故纸,四吴茱萸,拌炒,去四味,莲子,人参,甘草,白芍,木香,山药,陈皮,干姜
生干地黄,熟干地黄,川当归,防风
枳壳,淡豆豉,茯神,天南星,全蝎,净芜荑
陈皮,砂仁,厚朴,麦芽,山楂,三棱,神曲,莪术,枳壳,香附,木香,青皮,莱菔子
苍术,香附,黄芩,黄连
苍术,白芍,枳壳,茯苓,白芷,陈皮,川芎,炙半夏,升麻,甘草
苍术,香附,栀子,半夏,川芎,白芷
草蔻,人参,柴胡,白术,陈皮,甘草
草果子仁,乌梅,苏叶,赤苓,厚朴,生姜制,陈皮,甘草,肉桂,人参
花椒,苍术,小茴香,茯苓,川乌,甘草
仙茅,川羌活,防风,狗脊,紫花白术,茯苓,干姜,石菖蒲,黑丑,威灵仙,何首乌,苍术
柴胡,厚朴,茯苓,陈皮,紫苏,干姜,槟榔
茯苓,枳壳,豆蔻,白芍,甘草,香附,陈皮,桔梗,厚朴,山楂,防风,神曲,柴胡,黄芩,薄荷,苏梗,木香,槟榔,三棱,大黄,青皮,当归,半夏,乌药,莪术
柴胡,陈皮,川芎,白芍,枳壳,甘草,香附
柴胡,白芍,香附,枳壳,麦芽,甘草,川芎,白糖
柴胡,黄芩,泽泻,葛根,升麻,玄参,生干地黄
柴胡,青皮,香附,丹皮,焦栀,当归,川芎,白芍,生地,蒲黄,荆芥,棕榈
炒柴胡,重楼,茯苓,赤芍,白芍,茜草,当归,郁金,香附,黄芩,莪术,瓜蒌,生鳖甲,虎杖,甘草
柴胡,滑石,鸡内金,白芍,黄芩,半复,枳实,大黄,干姜,大枣,金钱草
忍冬藤,蒲公英,柴胡,黄芩,青香藤,川楝子,陈皮,大黄,芒消
柴胡,黄芩,法夏,厚朴,茯苓,紫苏
香附,川羌,当归,川断肉,生远志肉,明腰黄,白明矾,地龙,穿山甲片,藏红花,上麒麟竭,鸭嘴胆矾,乳香,净没药,真轻粉,上西牛黄,大梅花冰片,当门麝香
石菖蒲,当归,秦艽,吴茱萸
槐角,地榆,黄芪,当归,川芎,阿胶,升麻,生地,黄芩,连翘,秦艽,防风,白芷,黄连
败酱草,金银花,冬瓜子,蒲公英,丹皮,薏苡仁,京赤药,枳壳,桃仁,连翘,大黄,甘草
香附米,五灵脂,酒拌,黑丑,黑丑,沉香
黑牵牛,白牵牛,共取末,青皮,陈皮,槟榔,用巴豆,将,味炒黄色,沉香,全蝎,毕澄茄,公丁香,胡椒,千金子,莱菔子,甘遂
沉香,木香,公丁香,白豆蔻仁,檀香,砂仁,藿香叶,香附,麝香
沉香,半夏,槟榔,陈皮,茯苓,肉豆蔻,甘草,公丁香,人参
琥珀,杏仁,赤苓,泽泻,紫苏,沉香,葶苈子,郁李仁,陈皮,防己
香附,内,黑牵牛,苍术,青皮,陈皮,山药,枳壳,枳实,三棱,川厚朴,白豆蔻,莪术,紫苏,木香,沉香,公丁香,海桐皮,干姜,茯苓,石菖蒲,砂仁,良姜,天南星,半夏,人参,草果,槟榔,莱菔子,神曲,山楂,肉桂
沉香,香附,陈香橼,西砂仁,生甘草,炒六曲
沉香,木香,广藿香,香附,砂仁,陈皮,莪术,神曲,麦芽,甘草
陈皮,砂仁,莪术,广藿香,沉香,甘草,神曲,麦芽,香附,木香
香附,青皮,三棱,木香,良姜,公丁香,白豆蔻,九菖蒲,山楂,陈皮,黑丑,枳实,莪术,沉香,肉桂,砂仁,天南星,茯苓,莱菔子,苍术,山药,苏叶,半夏,干姜,草果,厚朴,槟榔,神曲
茯苓,人参,木香,青皮,公丁香,沉香,白术,山药,砂仁,莪术,三棱,石菖蒲,陈皮,槟榔,白豆蔻,肉桂,莱菔子,香附,黑牵牛末
人参,沉香,木香,砂仁,槟榔,干山药,石菖蒲,莪术,三棱,陈皮,青皮,肉桂,莱菔子,附子,黑牵牛
沉香,制川朴,大黄,枳实,槟榔,山楂炭,炒六曲,陈皮,西砂仁,广木香,黄芩,制半夏,广藿香,白术
香附,贡沉香,春砂仁,粉甘草
公丁香,南木香,诃子,肉豆蔻,陈皮,甘草,人参,胡椒,青皮,生姜屑,白豆蔻,砂仁,槟榔,干姜,肉桂,沉香,麝香,白术
沉香,木香,公丁香,藿香叶,人参,甘草,白术,檀香,肉豆蔻,砂仁,桂花,槟榔,陈皮,青皮,白豆蔻,茯苓,川姜,枳实
香附,沉香,砂仁,甘草
香附,沉香,砂仁,甘草
乌药,沉香,香附,甘草,砂仁
白术,茯苓,川木通,当归,陈皮,青皮,槟榔,大腹皮,白芍,甘草,白芷,苏叶,枳壳
沉香,白术,茯苓,川木通,当归,陈皮,青皮,槟榔,大腹皮,槟榔,白芍,甘草,白芷,苏叶,枳壳
柑子根,青木香,臭牡丹根,茴香根,红药子,岩乳香,鸡血藤根,苦,头,土沉香,吴萸根,三香根,橙子根,通死根,臭草根,胡皂柑,观音莲
川芎,柴胡,藿香,片姜黄,甘草,木香,公丁香,香附,陈皮,厚朴,郁金,砂仁,豆蔻仁,青皮,山楂,黑丑,元胡,佛手,沉香,冰片,枳壳,白芍
沉香,木香,槟榔,乌药
三棱,公丁香,陈皮,元胡,木香,川木通,沉香,白术,槟榔,白术,枳壳,青皮,小茴香,新罗参,茯苓,白豆蔻仁
沉香,陈皮,青皮,人参,大麦糵,干姜,神曲,茯苓,肉桂,甘草,拣丁香,木香,白豆蔻仁,高良姜,丁香皮,荜茇,砂仁,赤小豆,白术,大椒
陈皮,甘草,蜂蜜
陈皮,白术,人参,甘草,黄芪,酸石榴皮,熟干地黄
陈皮,元胡,穿山甲,黑丑,白芍,甘草,土元,三七,丹参,赤芍,甘草,土元,三七,丹参,赤芍
沉香,白术,木瓜,乌梅,橙皮,茯苓,糖霜,干姜
新橙皮,沉香,檀香,砂仁,白豆蔻仁,毕澄茄,南硼砂,冰片,麝香
白术,光明砂,麝香,诃梨勒皮,香附,沉香,青木香,公丁香,安息香,檀香,荜茇,犀角,乳香,苏合香,脑香
吃力迦,光明砂,麝香,诃黎勒皮,香附,沉香,青木香,公丁香,安息香,檀香,荜茇,犀角,乳香,苏合香,冰片
白术,白豆蔻,人参,陈皮,茯苓,山楂肉,石斛,同茯苓,甘草
牛黄,琥珀,朱砂,雄黄,胆南星,礞石,沉香,犀角,黄芩,大黄,天麻,石菖蒲,僵蚕,蝉蜕,猪心
槟榔,甘遂,威灵仙,赤芍,泽泻,葶苈子,乳香,没药,黑牵牛,红大戟,陈皮
盔沉,青皮,莱菔炭,乌药,木香,川楝子,香橼,油朴,当归,香附,肉桂,白豆蔻,明没药,紫苏,檀香,砂仁,鸡内金,苏合香
木香,乳香,沉香,藿香叶,肉桂,青皮,枳实,吴茱萸,三棱,蓬莪茂,黑牵牛,麝香,陈皮,用巴豆,炒令紫色
楮实子,微炒,肉桂,牛膝,干姜
穿山甲,木鳖子,乌龙角
川芎,赤芍,当归,栀子,黄芩,大黄,菊花,荆芥,人参,白术,滑石,寒水石,甘草,桔梗,砂仁,石膏,防风,连翘,薄荷
穿山甲,鳖甲,赤芍,芎?,当归,麝香,大黄,干漆,肉桂,芫花
乳香,没药,赤芍,天花粉,大黄,黄连,甘草,绿豆面,白芷,川贝,冰片,雄黄
人参,厚朴,桔梗,防风,紫苏,黄芪,枳壳,当归,白芍,肉桂,乌药,甘草,川芎,南木香,白芷,槟榔,干姜
当归,川芎,冬葵子,车前子,肉桂,冬月,春秋,公丁香,滑石,红花,乌药,生芝麻,黄杨头,枳壳
当归,川芎,肉桂,木香,乌药,陈皮,枳壳,冬葵子,红花,车前子,生芝麻
当归,川芎,大腹皮,枳壳,白芷
半夏,桑白皮,生甘草,皂角,干姜,青皮,槟榔,木香,郁李仁
沉香,木香,公丁香,檀香,胡桃仁,枸杞子,大茴香,小茴香,破故子,盛上项药在内,好酒煮熟,芦巴子,全蝎,穿山甲,川楝子,川木通,肉苁蓉,远志,韭菜子,莲须,川巴戟,干山药,山萸肉,知母,淫羊藿,青皮,茯苓,牛膝,黄精,天冬,麦冬,人参,熟地,乳香,细墨,生地,苣胜子,菟丝子,北五味子,陈皮
川芎,附子,熟干地黄,白术,防风,当归,酒浸,白芍,黄芪,杜仲,甘草,牛膝,酒浸
川芎,附子,熟干地黄,白术,防风,当归,白芍,黄杜仲,川羌,人参,甘草,牛膝
防风,白术,杜仲,川当归,熟干地黄,白芍,黄芪,川羌,牛膝,甘草,人参,附子,川芎
防风,熟地,白术,川羌,人参,川芎,黄蓍,牛膝,附子,当归,杜仲,白芍,甘草
大腹皮,木香,诃勒黎皮,羚羊角屑,大黄,枳壳,独活,前胡,赤苓
大黄,黑丑,木香,郁李仁
大黄,槟榔,牛膝,芎?,枳壳,独活,防风,肉桂,火麻仁,郁李仁,桃仁
大黄,桔梗,枳壳,川芎,川羌,木香,柴胡,独活,黑丑
大黄,落得打,川楝子,郁金,山楂
藿香,陈皮,厚朴,青皮,木香,人参,肉豆蔻,良姜,麦芽,神曲,诃子,白豆蔻,甘草,白干姜
藿香叶,木香,青皮,神曲,人参,肉豆蔻,良姜,大麦糵,诃子,茯苓,甘草,厚朴,陈皮,白干姜
人参,茯苓,白术,枳实,当归,山楂,谷芽,陈皮,豆蔻,青皮,木香,姜连
人参,白术,枳实,陈皮,青皮,茯苓,半夏曲,谷芽,山楂肉,黄连,炒赤色,广木香,白豆蔻仁
人参,白术,枳实,陈皮,广青皮,茯苓,半夏曲,谷芽,山楂肉,黄连,炒赤色,广木香,白豆蔻
甘草,郁金,玄明粉,白矾,生硼砂,金礞石,冰片,薄荷脑,朱砂面,姜汁,竹沥膏
天雄,沉香,防风,天南星,薄荷,地龙,木香,全蝎
陈皮,肥生姜,公丁香,人参
牛膝,甘草,人参,茯苓,远志,恒山,苦参,丹参,北沙参,龙胆草,白芍,紫参,半夏,杏仁,紫菀,龙骨,天雄,附子,葛根,陈皮,巴豆,狼牙,大黄,牡蛎,白术,白薇,玄参,？？芦,生姜屑
大黄,枳壳,槟榔,郁李仁,山药,牛膝,独活,防风,山萸肉,火麻仁,菟丝子,车前子
人参,茯苓,天南星,薄荷,半夏,干姜,白矾,寒水石,蛤壳,藿香叶
蕲蛇,乌梢蛇,麻黄,细辛,全蝎,两头尖,赤芍,贯芎,防风,葛根,没药,血竭,朱砂,乌犀屑,地龙,甘草,公丁香,僵蚕,乳香,麝香,冰片,肉桂,草蔻,川羌活,虎胫骨,玄参,牛黄,威灵仙,天麻,藿香,天竺黄,败龟版,人参,何首乌,白芷,乌药,安息香,青皮,附子,香附,白豆蔻,骨碎补,黄连,茯苓,黄芩,白术,熟地,松香脂,大黄,当归,木香,沉香,金箔
蕲蛇,乌稍蛇,麻黄,细辛,全蝎,两头尖,赤芍,贯芎,防风,葛根,没药,血竭,朱砂,乌犀屑,地龙,甘草,公丁香,僵蚕,乳香,麝香,冰片,肉桂,草蔻,川羌活,虎胫骨,玄参,牛黄,威灵仙,天麻,藿香,天竺黄,龟板,人参,何首乌,白芷,乌药,安息香,青皮,附子,香附,白豆蔻,骨碎补,黄连,茯苓,黄芩,白术,熟地,松香脂,大黄,当归,木香,沉香,金箔
干姜,陈皮,将姜,处碾烂,白术,茯苓,甘草
沉香,鳖甲,去裙襕,柴胡,人参,桔梗,茯苓,川芎,藿香叶,川羌,木香,陈皮,丹皮,安息香,当归,厚朴,三棱,肉桂,附子,牛膝,桃仁,和皮大腹子
黄连,同炒令赤,木香
附子,木香,公丁香,荜茇,毕澄茄,胡椒,硇砂
元胡,肉桂,木香,红花,青皮,枳壳,香附,艾叶,当归,川芎,赤芍,生地,吴茱萸
莪术,三棱,干姜,青皮,陈皮,木香,公丁香,巴豆,绿小细吴茱萸
丹参,香附,元胡,焦艾,泽兰,赤芍,楂炭,炒黑豆
柴胡,大黄,乌梅,川楝子,车前子,黄芩,枳实,花椒,槟榔,苦楝皮,白芍,使君子
当归,熟地,白芍,元胡,川芎,桃仁,红花,香附,青皮,泽兰,丹皮
当归,红花,丹参,月季花,米酒
当归,黄芩,白芍,黄连,白术,枳壳,茯苓,陈皮,生地,甘草,木香,乌梅
当归,赤芍,大黄,川芎,麻黄,甘草
当归,人参,白芍,茯苓,甘草,木香,枳壳,黑干姜,陈皮,乌梅
当归,白术,赤芍,茯苓,泽泻,黄芩,辛夷花,白菊花,干地龙,甘草,薄荷,川芎
当归,白术,赤芍,川芎,黄芩,泽泻,茯苓,薄荷,辛荑花,蝉蜕,干地龙
大黄,当归,甘草,朴消,白芍
当归,天雄,干姜,酸枣仁,黄芪,地骨皮,芎?,生地,肉桂,防风,附子,白术,甘草,厚朴,秦艽,大枣,吴茱萸,秦椒叶
当归,白芍,附子,白术,干姜,厚朴,阿胶,乌梅
当归,枳壳,赤芍,山楂,卜子,紫朴
木香,槟榔,黄连,大黄,黄芩,枳壳,白芍,当归
川楝子,木香,小茴香,吴茱萸
泽泻,赤苓,白术,麦冬,紫苏,木瓜,槟榔,陈皮,砂仁,木香,大腹皮
半夏,天南星,橘红,枳实,赤苓,甘草
黑牵牛,白矾,猪牙皂角,半夏,天南星
木香,白术,桑白皮,陈皮,茯苓
黑牵牛,槟榔,青皮,木香,胡椒,三棱,丁香皮
鹅不食草,辛夷花,盐酸麻黄素,葡萄糖粉
黑牵牛,皂角,白研,半夏曲,陈皮
丹参,丹皮,生地,三棱,莪术,元胡,通草,香附,通草,槟榔,大黄
萆薢,防风,蒺藜,狗脊,乌药,附子,白附子,赤小豆,地龙,骨碎补,小茴香,川羌,天南星,黄芪,肉苁蓉,牛膝,何首乌,花椒,覆盆子,木鳖子
公丁香,茯苓,人参,半夏曲,石灰末,阳起石,礞石,阿魏,杏仁,巴豆
丁香皮,陈皮,荆三棱,槟榔,青木香,麝香,莪术
半夏曲,白术,人参,甘草,檀香,干姜,姜黄,公丁香
半夏,茯苓,公丁香,白术,川白姜,甘草,白扁豆,蒸熟,橘红,姜汁浸一宿
半夏,茯苓,公丁香,白术,川白姜,甘草,白扁豆,蒸熟,橘红,姜汁浸
公丁香,白术,藿香叶,丁香皮,荆三棱,檀香,乌药,甘草
猪牙皂角,炙焦黑,好墨,肉桂,干姜,公丁香,木香,干漆,炒令烟尽,黑牵牛,大黄,莪术,捣碎,三棱,硇砂,附子,青皮,巴豆,下巴豆霜,下大黄末
公丁香,木香,猪牙皂角,炙焦黑,肉桂,干姜,好墨,青皮,附子,三棱,莪术,黑牵牛,大黄,干漆,炒令烟尽,巴豆,下巴豆霜,硇砂别研
穿山甲,全蜈蚣,皂角刺,乳香,没药,天花粉,知母
橘子,甘草,干姜,盐
肉豆蔻,茯苓,附子,木香,干姜,肉桂,公丁香
肉豆蔻,木香,公丁香,白术,茯苓,甘草,藿香叶
桑寄生,秦艽,独活,川芎,香附,姜黄,焦艾,防风
牛胆南星,木香
铁落花,大麦粉,红花,木香,泽泻,当归,赤芍,生地,牛膝,苏子,麦冬,川贝,陈皮,枳壳,香附,山楂,神曲,青皮,丹皮,地骨皮,五加皮,秦艽,川芎,乌药,元胡,川木通
熟半夏,茯苓,陈皮,甘草,熟苍术,厚朴
茯苓,陈皮,甘草,苏梗,厚朴,制半夏
半夏,橘红,茯苓,甘草
半夏,橘红,茯苓,甘草,干姜,乌梅
陈皮,半夏,茯苓,甘草
干姜,良姜
干姜,良姜
当归,陈皮
橘红,甘草
广木香,当归,香附,川芎,青皮,丹皮,枳壳,生地,莪术
半夏,白矾,硝石
陈皮,厚朴,苍术,郁金,砂仁,竹茹,石菖蒲
陈皮,小茴香,大青盐,甘草,干姜,乌梅,檀香
陈皮,乌梅,甘草
橘红,檀香,白豆蔻,冰片
陈皮,净米泔水洗,略去白,锉片晒干,先用枳壳,去瓤净,煎浓汁,拌橘皮,浸透,次日蒸透晒干,用甘草,照前煎汤,浸蒸晒干,用款冬花,去芦梗净,用水照前煎浸蒸晒,用桔梗,去芦净,用水照上浸,浓汁煎,去滓,加白硼砂,玄明粉,大青盐,入汁化开,照前拌酒,蒸透晒干,用竹沥浸拌,照前蒸晒,用梨汁浸拌,照前蒸晒,用姜汁,萝卜汁浸拌,沉香,檀香,山楂米,百药煎,细茶,乌梅,白硼砂,五味子,人参,天花粉,薄荷,半夏
天南星,半夏,白矾,干姜,煎沸取起,浸至次早,再煎透为度,味须,瓜蒌仁,纸包,白术,黄连,香附,陈皮,茯苓,莱菔子,山楂,苏子,黄芩,枳实,甘草
半夏,天南星,白矾,皂角,干姜,陈皮,青皮,苏子,莱菔子,杏仁,葛根,神曲,麦糱,山楂子,香附
半夏,天南星,白矾,皂角,干姜
赤芍,川木通,白芷,何首乌,枳壳,小茴香,乌药,当归,甘草
防风,当归,大黄,柴胡,人参,黄芩,甘草,白芍,滑石
防风,天麻,川芎羌括,白芷,草乌,白附子,芥穗,当归,甘草,滑石
防风,川芎,天麻,川羌,白芷,草乌,白附子,芥穗,当归,甘草,滑石
防风,川芎,当归,白芍,大黄,薄荷,麻黄,连翘,芒消,石膏,黄芩,桔梗,滑石,甘草,荆芥,白术,栀子
半夏,枳壳,茯苓,陈皮,防风,甘草
防己,杏仁,木香
牛黄,麝香,蟾酥,冰片,大黄,甘草,细辛,朱砂,白矾,薄荷脑
乌药,川楝子,厚朴,元胡,当归,赤芍,枳壳,莱菔子,大黄,芒硝
黑丑,青皮,陈皮,干姜,肉桂
佛手,白糖
黑丑,青皮,苏子,半夏,五灵脂,木香,槟榔,川芎,郁李仁
赤苓,厚朴,麦糵,川芎,甘草,人参,干姜
元胡,山药,熟地,黄芪,人参,白芍,甘草,茯苓,当归,鹿角,续断,阿胶,杜仲,小茴香,故纸,菟丝子,祁艾,血余炭,没药,乳香,红鸡冠花,白鸡冠花,赤石脂,黄柏,益母膏,罐内,兑黄酒,用火煮,天,川芎,丹皮,白术,白芷,黄芩,红花,陈皮,砂仁,木香
附子,木瓜,去子,入艾青,牛膝,白术,薏苡仁,川羌,杜仲,续断,萆薢,防风,五加皮,熟干地黄
附子,生地,拌附子末,肉苁蓉,五味子,天麻,蒺藜,干姜,鹿角胶,干漆,牛膝,肉桂
附子,干姜,白术,甘草,桃仁,乌头,同煮水尽,别用酒,兼前五味同煮酒尽,肉苁蓉,陈皮,莪术,青皮,芎?,枳壳,肉桂,木香,槟榔,小茴香
附子,干姜,白术,肉桂,甘草,良姜
附子,牛膝,防风,川羌
柴胡,黄芩,川楝子,元胡,白芍,大黄,枳壳,木香,生甘草,蒲公英
大黄,厚朴,枳实,芒消,甘遂末
丹参,三七,冰片
丹参,三七,冰片
丹参,三七,冰片
红藤,乳香,紫花地丁,连翘,元胡,没药,大黄,丹皮,金银花,枳壳,赤芍,生甘草
盐酸小檗碱,木香,吴茱萸,白芍
黄杨木,川芎,青木香,紫丹参浸膏,细辛,射干,瓜蒌,茵陈浸膏
大黄,厚朴,枳壳,大腹皮,党参
枇杷叶,干熟地黄,天冬,枳壳,山茵陈,生干地黄,麦冬,石斛,甘草,黄芩
生干地黄,熟干地黄,天冬,麦冬,枇杷叶,黄芩,石斛,枳壳,甘草,山茵陈叶
乌贼,甘松,草蔻,川楝子,元胡,麦芽,浙贝,甘草
甘松,粳米
甘遂末,桃仁,木香,生牛膝,厚朴,赤芍,大黄
藿香,佩兰,苍术,厚朴,陈皮,枳壳,大腹皮,木香,茵陈蒿,焦三仙
厚朴,生姜自然汁炒熟,为末,陈皮,粉甘草,芦荟,芜荑,去白衣壳,青黛,百草霜,旋覆花
厚朴,生姜自然汁炒熟,陈皮,粉甘草,芦荟,芜荑,去白衣亮,青黛,百草霜,旋覆花
葛根,苍术,厚朴,陈皮,甘草
高良姜,厚朴,肉桂,当归
高良姜,厚朴,当归,肉桂
肉豆蔻仁,木香,干姜,厚朴,生姜汁制,青皮,甘草,三棱,益智仁,莪荗,肉桂,陈皮,槟榔,枳壳
五灵脂,当归,川芎,桃仁,丹皮,赤芍,乌药,玄胡素,甘草,香附,红花,枳壳
五灵脂,当归,川芎,桃仁,丹皮,赤芍,乌药,元胡,甘草,香附,红花,枳壳
夏枯草,玄参,牡蛎,昆布,半夏,海藻,青皮,陈皮,三棱,莪术
肉豆蔻,干姜,百草霜,南木香,青木香,毕澄茄,枳壳,三棱,公丁香,姜黄,槟榔,白豆蔻,巴豆,杏仁,酒煮蜡,清麻油
黄芪,人参,牛膝,当归,附子,地黄,杜仲,苍术,白术,肉桂,枸杞子,茯苓
黄芩,白术,当归,白芍,阿胶,陈皮,砂仁
人参,白术,甘草,橘红,黄芩,砂仁,当归,熟地,白芍,川芎
枳壳,青皮,厚朴,干姜,谷芽,当归,茯苓,白术,木香,白豆蔻,橘饼
瓜蒌,枳实,桔梗,茯苓,川贝,陈皮,黄芩,栀子,当归,砂仁,木香,甘草
瓜蒌,石斛,玄参,麦冬,生地,瞿麦,车前子,益母草,马尾连,牛膝
瓜蒌,生甘草,当归,乳香,金银花,白芷,没药,青皮
丹参,赤芍,川芎,红花,降香
丹参,三七,降香油
檀香,青木香,乳香,朱砂,冰片,苏合香
苏合香,冰片,乳香,檀香,青木香
丹参,旋覆花,杏仁,茯苓,茜草,干地龙,薤白,半夏,山楂炭,五灵脂,生蒲黄,陈皮,建菖蒲,远志,琥珀末,甘草
香附,半醋浸,砂铫内煮干,半童便浸,当归
人参,白术,茯苓,甘草,陈皮,半夏,当归,白芍
当归,白芍,柴胡,厚朴,枳壳,槟榔,芒消,丹皮,黄芩,黄连,蒲公英,没药,阿胶,三仙
茯苓,白术,猪苓,甘草,泽泻,寒水石,肉桂,滑石
肉桂,白术,赤苓,乌梅,干姜,甘草
赤芍,肉桂,藿香,白术
桂枝,干姜,枳实
桂枝,枳壳,陈皮,红花,香附,生地,当归,元胡,防风,赤芍,独活
熟地,白芍,当归,香附,川芎,红花,桃仁泥,莪术,川木通,甘草,肉桂
海浮石,香附
