人参,茯苓,白术,藿香叶,木香,甘草,葛根
山药,莲子,茯苓,白芍,白术,神曲,山楂,芡实,防风,陈皮,甘草,黄连,木香
防风,马兜铃,桔梗,桂枝,党参,白术,茯苓,陈皮
黄芪,新开河参,当归,白术,甘草,陈皮,开麻,柴胡,大黄先煎
党参,黄芪,焦山楂,白术,奏皮,干姜,木香,黄连,诃子,乌梅,甘草
煨肉豆蔻,吴茱萸,煨木香,破故子,白术,茯苓,车前子
党参,白术,白芍,防风,广木香,黄连,干姜,铁笕菜,炒薏苡仁
太子参,白术,茯苓皮,霍香,煨木香,葛根,甘草
苍术,白术,茯苓,陈皮,车前子,山楂,神曲
苍术,柴胡,川羌,防风,茯苓,陈皮,神曲,山药,炙黄芪,甘草
人参,白术,茯苓,甘草,砂仁,陈皮,桔梗,白扁豆,淮山经,莲子,薏苡仁
乌梅,干姜,黄连,花椒,桂枝,党参,白术,五味子,赤石脂,粳米
半夏,黄芩,黄连,党参,赤石脂,薏苡仁,干姜,大枣,甘草,白术,木香,煨豆蔻
党参,白术,山药,薏苡仁,干姜,诃子,炒车前子,罂粟,甘草
麦夫炒山药,土炒白术,炒白扁豆,炒鸡内金,炒车前子
炒苍术,茯苓,山楂,车前子,泽泻,鸡内金,砂仁,木香,槟榔,罂粟壳,甘草
黄连,广木香,砂仁,公丁香,苍术,五倍子,胡椒
白术,茯苓,葛根,炒黄芩,金银花,乌梅,陈皮
神曲,山楂,白术,甘草,藿香,诃子,麦芽,茯苓,榴嫩叶芽
破故子,肉豆蔻去由,吴茱萸,五味子,半夏,黄芩,黄连,干姜,党参,黄芪,木香,甘草
生黄芪,党参,公丁香,胡椒
生山药,炒白扁豆,炒薏苡仁,芡实,莲子
炒蒲黄,五灵脂,赤芍,牛膝,红花,三七,罂粟壳,葛根,茯苓,炒薏苡仁,肉豆蔻,木瓜
杏仁,滑石,黄芩,黄连,陈皮,法夏,郁金,川木通,厚朴
白术,西洋参,北姜,甘草,肉桂,附子,茯苓,泽泻,猪苓
干姜,诃子,赤石脂,白术,黄芪,黄连,芡实,甘草,白扁豆
附子,黄芩,黄连,罂粟壳,赤石脂,枯矾
党参,山萸肉,巴戟天,莲子,山药,破故子,菟丝子,煨豆蔻,车前子,五味子,橘红,砂仁
党参,黄芪,茜草,干姜,佛手,山楂,麦芽,白术,吴茱萸,肉豆蔻
白术,炒白芍陈皮,防风,乌药,延有索,桔梗
黄芩,诃子,苍术,乌梅,白术,藿香,车前子,黄连
党参,白术,茯苓,白扁豆,芡实,莲子,车前子,诃子,甘草
樟树子,柯子,苍术,甘草
黄连,乌梅,天香炉,锦地罗,薏苡仁,车前子,甘草
煨肉豆蔻,炒五味子,煨广木香,焙诃子肉,炒吴茱萸
大麦炭,青皮,槟榔,枳壳,青木香,茯苓
陈皮,茯苓,白扁豆,白术,山药,防风,藿梗,白芍
葛根,荷叶,黄连,扁豆花,藿香,滑石,茯苓,炒粳米,甘草
党参,白术,山药,砂仁,陈皮,鸡内金,赤石脂,甘草
破故子,肉豆蔻,吴茱萸,五味子,干姜,大枣
仙鹤草,生地榆,白头翁,黄连,焦山楂,木香,葛根,马齿苋
山楂炭,乌梅,川椒炭,台党参,白术,结茯苓,山药,桔梗,莲子
葛根,黄芩,黄连,苦参片,川黄柏,广木香,青皮,陈皮,金银花,赤苓,炮姜炭,车前子
葛根,黄芩,黄连,甘草
制附片,肉桂,吴茱萸,山萸肉,党参,滑石,诃子,肉豆蔻,枳壳,当归,白芷
白术,诃子,焦山楂,肉桂,乌梅
大黄,白芍,黄连,黄芩,槟榔,厚朴,当归,栀壳,莱菔子,山楂肉,甘草,车前子
白术,白芍,防风,陈皮
乌梅,干姜,熟附,子黄柏,肉桂,党参,花椒,当归,炙白术,甘草
北沙参,太子参,生地,山药,白扁豆,麦冬,玉竹,乌梅,粳米,盅
党参,半夏,干姜,黄芩,干姜,黄连,甘草,葛根,白芍,车前子
党参,白术,茯苓,甘草,广木香,白芍,陈皮,防风炭,仙茅,破故子,炮姜炭
金银花,连翘,白芍,芥穗,地榆,枳壳,槟榔,黄芩,山楂炭,鸡内金
金银花,木棉花,鸡蛋花,扁豆花,厚朴花,葛根,谷芽,山药,薏苡仁
猪苓,茯苓,白术,泽泻,桂枝,黄连
党参,白术,干姜,甘草,黄连,茯苓
党参,茯苓,白术,闪耀,薏苡仁,甘草,莲子汤,桔梗,砂仁,白扁豆
黄芪,党参,白术,当归,干姜,乌梅,儿茶,元胡,广木香,白芍,甘草
白术,茯苓,山楂,乌梅,公丁香,肉桂,黄连
白术,白芍,木香,干姜,陈皮,防风,甘草
赤石脂,公丁香,煨肉果,罂粟壳,诃子,乌梅,秦皮,地锦草,车前子,干姜
藿香,苏梗,半夏,神曲,陈皮,厚朴,白芍,茯苓,甘草
人参,茯苓,白术,甘草,砂仁,薏苡仁,桔梗,白扁豆,山药,莲子
白术,山药,党参,炒芥穗,白芍,陈皮,柴胡,苍术,车前子,甘草,炒山楂,诃子
党参,白术,茯苓,陈皮,山药,桔梗,白扁豆,莲子,砂仁,薏苡仁,甘草
干姜,防风,党参,白术,蚕砂,诃子,破故子,甘草
五灵脂,川芎,元胡,红花,枳壳,破故子,吴茱萸,肉豆蔻,五味子
淡干姜,翠雀花,五味子,肉桂,吴茱萸,瑞龙脑
肉豆蔻,破故子,吴茱萸,五味子,芦巴子,破故子,白术,干姜,大枣
破故子,赤石脂
干姜,黄芩,黄连,白晒参,太子参
党参,川藿香,吴茱萸,木香,山楂,黄连,半夏,川菖蒲
苍耳子,白芷,广木香,诃子,马齿苋,车前草,焦山楂,川楝炭,元胡,茯苓
荆芥,防风,白术,陈皮,厚朴,茯苓,山药,猪苓,泽泻,甘草
附子,党参,白术,乌药,小茴香,肉豆蔻,诃子,大腹皮,蒲公英,白芍,薏苡仁
藿香,厚朴,苍术,黄连,木香,槟榔,地锦草
党参,半夏,厚朴,白术,泽泻,藿香,防风,葛根,茯苓,干姜
苍术,白术,桔梗,葛根,茯苓,山药,白扁豆,车前子,炙内金,陈皮
党参,茯苓,白扁豆,白术,莲子,大枣,桔梗,准药,薏苡仁,砂仁,艾叶
五灵脂,槐花,生蜈蚣,葛根
党参,茯苓,葛根,泽泻,乌梅,建曲,白术,藿香,山楂,前仁,木香,甘草,黄连,砂仁
铁苋菜,马齿苋,赤石脂,白芨,木香,地榆,赤芍,生黄芪
山药,白扁豆,车前子
太子参,白术,茯苓,甘草,苍术,干姜,肉桂,白豆蔻,薏苡仁
人参,附片,肉桂,茯苓,甘草
陈皮,防风,白术,白芍,甘草
人参,白术,肉桂,白芍,肉豆蔻,诃子,罂粟壳,广木香,甘草
黄芩,党参,当归,干姜,白芍,白术,元胡,赤石脂,儿茶,肉桂,乌梅,薅田藨,升麻
鸡内金,白扁豆,山药,白术,木香,川贝,牛黄,碳酸氢钠
仙鹤草,乌梅,党参,白术,干姜,附子,煨肉果,诃子,炒防风
肉豆蔻,肉桂,破故子,公丁香,莲子,寒水石,砂仁
公丁香,吴茱萸,胡椒,干姜
金银花,白芍,葛根,黄连,当归,白头翁,大黄,木香,甘草
鹿衔草,地锦草,仙鹤草,破故子,吴茱萸,肉豆蔻,黄芪,党参,白术,木香,五味子,甘草
五倍子,乌梅,赤芍,木香,仙鹤草,制大黄,枯矾,欢皮,黄连
白术,白芍,防风,陈皮
黄芩,车前子,葛根,忍冬藤,安乐
六一散,茯苓,薏苡仁,藿香,谷芽,麦芽,炒苍术,葛根,陈仓米
苍术,吴茱萸,公丁香,肉桂,枳壳,胡椒,冰片
神曲,麦芽,山药,白术,带壳高粱,车前子
党参,黄芪,当归,陈皮,白芍,厚朴,木香,白术,泽泻,茯苓,甘草
川羌,胡椒,肉桂,公丁香,皮皮,肉豆蔻,木香,枣肉,干姜,小葱,蜂蜜
藿香,葛根,厚朴,茯苓,榴皮,词子,地榆,地锦草
葛根,黄连,黄芩,大青叶,板蓝根,甘草
党参,山药,白术,黄连,指叶,破故子,肉豆蔻,生黄芪,诃子
半夏,黄连,黄芩,木香,白芍,元胡,陈皮,茯苓,甘草,藿香,乌梅
附片,桂枝,白术,干姜,木香,砂仁,半夏,党参,防风,白芍,黄连,马齿苋,甘草
马齿苋,葛根,白头翁
附片,肉桂,白术,干姜,木香,砂仁,半夏,党参,防风,黄连,葛根,甘草
附片,白术,干姜,木香,砂仁,半夏,党参,黄连,甘草
