白术,茯苓,白芍,当归,熟地,人参,白芷,阿胶,甘草
紫河车,得壮盛妇人产者亦好,先用米泔水将紫河车浸,不动筋膜,将竹器全盛,长流水浸,刻,以瓦盆全盛,木甑内蒸,怀生地黄,怀熟地黄,麦冬,天冬,牛膝,枸杞子,五味子,当归,杜仲,小茴香,川黄柏,白术,陈皮,干姜,侧柏叶
酒生地,麦冬,当归,白芍,酸枣仁,远志,甘草
黄芪,芡实,白术,沙苑子,山药,茯苓,当归,陈皮,白扁豆,菟丝子
龟板,黄柏
龟板,黄柏,知母,人参,牛膝
龟板,黄柏,牛膝,人参,香附,白芍,甘草,砂仁
龟板,黄柏,知母,五味子
侧柏,黄柏,乌药叶,龟板,苦参,黄连
黄柏,知母,熟地,龟板,牛膝,桂枝,白术
黄柏,酒拌,知母,酒拌炒,败龟版,锁阳,枸杞子,熟地,干姜
黄柏,知母,熟地,龟板,白芍,陈皮,牛膝,锁阳,当归,虎骨
败龟版,黄柏,知母,侧柏叶,枸杞子,五味子,杜仲,砂仁,甘草
龟板,鳖甲,枸杞子,白芍,熟地,人参,白术,当归,茯苓,五味子,远志,甘草
石膏,大青盐,黄柏,花椒,去目,杜仲
党参,桂圆肉,菟丝子,香附,茯苓,山药,艾叶,白术,黄芩,熟地,白芍,阿胶,甘草,当归,桑寄生,川芎,川羌,续断,鹿茸,杜仲,川贝,砂仁,化橘红
白芍,香附,苍术,黄芩,甘草
生地,龟板,石膏,龙齿,石斛,天花粉,丹皮,羚羊粉,北沙参,白芍
生地,用酒,夜浸昼晒,酒尽为度,鹿茸,肉苁蓉,研为泥,牛膝,肉桂,蛇床子,菟丝子,远志,大枣
柴胡,葛根,白芍,黄芩,甘草,连翘
鳖甲,柴胡,青蒿,地骨皮,丹皮,生地,知母,麦冬,茯神,乌梅
柴胡,青蒿,秦艽,白芍,丹皮,地骨皮,鳖甲,知母,黄芩,甘草,童便,胡连
六味地黄丸加柴胡,白芍
熟地,菟丝子,杜仲,知母,黄柏,人参,山药,当归,苁蓉,沉香
沉香,大附子,鹿茸,苁蓉,菟丝子,熟地,酒浸
知母,黄连,天冬,麦冬,朱砂
石膏,玄参,生地,赤芍,川贝,天花粉,麦冬,甘草
龟板,升麻,香附,白芍,侧柏叶,椿根白皮
鲜生地,玄参,白芷,麦冬,浙贝,金银花,牛蒡子,山豆根,槟榔,射干,丹皮,厚朴,甘草,草果,牛膝
石菖蒲,嫩桑枝条拌蒸,干山药,川牛膝,用黄精自然汁浸,漉出,酒浸,若无黄精,酒浸,漉出,细锉,远志,甘草汤浸,巴戟天,枸杞子汤浸,漉出,酒浸,伏时,菊花同焙令黄,续断,酒浸,伏时,五味子,从已至申,又以浆水浸,楮实子,去浮者,酒浸,伏时,漉出蒸,从己至亥,杜仲,山萸肉,茯神,捣细,于水盆内搅,熟地,摊令气歇,拌酒再蒸,小茴香,肉苁蓉,刷去沙土浮甲,劈破中心,枸杞子
熟地,丹皮,山萸肉,黄芪,白术,酸枣仁,茯苓,泽泻,山药,远志,当归,白芍,茯神,桂圆肉
黄柏,知母,熟地,龟板,猪脊髓,蜂蜜
熟地,知母,黄柏,龟板,猪脊髓
当归,熟地,甘草,山药,杜仲,枸杞子,女贞子,牛膝,山萸肉
生白芍,阿胶,生龟板,生地,火麻仁,五味子,牡蛎,麦冬,甘草,鸡子黄,鳖甲
当归,白芍,川芎,生地,熟地,丹参,丹皮,麦冬,黄芪,人参,防风,五味子,蔓荆子,小麦
大黄,枳壳,槟榔,郁李仁,山药,牛膝,独活,防风,山萸肉,火麻仁,菟丝子,车前子
防风,川羌,独活,防己,黄芩,黄连,苍术,白术,甘草,细辛,知母,川芎,地黄
紫河车,盛竹器,长流水中浸,刻,以回生气,盛小瓦盆于木甑或瓦甑内,蒸极熟如糊,先倾自然汁别贮,将河车石臼内捣千下,生干地黄,龟板,杜仲,天冬,黄柏,牛膝,麦冬,当归身,人参,五味子
紫河车,女用男胎,初生者,米泔洗净,新瓦焙于研末,或以谈酒蒸熟,捣晒研末,气力尤全,败龟版,童便浸三日,酥炙黄,或以童便浸过,石上磨净,蒸熟晒研,黄柏,盐酒浸,杜仲,牛膝,酒浸,肥生地黄,茯苓,绢袋盛,入瓦罐,酒煮七次,去茯苓,砂仁不用,杵地黄为膏,天冬,麦冬,人参
朱砂,犀角屑,天竺黄,秦艽,白鲜皮,北沙参,寒水石,麦冬,马牙消,川升麻,甘草,冰片
当归,生地,熟地,黄柏,黄芩,黄连,黄芪
当归,生地,玄参,黄连,黄芩,黄柏,黄芪,浙贝,牡蛎,酸枣仁,浮小麦
当归,桂枝,细辛,鲜葱白,生白芍,清炙草,绛通草,陈绍酒
鲜生地,辰茯神,细木通,原麦冬,丹皮,益元散,淡竹叶,莲心,辰砂染灯心,莹白童便
茯苓,滑石,知母,泽泻,黄柏
熟地,玄参,菊花,石膏,升麻,蜂蜜
鲜地黄,当归身,白芍,枸杞子,天冬,麦冬,川芎,丹皮,莲子,知母,地骨皮,人参,甘草
鲜地黄汁,当归,白芍,枸杞子,天冬,川芎,麦冬,莲子,丹皮,知母,地骨皮,人参,甘草
鲜地黄,以,为则,当归身,白芍,枸杞子,天冬,川芎,麦冬,莲子,丹皮,知母,地骨皮,人参,甘草
生地,熟地,白术,淡干姜,川乌,细辛,蜈蚣,生甘草
熟地,山萸肉,山药,泽泻,丹皮,云茯苓,枸杞子,甘菊花,五味子,麦冬,破故子,胡桃肉
地黄,槐角,黄柏,杜仲,白芷,山药,山萸肉,独活,泽泻,牡丹,茯苓,黄芩,白附子
熟地,巴戟天,山萸肉,肉苁蓉,附子,石斛,五味子,肉桂,茯苓,麦冬,远志,石菖蒲,干姜,大枣
甘草,半夏,麦冬,白芍,五味子,玄参,牡蛎
甘草,半夏,麦冬,白芍,玄参,牡蛎,五味子
人参,茯苓,远志,石菖蒲,海蛤粉,黄柏,樗白皮,青黛
生地,天麦冬,广百部,生枇杷叶,浙贝,女贞子,旱莲草,芦根
麦冬,黄连,苇根汁,玄参,黄柏,银花露,细生地,黄芩,生甘草
女贞子,金樱肉,大枣,桑椹子,菟丝子
杜仲,龟板,黄柏,知母,枸杞子,五味子,当归,白芍,黄芪,故纸
生地,赤芍,苦参,豨莶草,丹皮,黄柏,知母,苍术,地肤子,六一散
党参,杜仲,苁蓉,知母,黄柏,远志,盐泽泻,黄芪,龟板,牛膝,蛇床子,甘草,何首乌,山药,熟地,生地,天冬,山萸肉,朱寸冬,大茴香,五味子,枸杞子
熟地,山萸肉,茯苓,山药,丹皮,泽泻,磁石,柴胡
大黄,山萸肉,茯苓,泽泻,黄连,龙胆草,黄柏,栀子,黄芩,当归,龟板,熟地,山药,五味子,芦荟,磁石,木香,青黛
党参,北沙参,黄芪,生地,丹皮,紫草,鸡血藤,络石藤
玄参,北沙参,麦冬,知母,石斛,黄芪,白术,女贞子,紫草,卷柏,苍耳子,山豆根,辛夷花,白芷,山药,石菖蒲,菟丝子
淡天冬,提麦冬,知母,川贝,南沙参,北沙参
麦冬,天冬,知母,川贝
天冬,麦冬
天冬,麦冬,天花粉,黄芩,知母,甘草,人参
甘草,生地,生白芍,麦冬,阿胶,火麻仁,牡蛎,生鳖甲
生地,丹皮,泽泻,茯苓,山萸肉,牡蛎,龙骨,山萸肉,竹茹,白芍,山药,石菖蒲,远志
川贝,知母,天冬,麦冬,怀生地,怀熟地,人参
当归身,生地
当归身,生地
生地,麦冬,酸枣仁,生甘草,玄参,黄连,茯苓,川木通
女贞子,墨旱莲
怀地黄,酒浸,九蒸九晒,白术,败龟版,酥炙脆,黄柏,酒浸,春秋一日半,夏一日,知母,当归,生地,酒浸软,竹刀切,山萸肉,水润,白芍,茯苓,人参,绵黄耆,山药,陈皮,五味子,枸杞子,破故子,菟丝子,蒸熟,杵,杜仲,牛膝,苁蓉,酒浸一宿,酥炙黄,虎胫骨
黄芩,郁金,丹皮,菊花炭,甘草,川贝,石膏,白芍,味共研为细粉,麦冬,解石斛,知母,竹茹,饴糖,生地,瓜蒌
南沙参,北沙参,天冬,麦冬,百合,生地,金银花,黄芩,白茅根,白花蛇舌草,鱼腥草,铁树叶,薏苡仁,陈皮
黄柏,甘草,砂仁,苁蓉,莲须,芡实
人参,炙黄芪,南沙参,楮实子,三七,功劳叶,玄参,百合,麦冬,芦根,莪术,蜈蚣,桔梗,陈皮
附块,龟板,女贞子,旱莲草,何首乌,丹参,磁石,石决明
桑椹清膏,四叶参,甘草,炒冬术,白芍,熟地,麦冬,黄精,金樱子肉,夜交藤,女贞子,旱莲草,陈皮,大枣
西洋参,麦冬,五味子,生甘草,麻黄,杏仁,石膏,金银花,板兰根,生地,玄参,天花粉,知柏,瓜蒌,川贝,青蒿,浮小麦
黑矾,西洋参,海马,肉桂,大枣,核桃仁
甘草,西洋参,火麻仁,生地,麦冬
广狗肾,海马,鹿鞭,土茯苓,翡翠贻贝,麒麟菜,鳆鱼,头发菜,砂仁,杜仲炭,枸杞子,冬虫夏草,酒生地
甘草,桔梗,麦冬
枇杷叶,干熟地黄,天冬,枳壳,山茵陈,生干地黄,麦冬,石斛,甘草,黄芩
生干地黄,熟干地黄,天冬,麦冬,枇杷叶,黄芩,石斛,枳壳,甘草,山茵陈叶
天冬,麦冬,黄柏,知母,当归身,白芍,白术,石菖蒲,甘草
地黄,泽泻,麦冬,熟地,玄参,茯苓,仙茅酒,磁石,丹皮,珍珠母,五味子,夜交藤,制何首乌,浮小麦,钩藤
夏枯草,玄参,牡蛎,昆布,半夏,海藻,青皮,陈皮,三棱,莪术
枸杞子,粳米
黄芪,鸡血藤,丹参,黄精,海藻,玄参
人参,甘州枸杞子,天冬,麦冬,怀生地黄,怀熟地黄
当归,丹皮,柴胡,酒芍,生地,黄芩,知母,麦冬,地骨皮,川芎,川贝,黄连,川羌,防风,连翘,薄荷,蔓荆子,紫苏,独活,藁本,细辛,丹参,党参,黄芪,熟地,玄参,白术,天冬,赤芍,白薇,苍术,山萸肉,山药,枳壳,桔梗,麦芽,郁金,贯众,青皮,陈皮,半夏,胆南星,白芷,升麻,葛根,黄柏,黑山栀,生甘草,熟牛膝,杜仲,续断,桑白皮,椿白皮,樗白皮,秦皮,醋炒延胡,醋炒蒲黄,醋炒香附,黑荆穗,黑灵脂,地榆,瓜蒌皮,五味子,五倍子,诃子,海螵蛸,龙骨,煅左顾牡蛎,穿山甲,炒黑蚕砂,龟板,鳖甲,炮姜炭,干姜,葱白,大蒜,韭白,紫花地丁,益母草,槐枝,柳枝,桑枝,白茅根,干荷叶,侧柏叶,霜桑叶,薄荷,凤仙草半株,苍耳草,艾叶,乌梅
黄柏,黄芩,樗白皮,香附,白芍,龟板
黄芩,白芍,龟板,黄柏,椿树根皮,香附
黄芩,白芍,龟板,黄柏,椿白皮,香附
莲须,山茱萸肉,酒浸,覆盆子,菟丝子,蒸半日,捣烂,芡实,破故子,蒺藜,五味子
赤鲜首乌,当归,白芍,枳壳,青皮,草蔻,柴胡,甘草,干姜
蜜炙白术,黄芩,续断,白莲须,芡实,陈皮,山药,杜仲,麦冬,白建莲
黄芪,当归,黄柏,知母,熟地,肉桂,干姜,牛膝,虎胫骨,金银花
瓜蒌,石斛,玄参,麦冬,生地,瞿麦,车前子,益母草,马尾连,牛膝
当归,熟地,鹿角霜,香附,泡参,白术,桑寄生,枸杞子,山萸肉
黄连,黄柏,当归,黄芩,阿胶,熟艾
生地,当归,白芍,枸杞子,丹皮,知母,人参,甘草,地骨皮
当归,白芍,生地,丹皮,茯苓,山药,山萸肉,泽泻
当归,白芍,熟地,山萸肉,丹皮,山药,茯苓,泽泻
熟地,山药,山萸肉,丹皮,茯苓,泽泻,白芍,当归
党参,当归,熟地,生地,赤芍,白芍,茯苓,泽泻,丹皮,山药,菊花,女贞子,枸杞子,夜明砂,蝉花
生龟版,生白芍,熟地,生川柏,丹皮,山萸肉,山药,辰茯神,青盐陈皮
黄毛鹿茸,破故子,石燕,急性子,细辛,生地,杜仲炭,大青盐,公丁香,雄蚕蛾,蜻蜓,熟地,苁蓉,地骨皮,附子,天冬,人参,甘草,穿山甲,枸杞子,淫羊藿,锁阳,牛膝,砂仁,麻雀脑,菟丝子,对海马,硫黄,朱砂
熟地,茯苓,砂仁,苁蓉,破故子,菟丝子,泽泻,当归,白术,远志,枸杞子,覆盆子,芡实,山药,莲子,丹皮,山萸肉,牛膝,杜仲炭,酸枣仁,人参,鹿茸,龟版胶,鹿角胶
桂枝,白芍,干姜,甘草,大枣,龙骨,牡蛎
人参,熟地,枸杞子,当归,山药,肉苁蓉,菟丝子,酸枣仁,茯神,麦冬,五味子,蕤仁,蒺藜,沙苑子,川芎,防风,菊花,牛膝,石斛,羚羊粉,犀角,黄连
黄芩,玄参,生地,知母,小胡麻,细辛,防风,车前子,桔梗
冰片,茯苓,天冬,麦冬,生地,熟地,人参,地骨皮,人乳粉
海马,砂仁,远志,枸杞子,鹿茸,黄芪,山药,白术,肉桂,锁阳,茯苓,蛤蚧,苁蓉,人参,熟地,杜仲炭,狗脊,钟乳石,阳起石,苣胜子,黄精,龟板,淫羊藿
鲜旱莲草,大枣
生地,北沙参,炙鳖甲,当归,白芍,青蒿,地骨皮,丹皮,甘草
人参,白术,陈皮,白芍,葛根,当归,红花,豆大,甘草
紫河车,熟地,天冬,麦冬,杜仲,牛膝,黄柏,龟板
玄参,黄芩,生地,赤芍,菊花,青葙子,蒺藜
虎胫骨,龟板,苍术,黄柏,防己,归梢,牛膝
黄柏,龟板,知母,熟地,陈皮,白芍,锁阳,虎骨,干姜
当归,生地,川芎,白芍,菊花,枸杞子,蒺藜,故纸,黄连,黄芩,茯苓,麦冬,琥珀,覆盆子,密蒙花,木贼,青葙子,蔓荆子,楮实子,栀子,黄柏,知母,大青盐,甘草,龙胆草
麦冬,天冬,党参,熟地,知母,黄柏,川芎,菊花,山药,枳壳,苁蓉,青葙子,当归,菟丝子,茯苓,枸杞子,杜仲炭,杏仁,生地,沙苑子,羚羊粉,黄连,犀角,石斛,甘草,琥珀
百合,滑石,代赭石
熟地,山萸肉,附子,车前子,麦冬,五味子
槐米,瓜蒌,枳壳,天冬,麦冬,玉竹,火麻仁,苏子,杏仁,甘草,金橘饼,白芝麻
黄连,黄芩,白芍,鸡子黄,阿胶
黄连,生地,天花粉,五味子,川当归,人参,葛根,茯苓,麦冬,甘草
黄连,生地,当归,甘草,茯神,酸枣仁,远志,人参,莲子
黄连,生地,知母,黄芩,甘草
黄芪,当归,白芍,川芎,地黄,甘草
黄芪,陈皮,鳖甲,何首乌
木香,藿香叶,当归,陈皮,人参,泽泻,黄芪
川芎,当归,赤芍,生地,葛根,天花粉,红花,黄芩,薄荷
白芍,黄芩,茯苓
大乌龟,黄连,当归尾
江湖大乌龟,以罩盖龟,地热逼出臭屁,待屁尽,以秆绳通身包缚,黄泥封固,炭火中煨熟,捞起剥净,取肉研如泥,其壳用牛骨髓涂炙,沁透酥干,黄连,当归
生黄芪,山药,苍术,玄参,当归,赤芍,川芎,益母草,丹参,葛根,生地,熟地,木香
当归,白芍,熟地,天冬,麦冬,瓜蒌,桃仁,红花
蒺藜,沙苑子,生地,熟地,麦冬,党参,五味子,绿豆衣,玄参,黄芪,山药,石斛,天花粉
大黄,枳实,当归,厚朴,生地,白芍,丹参,陈皮,甘草
黄柏,龟板,陈皮,当归,知母,虎骨,锁阳,牛膝,山药,白芍,砂仁,杜仲,黄芪,熟地,枸杞子,破故子,菟丝子
当归,熟地,生地,川芎,白芍,香附米,人参,肉桂,黄芩
酸枣仁,山药,熟地,杜仲,续断,当归,石斛,白术,阿胶,故纸,白芍
熟地,菟丝子,当归,白芍,锁阳,杜仲,牛膝,破故子,枸杞子,虎骨,龟板,黄柏,山药,人参,黄芪,冬加干姜
葱白半握,淡豆豉,玉竹,白薇,青木香,桔梗,甘草,薄荷
当归,白芍,生地,何首乌,川芎,白芨,地龙,路路通,地肤子,乌药,荆芥,防风,甘草
生地,熟地,茯苓,山药,天冬,麦冬,牛膝,枸杞子,花椒,盐酒,人参,山萸肉,当归,何首乌,丹皮,泽泻
熟地,山药,山萸肉,丹皮,五味子,百药煎
北沙参,龙牙燕,阿胶,人参,麦冬,生地,生白芍,清炙草,白毛石斛,鲜茅根
甘草,生地,生白芍,麦冬,阿胶,火麻仁
生地,淡豆豉,连翘,荆芥,甘草,葱白
生地,玄参,白芍,地骨皮,阿胶,焦艾,益母草
生地,丹皮,茯苓,泽泻,山药,当归,丹参,茜草,红花,生甘草
黄芪,黄精,鸡血藤,秦艽,乌梢蛇,丹参,莲心,玉竹,白人参,白芍,当归,女贞子,熟地,黄连
黄芪,黄精,鸡血藤,秦艽,乌梢蛇,丹参,莲心,玉竹,白人参,白芍,当归,女贞子,熟地,黄连
青蒿,鳖甲,生地,丹皮,地骨皮,皮芍,药麦冬,茯神
柴胡,黄芩,生地,当归,地骨皮,茯苓,知母
北沙参,麦冬,五味子,丹皮,细生地
当归,白芍,川芎,生地,黄柏,黄芩,熟地
生地,白芍,当归,枸杞子,牛膝,杜仲,黄柏,酸枣仁
当归身,熟地,白芍,肉苁蓉,火麻仁,怀牛膝
生葳蕤,生葱白,桔梗,东白薇,淡豆豉,薄荷,甘草,大枣
犀角,生地,白芍,甘草,白茅根,侧柏,牛膝,黄芩
当归,白芍,白术,茯苓,丹皮,栀子,甘草
桑白皮,桔梗,地骨皮,甘草,知母,麦冬,黄芩,五味子
生地,白芍,麦冬,熟地,甘草,知母,地骨皮
原生地,山萸肉,山药,盐杜仲,沙苑子,茯苓,骨碎补,远志,当归身,炒杭芍,狗脊,益智仁,怀牛膝,石莲蕊,橘红,穞豆皮
熟地,龟板胶,山萸肉,云茯苓,菟丝子,鹿角胶,山药
黄柏,知母,牛膝,杜仲,巴戟天,熟地,山萸肉,苁蓉,茯苓,枸杞子,远志,山药,鹿茸,龟板
生地,生龟板,牡蛎,知母,黄柏,远志,石菖蒲,菟丝子,石决明,菊花,萆解,茯苓,甘草,代赭石,酸枣仁,楮实子,紫石英
熟地,山萸,山药,丹皮,茯苓,当归,黄连,泽泻,人参
生地,熟地,旱莲草,女贞子,白术
党参,炙黄耆,生晒术,茯神,当归,酸枣仁,远志,阿胶,焦山栀,丹皮,清炙草,广木香,桂圆肉
熟地,龙胆肉,鹿角胶,当归,伏龙肝,黄芪,白术,附子,甘草,黄芩,阿胶
人参,五味子,麦冬,牛膝,黄芪,菟丝子,小茴香,当归,茯苓,木香,花椒,黄柏,天冬,肉苁蓉,山萸肉,杜仲,巴戟天
当归,丹参,土贝母,白芍,赤芍,玄参,夏枯草,紫草,生地,白术,黄柏,牛膝,茜草
怀生地,山药,茯苓,晒干又拌,山萸肉,丹皮,麦冬,泽泻,甘菊花,真甘枸杞,五味子,又方加白蒺藜
生地,生白芍,旱莲草,山药,莲米,连翘,赤小豆,黄连,淡竹叶,五味子,山萸肉,大枣,甘草
熟地,山药,山萸肉,茯苓,丹皮,泽泻,枸杞子,菊花,密蒙花,羚羊角粉,酸枣仁,钩藤,天麻
生地,麦冬,白花百合,桑白皮,款冬花,百部,玉竹,薄荷,川贝,山药,桔梗,枇杷叶,橘红,薏苡仁,茯苓,白芍,甘草,桂圆肉,大枣
天冬,人参,茯苓,女贞子,丹皮,杜仲,生地,龟板,旱莲草,黄柏,泽泻,牛膝,大枣
党参,麦冬,山药,熟地,川贝,北沙参,五味子
当归,川芎,白芍,熟地,桔梗,黄柏
当归,川芎,生地,赤芍,丹皮,前胡,葛根,连翘,牛子,红花,甘草
当归身,熟地,白芍,川芎,五味子,麦冬,人参,黄柏,黄连,知母,杜仲,牛膝,苍术
当归,川芎,白芍,生地,山栀子,连翘,甘草
当归,生地,赤芍,川芎,茵陈蒿,栀子,川木通,车前子,牛子,连翘,知母,滑石,甘草
黄连,川芎,黄芩,黄柏,栀子,当归,苍术,僵蚕,蒺藜,生地,黄芪,山药,玄参,荷叶,白芍
白芍,生地,当归,乌梅,怀牛膝
玄参,生地,白花蛇舌草,黄芩,石膏,制大黄,侧柏叶,生山楂,桑白皮
生地,紫草,丹皮,地骨皮,龟板,鳖甲,南沙参,北沙参,麦冬,黄芪,党参,白术,山药
生黄芪,白术,玉竹,连翘,防风,生地,地肤子,豨莶草,金银花,大枣
生黄耆,生白术,防风,生地,玉竹,地肤子,豨莶草,连翘,金银花,大枣
鲜生地,旱莲草,板蓝根,黄甘菊,川贝,大青叶,枸杞子,石斛,琥珀末
鲜生地,旱莲草,女贞子,红藤,蒲公英,板蓝根,黄甘菊,川贝,大青叶,枸杞子,石斛,琥珀末
北沙参,炒川栋子,牡蛎,钩藤,地榆,槐花,细生地,生白芍,海浮石,龙齿,白芨,女贞子,仙鹤草,川贝
生地,当归,白芍,茯苓,旱莲草,女贞子,仙鹤草,珍珠母,鳖甲
天冬,生地,当归,白芍,黄柏,知母
薏苡仁,百合,杏仁,人参,天冬,麦冬,知母,五味子
夏枯草,旱莲草,丹参,山药,龙骨,牡蛎
当归,知母,黄柏,秦艽,独活,熟地,龟板,白术,白芍,黄芪,破故子,杜仲,川羌,锁阳,茯苓,防风,菟丝子,木瓜,续断,枸杞子,牛膝,川附片,人参,虎骨
知母,黄柏,肉桂,锁阳,枸杞子,巴戟天,苏木,当归,白芍,龟板,全蝎,黄芪,桔梗,骨碎补,甘草
玄参,麦冬,蝉蜕,诃子,桔梗,板蓝根,胖大海,地黄,藏青果,甘草,薄荷素油,薄荷脑
白术,茯苓,山药,草蔻,生薏米,白扁豆,萆解,枳壳,黄柏,芡实,桂枝,天花粉
党参,炒白扁豆,豆蔻仁,黄连,炒冬术,莲子,神曲,茯苓,橘红,山楂肉,甘草,芡实,广藿香,麦芽,山药,春砂仁,桔梗,炒薏仁米
羚羊粉,石决明,生地,白芍,甘草,地龙,竹茹,黄芩,丹皮,郁金,钩藤
生黄芪,生地,苍术,玄参,葛根,丹参
人参,黄芪,黄精,茯苓,白术,葛根,五味子,黄连,大黄,甘草
夏枯草,地龙,槲寄生,槐花,生地,黄芩,菊花,薄荷
紫贝齿,紫石英,磁石,生石决明,夏枯草,菊花,钩藤,白芍,生地,玄参,栀子,牛膝
白芍,生地,玄参,何首乌,杜仲,牛膝,桑寄生,磁石,牡蛎,天麻,紫贝齿,生石决明
枸杞子,何首乌,草决明,山楂,丹参
生地,干姜,白芍,人参,当归,麦门冬琥珀,阿胶,蒲黄
黄连,肉桂,玄参
槟榔,黄连,青皮,陈皮,木香,沉香,巴戟天,当归,广荗,枳壳,香附,甘草,大黄,黄柏,牵牛头末
