#141#,黄鳝,1条,鸡内金,10克
#2486#,川椒,4两,茯苓,1两,川乌,1两,茴香,2两,苍术,4两,甘草,2两,熟地,3两,山药,3两
#2659#,苍术,1斤
#2672#,苍术不拘多少,None
#2679#,苍术,1斤
#2705#,肉苁蓉,500克,牛膝,240克,菟丝子,135克,木瓜,4枚,黑附子,6枚,麋角,150克,椒红,120克,肉豆蔻,60克,破故纸,90克,楮实,105克,巴戟天,90克,木香,60克,鹿茸,90克,桂,90克,蛇床子,60克,槟榔,60克,干姜,90克
#2726#,苁蓉,半两,黑附子,半两,牛膝,半两,鹿茸,半两,菟丝子,1两
#2742#,肉苁蓉,None,菟丝子,None,牛膝,None,白术,None,细辛,None,何首乌,None,续断,None,枸杞,None,山芋,None,菖蒲,None,车前子,None,巴戟天,None,菊花,None,破故纸,None,远志,None,地骨皮,None,覆盆子,None,地黄,None
#2945#,磁石,3两,雄黄,2两,桂心,1两,菟丝子,2两,雄雀粪,1分,牛酥,1分
#3016#,沉香,1两,麝香,1两,鹿茸,1两
#3323#,沉香,3钱,木香,3钱,白檀,3钱,胡桃,3钱,丁香,3钱,枸杞,3钱,茴香,3钱,全蝎,5钱,茴香,5钱,川楝,5钱,葫芦巴,5钱,破故纸,5钱,川山甲,3钱,菟丝子,5钱,巨胜子,5钱,远志,5钱,韭子,5钱,莲花蕊,3钱,川心巴戟,5钱,山药,5钱,茱萸,5钱,知母,5钱,仙灵脾,2钱,青皮,3钱,陈皮,3钱,茯苓,5钱,牛膝,3钱,黄精,5钱,天门冬,5钱,麦门冬,5钱,人参,3钱,地黄,2钱,乳香,2钱,地黄,2钱,细墨,5钱,五味子,5钱,肉苁蓉,5钱
#3344#,木香,1两,沉香,1两,茴香,1两,丁香,1两,南番葫芦巴,1两,石斛,1两,破故纸,1两,巴戟,1两,牛膝,1两,青皮,1两,川芎,1两,黑附子,半两
#5647#,破故纸,4两,菟丝子,4两,胡桃肉,1两,乳香,2钱半,没药,2钱半,沉香,2钱半
#5707#,黄柏,250克,知母,90克,地黄,90克,龟版,120克,白芍,60克,陈皮,60克,牛膝,60克,锁阳,45克,当归,45克,虎骨,30克
#5955#,白蒺藜,1斤,莲须,8两,山萸,4两,续断,4两,覆盆子,4两,枸杞,4两,金樱子膏,4两,菟丝饼,None,芡实米,None,龙骨,1两
#5961#,地黄,半斤,鼠苓,1两,茯苓,4两,黄柏,1斤,当归,None,枳壳,None,麦门冬,1两,地黄,2两,天门冬,2两,拣参,2两,菊花,2两,生芩,1两
#6174#,茴香,1两,黑附子,半两,巴戟天,半两,陈皮,1两,陈皮,半两,破故纸,半两,青盐,半两,牛膝,1两,川椒,1两
#6196#,青蒿,2两,柴胡,2两,芍药,1两,五加皮,1两,续断,1两,石斛,1两,黄耆,1两,羌活,1两,以上锉,None,以无灰酒,2升,童便浸,2升,置日中晒3日,None,逐日转动,None,日足漉出焙干,None,捣罗为末,None,其浸药之酒,None,当归,1两,牛膝,1两,桃仁,1两半,肉苁蓉,1两半,地黄汁,3升,五味子,None,地黄汁外,None,捣罗为末,None,地黄汁并入前浸药酒内,None,慢火熬,None,时时搅转,None,令膏凝,None,即住火,None,芎?,1两,人参,1两,茯苓,1两,桂,1两,黑附子,1两,蛇床子,1两,卷柏,1两,川椒,1两,厚朴,1两,木香,1两,荜澄茄,1两
#6203#,牛膝,None,地黄,None,枳壳,None,地骨皮,None,菟丝子,None,远志,None
#6307#,葫芦巴,半两,高良姜,半两,破故纸,半两,乌头,半两,威灵仙,半两,茴香,1两半,槟榔,2枚
#6486#,乌头,1两,威灵仙,1两,巴戟天,1两,苍术,1两,芍药,1两
#6563#,鹿角胶,半斤,杜仲,3两,山药,2两,茯苓,2两,地黄,2两,菟丝子,1两半,茱萸,1两半,五味子,1两,牛膝,1两,益智仁,1两,远志,1两,茴香,1两,川楝,1两,川巴戟,1两,破故纸,1两,胡芦巴,1两,柏子仁,半两,川山甲,3钱,沉香,3钱,全蝎,1钱半
#6566#,豨莶草,1斤6两,白蒺藜,1斤6两,天冬,8两,熟地,8两,人参,8两,茯神,4钱,枣仁,4钱,枸杞,4钱,牛膝,4钱,杜仲,4钱,续断,4钱,五加皮,4钱,山药,4钱,山萸,4钱,白术,4钱,菟丝饼,4钱,沉香,4钱,朱砂,4钱,天南星,4钱,沙苑子,4钱,半夏,4钱,鹿茸,4钱,虎胆,4钱,乳香,2两,没药,2两,黄芩,2两,山楂,2两,龙骨,2两,地龙,2两,土鳖,2两,甜瓜子,2两,骨碎补,2两,肉桂,2两,黑附子,2两,甘草,2两
#6585#,萆薢,1斤,破故纸,4两,狗脊,2两,巴戟天,2两,牛膝,2两,茴香,2两
#6624#,萆薢,1两半,当归,1两,厚朴,1两,干姜,1两,荆三棱,1两,桂,1两,黑附子,1两,陈皮,6两
#6639#,萆薢,4两,牛膝,4两,菖蒲,4两,天台乌药,2两,薏仁,2两
#7067#,破故纸,2两半,骨碎补,2两,杜仲,1两,牛膝,1两,续断,1两,肉苁蓉,1两,黑,None,豆,1两,当归,1两,鸡血藤膏,5钱,三七,5钱,血琥珀,3钱,麒麟竭,5钱,沉香,5钱
#7553#,白薇,1两,车前子,半两,当归,半两,芎藭,半两,蛇床子,半两,藁本,3分,卷柏,3分,白芷,3分,覆盆子,3分,桃仁,3分,麦门冬,2两半,人参,3分,桂心,3分,菖蒲,3分,细辛,半两,干姜,半两,地黄,1两,川椒,1两,茯苓,3分,远志,2分,龙骨,1两
#9375#,鹿角,10斤,天门冬,4两,麦门冬,4两,黄柏,3两,知母,3两,虎胫骨,3两,龟版,3两,枸杞,4两,山药,4两,肉苁蓉,4两,茯苓,4两,茱萸,4两,破故纸,4两,生地,4两,当归,4两,菟丝子,6两,熟地,6两,白芍,3两,牛膝,3两,杜仲,3两,人参,3两,白术,3两,五味子,1两,枣仁,1两,远志,2两,甘草,2两,砂仁,1两
#9376#,鹿角霜,10两,鹿角胶,4两,人参,4两,杜仲,3两,牛膝,4两,茯苓,4两,芡实,4两,黄柏,4两,当归,3两,山药,4两,黄耆,4两,知母,4两,生地,4两,五味子,2两,枸杞,3两
#9392#,鹿角胶,10两,鹿角霜,10两,菟丝子,10两,柏子仁,10两,地黄,10两
#10581#,黑附子,1两,乌头,2两,草乌,2两,防风,半斤,蛇床子,2两,莨菪子,2两,马蔺子,2两,茱萸,2两
#10865#,朱砂,1两,磁石,1两,赤石脂,1两,代赭石,1两,人中黄,1两,禹余粮,1两,乳香,1两,没药,1两
#10888#,茯苓,2斤半,黄耆,6两,肉苁蓉,4两,人参,6钱,枸杞,6两,破故纸,5两,何首乌,半斤,秋石,4两,人乳,半斤
#10900#,当归,1两,生地,1两,杜仲,1两,牛膝,1两,枸杞,1两,五加皮,2两,茯苓,4两
#10927#,何首乌,6两,牛膝,6两,茱萸,4两,柏子仁,4两,知母,4两,黄柏,4两,当归,4两,败龟版,4两
#10957#,伏火朱砂,1两,真磁石,1两,赤石脂,1两,代赭石,1两,石中黄,1两,禹余粮,1两,乳香,1两,没药,1两
#11106#,天门冬,1两,麦门冬,1两,远志,1两,谷精草,1两,地黄,1两,地黄,1两,黑附子,1两,茴香,1两,茴香,1两,羌活,1两,木鳖子,1两,独活,1两
#11316#,人参,5钱,当归,5钱,白茯,5钱,乌药,5钱,杏仁,5钱,砂仁,5钱,川乌,5钱,草乌,5钱,何首乌,5钱,五加皮,5钱,枸杞,5钱,牛膝,5钱,杜仲,5钱,肉桂,5钱,苍术,5钱,肉苁蓉,1两,破故纸,1两,甘草,1两,木香,3钱,枳壳,3钱,干姜,3钱,虎骨,3钱,香附,3钱,白芷,3钱,厚朴,3钱,陈皮,3钱,白术,3钱,川芎,3钱,麻黄,3钱,独活,3钱,羌活,3钱,川椒,3钱,白芍,3钱,生地,3钱,熟地,3钱,天冬,3钱,麦冬,3钱,防风,3钱,荆芥,3钱,五味子,3钱,茴香,3钱,细辛,3钱,沉香,3钱,白蔻,3钱,枣仁,2两,真蜜,1斤,核桃仁,4两,真酥油,半斤,天麻,3钱,生姜,4两
#11586#,西洋参,3克,黄耆,9克,当归,6克,川芎,4.5克,熟地,15克,白芍,9克,枸杞,15克,山药,15克,续断,9克,砂仁,3克,三七,4.5克,破故纸,9克,骨碎补,9克,木瓜,9克,甘草,3克
#11600#,当归,30克,五加皮,30克,生地,30克,破故纸,15克,骨碎补,15克,功劳叶,15克,薏仁,15克,紫荆皮,15克,木香,9克,羌活,9克,川芎,24克,杜仲,24克,莪术,9克,桃仁,9克,虎骨,36克
#11606#,西洋参,3g,黄耆,9g,当归,6g,川芎,4.5g,熟地,15g,白芍,9g,枸杞,15g,山药,15g,续断,9g,砂仁,3g,三七,4.5g,破故纸,9g,骨碎补,9g,木瓜,9g,甘草,3g
#12634#,当归,15克,熟地,15克,杜仲,15克,制苁蓉,15克,炙黄耆,15克,酒天冬,15克,麦冬,15克,五味子,15克,高丽参,15克,牛膝,15克,鹿茸,15克,杏仁,15克,蛇床子,15克,酒川断,15克,紫霄花,15克,盐菟丝,15克,虎胫骨,15克,谷精草,15克,香附,15克,生地,15克,远志,15克,制山甲,15克,木鳖子,15克,男子头发,15克,大蛤蚧,1对
#12870#,菖蒲,None,山药,None,牛膝,None,远志,None,巴戟,None,续断,None,五味子,None,楮实子,None,杜仲,None,茱萸,None,茯神,None,熟地,None,茴香,None,肉苁蓉,None,枸杞,None
#13791#,厚朴,2两,苍术,2两,甘草,2两,陈皮,半斤
#14887#,川芎,一两半,黑附子,一两半,地黄,二两,白术,二两,防风,二两,当归,二两,芍药,二两,杜仲,二两,羌活,一两,人参,一两,甘草,一两,牛膝,一两
#14888#,川芎,45克,黑附子,45克,地黄,60克,白术,60克,防风,60克,当归,60克,芍药,60克,黄耆,60克,杜仲,60克,甘草,30克,牛膝,30克
#14889#,防风,2两,白术,2两,杜仲,2两,当归,2两,地黄,2两,芍药,2两,黄耆,2两,羌活,1两,牛膝,1两,甘草,1两,人参,1两,黑附子,1两半,川芎,1两半
#15340#,石斛,1两半,萆薢,1两,柏子仁,None,石龙芮,3分,泽泻,3分,黑附子,1两,杜仲,1两,牛膝,1两半,芍药,3分,云母粉,1两,松柏,1两,防风,3分,茱萸,3分,菟丝子,1两,细辛,3分,鹿茸,1两,巴戟,1两
#15738#,黑附子,2两,川乌,2两,白附子,2两,白蒺藜,1两,白僵蚕,1两,五灵脂,1两,没药,半两,白矾,半两,麝香净肉,半两,细香墨,半两,朱砂,半两,金箔200箔,None
#15842#,细辛,3分,桂心,3分,黄芩,3分,茱萸,3分,厚朴,3分,杏仁,30枚,干姜,3分,川椒,3分,远志,3分,小草,2分,芍药,2分,黑附子,2分,当归,2分,黄连,2分
#15859#,大朱砂,1斤
#15980#,地黄,1斤,糯米5斗,None,面曲,5斤
#16198#,地黄,5斤,五加皮,5两,牛膝,半斤
#16604#,肉苁蓉,35g,黑附子,35g,木鳖子,50g,天南星,30g,白附子,30g,覆盆子,30g,菟丝子,30g,赤小豆,30g,骨碎补,30g,何首乌,30g,川乌,10g,甘草,10g,川椒,35g,地龙,50g,防风,30g,羊膝,35g,草薢,30g,羌活,30g,狗脊,30g,人参,20g,黄芪,20g,白术,10g,茯苓,10g,白酒,3000ml
#16615#,萆薢,半两,防风,半两,白蒺藜,半两,狗脊,半两,乌药,半两,黑附子,半两,白附子,半两,赤小豆,半两,地龙,半两,骨碎补,半两,茴香,半两,羌活,半两,天南星,半两,黄耆,半两,肉苁蓉,1两,牛膝,1两,何首乌,1两,川椒,1两,覆盆子,1两,木鳖子,3分
#17894#,人参,1钱,白术,1钱,黄耆,1钱,甘草,5分,川归,1钱,川芎,1钱,芍药,1钱,地黄,1钱,防风,7分,防己,7分,羌活,7分,牛膝,7分,杜仲,1钱,萆薢,1钱,黑附子,7分
#17938#,乌头,4两,黑附子,4两
#17966#,地黄,90克,地黄,60克,菟丝子,30克,茱萸,180克,肉苁蓉,30克,败龟版,90克,人参,30克,黄耆,30克,黄柏,90克,牛膝,30克,枸杞,30克,破故纸,30克,五味子,30克,白术,90克,芍药,30克,当归,60克,虎胫骨,30克,杜仲,30克,山药,30克,知母,60克,陈皮,30克,茯苓,30克
#17968#,地黄,3两,龟版,3两,白术,3两,黄柏,3两,知母,4两,当归,4两,地黄,4两,芍药,4两,麦冬,4两,天冬,2两
#17970#,地黄,3两,白术,3两,败龟版,3两,黄柏,3两,知母,2两,当归,2两,地黄,2两,茱萸,2两,芍药,1两,茯苓,1两,人参,1两,绵黄耆,1两,山药,1两,陈皮,1两,五味子,1两,枸杞,1两,破故纸,1两,菟丝子,1两,杜仲,1两,牛膝,1两,苁蓉,1两,虎胫骨,1两
#18024#,磁石,2两,硇砂,半两
#18089#,何首乌,1斤,牛膝,半斤
#18500#,生地,10两,枣仁,None,当归,2两,海桐皮,2两,羌活,2两,萆薢,2两,地骨皮,1两5钱,牛膝,1两5钱,桂枝,5钱,甘草,5钱
#18555#,牛膝,1斤,乳香,5钱,没药,5钱,木瓜,1斤,天麻,1斤,肉苁蓉,1斤,黑附子,2两,虎胫骨,2两
#18740#,黑附子,2个,木瓜,4个,牛膝,2两,白术,1两,薏仁,1两,羌活,半两,杜仲,半两,续断,半两,萆薢,半两,防风,半两,五加皮,半两,地黄,半两
#18889#,黑附子,10两,川芎,6两,木瓜,None,牛膝,半斤,羌活,4两
#19587#,覆盆子,1两,远志,1两,杜仲,1两,柏子仁,2两,枸杞,2两,地肤子,1两,胡桃仁,2两
#20939#,人参,2两,茯苓,2两,远志,1两,牛膝,1两,杜仲,1两,黄耆,1两,菖蒲,1两,当归,1两,苍术,1两,菊花,1两,地骨皮,1两,天麻,半两,半夏,半两,地黄,半两,地黄,半两,益智,半两,萆薢,半两,羌活,半两
#21308#,菟丝子,51g,淫羊藿,43g,续断,43g,锁阳,51g,狗脊,64g,枣仁,43g,何首乌,64g,甘草,21g,陈皮,21g,鹿角胶,9g,地黄,64g,龟甲胶,13g,金樱子,51g,黄芪,43g,山药,43g,覆盆子,85g
#21507#,骨碎补10.2%,None,防己10.2%,None,地黄21.7%,None,黑豆13.5%,None,金樱子13.5%,None
#22215#,菊花,2两,枸杞,4两,地黄,3两,山药,半两
#23404#,枸杞,None
#23422#,枸杞,2两,地黄,1两,人参,1两,茯神,1两,黑附子,1两,覆盆子,1两,五味子,1两,薯蓣,1两,菟丝子,1两,肉苁蓉,1两,石斛,1两,茱萸,1两,桂心,1两
#24862#,黄雌鸡,1只,杏仁,10枚,地黄,3两,粳米,3合
#26809#,熟地,3两,生地,4两,当归,4两,萆薢,2两,羌活,1两,独活,1两,牛膝,2两,秦艽,3两,苍术,2两,块广皮,2两,川断,2两,麦冬,3两,枸杞,2两,川桂皮,5钱,茴香,1两,乌药,1两,丹皮,2两,木瓜,2两,五加皮,4两
#26891#,蒲公英,1斤,解盐,1两,香附,5钱
#27220#,虎胫骨,1两,败龟板,2两,苍术,3两,黄柏,2两,防己,4两,归梢,2两,牛膝,1两半
#27222#,虎胫骨,1具,糯米,2.5kg,曲,None
#27224#,虎骨,8两,萆薢,8两,淫羊藿,8两,薏仁,8两,牛膝,8两,熟地,8两,当归,5钱,羌活,5钱,乌药,5钱,五加皮,5钱,苍术,5钱,防风,5钱,青皮,5钱,独活,5钱,丹皮,5钱,川芎,5钱,白芷,5钱,木瓜,5钱,白芍,5钱,紫草,5钱,枸杞,5钱,红花,5钱,破故纸,5钱,川乌,5钱,草乌,5钱,陈皮,8两,萎蕤,8两,红糖,96两,红曲,20两,蜂蜜,160两,乳香,2两,没药,2两,油松节,4两,官桂面,5钱,木香面,5钱,丁香,5钱,檀香面,5钱,紫豆蔻面,5钱,佛手面,5钱,砂仁面,5钱,蕲蛇,5钱,人参面,5钱,鹿茸面,5钱,麝香,2分,杜仲,5钱,续断,5钱
#27227#,虎骨,1两,当归,半两,天雄,半两,黑附子,半两,肉苁蓉,半两,牛膝,半两,萆薢,半两,肉桂,半两,枣仁,半两,茯神,半两,绵黄耆,半两,远志,半两,石斛,半两
#27231#,虎胫骨,2两,萆薢,2两,牛膝,2两,仙灵脾,2两,薏仁,2两,地黄,2两
#27241#,虎骨,8两,薏仁,8两,当归,5钱,五加皮,5钱,青皮,5钱,川芎,5钱,白芍,5钱,红花,5钱,草乌,5钱,红糖,96两,萆薢,8两,牛膝,8两,羌活,5钱,苍术,5钱,独活,5钱,白芷,5钱,紫草,5钱,陈皮,8两,破故纸,5钱,红曲,20两,淫羊蕾,8两,熟地,8两,乌药,5钱,防风,5钱,丹皮,5钱,木瓜,5钱,枸杞,5钱,川乌,5钱,萎蕤,8两,蜂蜜,160两,乳香,2两,官桂面,5钱,檀香面,5钱,砂仁面,5钱,鹿茸面,5钱,续断,5钱,没药,2两,木香面,5钱,紫豆蔻面,5钱,蕲蛇,5钱,麝香,2分,油松节,4两,丁香,5钱,佛手面,5钱,人参面,5钱,杜仲,5钱
#27340#,石斛,1两,石楠叶,1两,防风,1两,虎胫骨,1两,当归,1两,茵芋叶,1两,杜仲,1两,牛膝,1两,芎?,1两,狗脊,1两,续断,1两,川巴戟,1两
#27702#,威灵仙,3两,川乌,3两,陈皮,3两,防风,3两,川楝,3两,萆薢,3两,乌药,5两,川椒,2两,赤小豆,8两,茴香,8两,地龙,7两
#27715#,茴香,2两,川乌,2两,川楝,2两,陈皮,2两,萆薢,2两,地龙,2两,旋覆花,2两,川椒,2两
#29030#,海桐皮,1两,楝实,1两,木香,1两,石斛,1两,茴香,1两,牛膝,1两,槟榔,1两,芎藭,1分
#29043#,海参,1斤,当归,4两,巴戟肉,4两,牛膝,4两,破故纸,4两,龟版,4两,鹿角胶,4两,枸杞,4两,羊肾,10对,杜仲,8两,菟丝子,8两,胡桃肉,100个,猪脊髓,10条
#29155#,狗脊,四斤,苍术,六斤,香附,七斤,陈皮,五斤半,没药,None,一十,二两,威灵仙,二斤,草乌,一斤半
#29156#,狗脊,4斤,苍术,6斤,香附,7斤半,陈皮,5斤半,没药,12两,威灵仙,2斤,草乌,1斤半
#29195#,川乌,2两,草乌,2两,木鳖子,3两3分,斑蝥,100个,乌蛇,1两,白花蛇,1两,好墨,1两,白胶香,1两,当归,1两半,五灵脂,3两3分
#31164#,何首乌,1斤,牛膝,半两,天南星,4两,菖蒲,4两
#31186#,何首乌,三斤,牛膝,一斤
#31197#,何首乌,3斤,牛膝,1斤
#31201#,何首乌,1斤半,菖蒲,半斤,牛膝,1斤,天南星,4两
#31202#,何首乌,1斤,芍药,4两,牛膝,4两,地黄,4两
#31205#,牛膝,4两,枣仁,4两,何首乌,1斤,黑豆,半斤
#31277#,鸡血藤,None
#31966#,川椒,4两,胡芦巴,4两,巴戟天,4两,地龙,4两,苍术,16两,乌药,16两,川乌,8两,羌活,8两,茴香,8两,赤小豆,8两,马蔺子,8两,金铃子,8两,石斛,8两,青盐,2两
#32433#,金刚莲,900g,五加皮,900g,马钱子霜,900g,三七,15g,见血清,60g,捆仙绳,None,18厘米,None
#32885#,槟榔,1两,黄连,1两,青皮,1两,陈皮,1两,木香,1两,沉香,1两,巴戟,1两,当归,1两,广荗,1两,枳壳,1两,香附,1两,甘草,1两,大黄,1两,黄柏,3两,牵牛头末,4两
#33171#,菊花,5斤,地黄,5斤,枸杞,5斤
#33772#,地黄,2两,赤芍,2两,当归,2两,石南藤,2两,白芷,3两,骨碎补,3两,五灵脂,1两,肉桂,1两,山桂皮,1两,荆芥,1两,桔梗,4两,川乌,半两,草乌,半两,雄黑豆,4两
#34142#,五灵脂,1两,延胡索,1两,破故纸,1两,茴香,1两,庵,None,草,1两,橘核,1两,黑牵牛,1两,棠球子,4两,川楝,半两
#34246#,川椒,3两,巴戟,1两,茴香,1两,川楝,1两,山药,1两
#34254#,川椒,3两,牛膝,4两,地黄,5两,黑附子,2两,石斛,1两,桂心,2两,肉苁蓉,2两,巴戟,1两,菟丝子,2两,木香,1两,茱萸,1两,鹿茸,2两,丹参,1两,磁石,2两
#34558#,川乌,3钱,白芷,2钱,牛膝,5钱,当归,1两,黄丹,半两,贝母,2钱,磈润,1钱,白蔹,2钱,白及,2钱,没药,7钱,乳香,5钱,杏仁,3两,沥青,半两,香油半盏,None,白胶香,3两
#34780#,黄榔刺树根,4两,小雄鸡,1只,糯米饭1盏,None
#35520#,骨碎补,3两,续断,3两,马钱子,2两,白及,2两,硼砂,2两,草乌,2两,川乌,2两,牛膝,2两,苏木,2两,杜仲,2两,伸筋草,2两,透骨草,2两,羌活,1两,独活,1两,麻黄,1两,五加皮,1两,皂角核,1两,红花,1两,泽兰叶,1两,虎骨,8钱
#35761#,萆薢,30克,杜仲,30克,肉苁蓉,30克,巴戟天,30克,天麻,30克,僵蚕,30克,全蝎,30克,木瓜,30克,乌贼骨,30克,菟丝子,15克,精制马钱子,60克
#36839#,苁蓉,None,牛膝,None,天麻,None,木瓜干,None,鹿茸,None,地黄,None,菟丝子,None,五味子,None
#37603#,拣参,2两,嫩鹿茸,2两,肉苁蓉,3两,枸杞,2两,茱萸,2两,山药,2两,五味子,2两,菖蒲,2两,嫩黄耆,2两,川巴戟,2两,黄柏,2两,知母,2两,柏子仁,2两,地黄,2两,菟丝子,2两,天门冬,2两,当归,2两,麦门冬,2两,远志,2两,茴香,2两,茯神,2两,地黄,2两,杜仲,2两,牛膝,2两
#38125#,仙茅,2斤,苍术,2斤,茯苓,8两,车前子,12两,茴香,8两,枸杞,1斤,地黄,4两,地黄,4两,柏子仁,8两
#38524#,人参,10两,生黄耆,2斤8两,故纸,2斤8两,枸杞,5斤,生白芍,2斤8两,龟版,2斤8两,牛膝,5斤,熟地,2斤8两,独活,2斤8两,黑附子,10两,秦艽,2斤8两,木瓜,5斤,黄柏,2斤8两,知母,2斤8两,当归,2斤8两,枣仁,2斤,菖蒲,2斤,制虎骨,3斤12两,菟丝子,2斤8两,茯苓,2斤8两,防风,2斤8两,锁阳,2斤8两,续断,5斤,杜仲炭,2斤8两,羌活,2斤8两,远志,2斤8两
#38529#,黄柏,40g,知母,20g,地黄,20g,当归,10g,白芍,15g,牛膝,35g,豹骨,10g,龟甲,40g,陈皮,7.5g,干姜,5g,锁阳,10g,羊肉,320g
#38719#,知母,3分,人参,3分,茯苓,3分,川椒,半两,栝楼,1两半,防风,3两,白术,3两,泽泻,2两,干姜,1两,黑附子,1两,桂心,1两,细辛,1两
#38747#,鹿茸,1两,肉苁蓉,4两,远志,1两,续断,1两,蛇床子,1两,巴戟,1两,茴香,1两,车前子,1两
#38804#,丹参,None
#39417#,地黄,210g,肉苁蓉,140g,狗脊,140g,女贞子,70g,淫羊藿,140g,鸡血藤,140g,莱菔,70g,骨碎补,140g,牛膝,140g
#39773#,苍术,1斤,川柏皮,4斤
#40092#,地龙,7钱5分,虎前脚骨,1两,续断,1两,萆薢,1两,乳香,5钱,穿山甲,5钱,没药,2钱5分,茴香,1两,狗脊,1两,当归,1两,砂仁,1两,鹿茸,1两,杜仲,2两,青盐,7钱5分,菟丝,4两
#40573#,鹿角,60克,牛膝,45克
#40641#,肉苁蓉,2两,牛膝,2两,木瓜,2两,天麻,2两,鹿茸,1两,虎胫骨,1两,黑附子,1两,杜仲,1两,五味子,1两,当归,1两
#40644#,牛膝,60克,鹿茸,60克,五味子,60克,石斛,30克,菟丝子,30克,棘刺,30克,杜仲,30克,川巴戟,30克,山药,30克,阳起石,30克,黑附子,30克,沉香,15克,川楝,30克,磁石,30克,官桂,30克,泽泻,30克
#40651#,鹿茸,1两,黑附子,1两,续断,1两,侧柏叶,1两,厚朴,1两,黄耆,1两,阿胶,2两,当归,半两,地黄,半两,麝香,半两
#40683#,鹿茸,5两,石斛,1两,茱萸,1两,远志,1两,杜仲,1两,巴戟天,1两,牛膝,1两
#40686#,鹿茸,2两,苁蓉,None,黑附子,1两,山药,1两,地黄,1两,牛膝,1两,破故纸,1两,桂,1分,麝香,1分
#40695#,鹿茸,1两,肉苁蓉,1两,巴戟,1两,菟丝子,1两,人参,None,茯苓,None,五味子,None,萆薢,None,桂心,None,黄耆,None,续断,None,远志,None,木香,None,薯蓣,None,泽泻,None,地黄,None,石斛,None,覆盆子,None,蛇床子,None,天雄,1两,白蒺藜,半两,柏子仁,半两,黑附子,半两,牡丹,半两,防风,半两
